review_id,product_id,rating,review_text,sentiment,return_reason
REV-7837,PRD-6865,3,Review content for product PRD-6865. Overall rating 3/5.,Neutral,Color Mismatch
REV-7838,PRD-6519,3,Review content for product PRD-6519. Overall rating 3/5.,Neutral,Fabric Defect
REV-7839,PRD-5114,5,Review content for product PRD-5114. Overall rating 5/5.,Positive,None
REV-7840,PRD-5378,3,Review content for product PRD-5378. Overall rating 3/5.,Neutral,Color Mismatch
REV-7841,PRD-6277,5,Review content for product PRD-6277. Overall rating 5/5.,Positive,None
REV-7842,PRD-5176,4,Review content for product PRD-5176. Overall rating 4/5.,Positive,None
REV-7843,PRD-6615,3,Review content for product PRD-6615. Overall rating 3/5.,Neutral,None
REV-7844,PRD-6405,4,Review content for product PRD-6405. Overall rating 4/5.,Positive,None
REV-7845,PRD-7339,3,Review content for product PRD-7339. Overall rating 3/5.,Neutral,None
REV-7846,PRD-7316,2,Review content for product PRD-7316. Overall rating 2/5.,Negative,Fabric Defect
REV-7847,PRD-5974,3,Review content for product PRD-5974. Overall rating 3/5.,Neutral,Fit Size Issue
REV-7848,PRD-5548,5,Review content for product PRD-5548. Overall rating 5/5.,Positive,None
REV-7849,PRD-5192,4,Review content for product PRD-5192. Overall rating 4/5.,Positive,None
REV-7850,PRD-5641,3,Review content for product PRD-5641. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7851,PRD-6047,4,Review content for product PRD-6047. Overall rating 4/5.,Positive,None
REV-7852,PRD-6904,5,Review content for product PRD-6904. Overall rating 5/5.,Positive,None
REV-7853,PRD-7403,5,Review content for product PRD-7403. Overall rating 5/5.,Positive,None
REV-7854,PRD-5180,1,Review content for product PRD-5180. Overall rating 1/5.,Negative,Color Mismatch
REV-7855,PRD-5025,5,Review content for product PRD-5025. Overall rating 5/5.,Positive,None
REV-7856,PRD-6413,4,Review content for product PRD-6413. Overall rating 4/5.,Positive,None
REV-7857,PRD-6367,5,Review content for product PRD-6367. Overall rating 5/5.,Positive,None
REV-7858,PRD-7318,2,Review content for product PRD-7318. Overall rating 2/5.,Negative,Fabric Defect
REV-7859,PRD-5256,4,Review content for product PRD-5256. Overall rating 4/5.,Positive,None
REV-7860,PRD-5021,4,Review content for product PRD-5021. Overall rating 4/5.,Positive,None
REV-7861,PRD-5747,2,Review content for product PRD-5747. Overall rating 2/5.,Negative,Damaged Packaging
REV-7862,PRD-5104,5,Review content for product PRD-5104. Overall rating 5/5.,Positive,None
REV-7863,PRD-7038,5,Review content for product PRD-7038. Overall rating 5/5.,Positive,None
REV-7864,PRD-7151,3,Review content for product PRD-7151. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7865,PRD-5731,5,Review content for product PRD-5731. Overall rating 5/5.,Positive,None
REV-7866,PRD-6714,3,Review content for product PRD-6714. Overall rating 3/5.,Neutral,Color Mismatch
REV-7867,PRD-5714,5,Review content for product PRD-5714. Overall rating 5/5.,Positive,None
REV-7868,PRD-6407,1,Review content for product PRD-6407. Overall rating 1/5.,Negative,None
REV-7869,PRD-6461,5,Review content for product PRD-6461. Overall rating 5/5.,Positive,None
REV-7870,PRD-6914,5,Review content for product PRD-6914. Overall rating 5/5.,Positive,None
REV-7871,PRD-6891,5,Review content for product PRD-6891. Overall rating 5/5.,Positive,None
REV-7872,PRD-5064,4,Review content for product PRD-5064. Overall rating 4/5.,Positive,None
REV-7873,PRD-7375,5,Review content for product PRD-7375. Overall rating 5/5.,Positive,None
REV-7874,PRD-6441,3,Review content for product PRD-6441. Overall rating 3/5.,Neutral,Fit Size Issue
REV-7875,PRD-6078,5,Review content for product PRD-6078. Overall rating 5/5.,Positive,None
REV-7876,PRD-7186,5,Review content for product PRD-7186. Overall rating 5/5.,Positive,None
REV-7877,PRD-5512,4,Review content for product PRD-5512. Overall rating 4/5.,Positive,None
REV-7878,PRD-7414,5,Review content for product PRD-7414. Overall rating 5/5.,Positive,None
REV-7879,PRD-5970,2,Review content for product PRD-5970. Overall rating 2/5.,Negative,None
REV-7880,PRD-7069,3,Review content for product PRD-7069. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7881,PRD-6088,1,Review content for product PRD-6088. Overall rating 1/5.,Negative,None
REV-7882,PRD-5442,3,Review content for product PRD-5442. Overall rating 3/5.,Neutral,Color Mismatch
REV-7883,PRD-5949,3,Review content for product PRD-5949. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7884,PRD-5014,4,Review content for product PRD-5014. Overall rating 4/5.,Positive,None
REV-7885,PRD-7472,5,Review content for product PRD-7472. Overall rating 5/5.,Positive,None
REV-7886,PRD-6152,5,Review content for product PRD-6152. Overall rating 5/5.,Positive,None
REV-7887,PRD-6359,5,Review content for product PRD-6359. Overall rating 5/5.,Positive,None
REV-7888,PRD-6804,3,Review content for product PRD-6804. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7889,PRD-7356,2,Review content for product PRD-7356. Overall rating 2/5.,Negative,Fit Size Issue
REV-7890,PRD-7138,5,Review content for product PRD-7138. Overall rating 5/5.,Positive,None
REV-7891,PRD-5357,4,Review content for product PRD-5357. Overall rating 4/5.,Positive,None
REV-7892,PRD-7180,2,Review content for product PRD-7180. Overall rating 2/5.,Negative,Fit Size Issue
REV-7893,PRD-7012,5,Review content for product PRD-7012. Overall rating 5/5.,Positive,None
REV-7894,PRD-7162,5,Review content for product PRD-7162. Overall rating 5/5.,Positive,None
REV-7895,PRD-5521,5,Review content for product PRD-5521. Overall rating 5/5.,Positive,None
REV-7896,PRD-6846,3,Review content for product PRD-6846. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7897,PRD-5693,3,Review content for product PRD-5693. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7898,PRD-6924,5,Review content for product PRD-6924. Overall rating 5/5.,Positive,None
REV-7899,PRD-6893,4,Review content for product PRD-6893. Overall rating 4/5.,Positive,None
REV-7900,PRD-6617,5,Review content for product PRD-6617. Overall rating 5/5.,Positive,None
REV-7901,PRD-6224,5,Review content for product PRD-6224. Overall rating 5/5.,Positive,None
REV-7902,PRD-6509,4,Review content for product PRD-6509. Overall rating 4/5.,Positive,None
REV-7903,PRD-5974,4,Review content for product PRD-5974. Overall rating 4/5.,Positive,None
REV-7904,PRD-7415,4,Review content for product PRD-7415. Overall rating 4/5.,Positive,None
REV-7905,PRD-6768,5,Review content for product PRD-6768. Overall rating 5/5.,Positive,None
REV-7906,PRD-7383,5,Review content for product PRD-7383. Overall rating 5/5.,Positive,None
REV-7907,PRD-5959,4,Review content for product PRD-5959. Overall rating 4/5.,Positive,None
REV-7908,PRD-6558,5,Review content for product PRD-6558. Overall rating 5/5.,Positive,None
REV-7909,PRD-6617,1,Review content for product PRD-6617. Overall rating 1/5.,Negative,Delayed Delivery
REV-7910,PRD-5063,5,Review content for product PRD-5063. Overall rating 5/5.,Positive,None
REV-7911,PRD-5550,5,Review content for product PRD-5550. Overall rating 5/5.,Positive,None
REV-7912,PRD-7123,4,Review content for product PRD-7123. Overall rating 4/5.,Positive,None
REV-7913,PRD-7403,3,Review content for product PRD-7403. Overall rating 3/5.,Neutral,Color Mismatch
REV-7914,PRD-6011,3,Review content for product PRD-6011. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7915,PRD-5021,4,Review content for product PRD-5021. Overall rating 4/5.,Positive,None
REV-7916,PRD-6381,5,Review content for product PRD-6381. Overall rating 5/5.,Positive,None
REV-7917,PRD-5496,5,Review content for product PRD-5496. Overall rating 5/5.,Positive,None
REV-7918,PRD-6349,4,Review content for product PRD-6349. Overall rating 4/5.,Positive,None
REV-7919,PRD-6249,5,Review content for product PRD-6249. Overall rating 5/5.,Positive,None
REV-7920,PRD-7273,4,Review content for product PRD-7273. Overall rating 4/5.,Positive,None
REV-7921,PRD-5290,5,Review content for product PRD-5290. Overall rating 5/5.,Positive,None
REV-7922,PRD-6340,5,Review content for product PRD-6340. Overall rating 5/5.,Positive,None
REV-7923,PRD-5159,4,Review content for product PRD-5159. Overall rating 4/5.,Positive,None
REV-7924,PRD-6899,2,Review content for product PRD-6899. Overall rating 2/5.,Negative,Delayed Delivery
REV-7925,PRD-7004,2,Review content for product PRD-7004. Overall rating 2/5.,Negative,Color Mismatch
REV-7926,PRD-6465,4,Review content for product PRD-6465. Overall rating 4/5.,Positive,None
REV-7927,PRD-7406,5,Review content for product PRD-7406. Overall rating 5/5.,Positive,None
REV-7928,PRD-6898,5,Review content for product PRD-6898. Overall rating 5/5.,Positive,None
REV-7929,PRD-5553,5,Review content for product PRD-5553. Overall rating 5/5.,Positive,None
REV-7930,PRD-6422,5,Review content for product PRD-6422. Overall rating 5/5.,Positive,None
REV-7931,PRD-5638,4,Review content for product PRD-5638. Overall rating 4/5.,Positive,None
REV-7932,PRD-7405,4,Review content for product PRD-7405. Overall rating 4/5.,Positive,None
REV-7933,PRD-6720,4,Review content for product PRD-6720. Overall rating 4/5.,Positive,None
REV-7934,PRD-5997,2,Review content for product PRD-5997. Overall rating 2/5.,Negative,Damaged Packaging
REV-7935,PRD-7009,5,Review content for product PRD-7009. Overall rating 5/5.,Positive,None
REV-7936,PRD-6351,4,Review content for product PRD-6351. Overall rating 4/5.,Positive,None
REV-7937,PRD-5815,5,Review content for product PRD-5815. Overall rating 5/5.,Positive,None
REV-7938,PRD-6322,5,Review content for product PRD-6322. Overall rating 5/5.,Positive,None
REV-7939,PRD-5015,5,Review content for product PRD-5015. Overall rating 5/5.,Positive,None
REV-7940,PRD-5329,3,Review content for product PRD-5329. Overall rating 3/5.,Neutral,Delayed Delivery
REV-7941,PRD-7445,5,Review content for product PRD-7445. Overall rating 5/5.,Positive,None
REV-7942,PRD-5156,5,Review content for product PRD-5156. Overall rating 5/5.,Positive,None
REV-7943,PRD-5571,5,Review content for product PRD-5571. Overall rating 5/5.,Positive,None
REV-7944,PRD-5622,3,Review content for product PRD-5622. Overall rating 3/5.,Neutral,Fabric Defect
REV-7945,PRD-6774,5,Review content for product PRD-6774. Overall rating 5/5.,Positive,None
REV-7946,PRD-7432,5,Review content for product PRD-7432. Overall rating 5/5.,Positive,None
REV-7947,PRD-7087,5,Review content for product PRD-7087. Overall rating 5/5.,Positive,None
REV-7948,PRD-6262,4,Review content for product PRD-6262. Overall rating 4/5.,Positive,None
REV-7949,PRD-6241,5,Review content for product PRD-6241. Overall rating 5/5.,Positive,None
REV-7950,PRD-6718,5,Review content for product PRD-6718. Overall rating 5/5.,Positive,None
REV-7951,PRD-6703,3,Review content for product PRD-6703. Overall rating 3/5.,Neutral,Fit Size Issue
REV-7952,PRD-5286,5,Review content for product PRD-5286. Overall rating 5/5.,Positive,None
REV-7953,PRD-6468,4,Review content for product PRD-6468. Overall rating 4/5.,Positive,None
REV-7954,PRD-6510,5,Review content for product PRD-6510. Overall rating 5/5.,Positive,None
REV-7955,PRD-5107,5,Review content for product PRD-5107. Overall rating 5/5.,Positive,None
REV-7956,PRD-7419,5,Review content for product PRD-7419. Overall rating 5/5.,Positive,None
REV-7957,PRD-6655,4,Review content for product PRD-6655. Overall rating 4/5.,Positive,None
REV-7958,PRD-6557,4,Review content for product PRD-6557. Overall rating 4/5.,Positive,None
REV-7959,PRD-6465,5,Review content for product PRD-6465. Overall rating 5/5.,Positive,None
REV-7960,PRD-7064,5,Review content for product PRD-7064. Overall rating 5/5.,Positive,None
REV-7961,PRD-7368,5,Review content for product PRD-7368. Overall rating 5/5.,Positive,None
REV-7962,PRD-5781,5,Review content for product PRD-5781. Overall rating 5/5.,Positive,None
REV-7963,PRD-7427,2,Review content for product PRD-7427. Overall rating 2/5.,Negative,Fit Size Issue
REV-7964,PRD-6696,4,Review content for product PRD-6696. Overall rating 4/5.,Positive,None
REV-7965,PRD-7202,5,Review content for product PRD-7202. Overall rating 5/5.,Positive,None
REV-7966,PRD-7223,4,Review content for product PRD-7223. Overall rating 4/5.,Positive,None
REV-7967,PRD-7053,1,Review content for product PRD-7053. Overall rating 1/5.,Negative,Damaged Packaging
REV-7968,PRD-5708,5,Review content for product PRD-5708. Overall rating 5/5.,Positive,None
REV-7969,PRD-5489,2,Review content for product PRD-5489. Overall rating 2/5.,Negative,Damaged Packaging
REV-7970,PRD-7054,1,Review content for product PRD-7054. Overall rating 1/5.,Negative,Color Mismatch
REV-7971,PRD-7204,1,Review content for product PRD-7204. Overall rating 1/5.,Negative,Fabric Defect
REV-7972,PRD-6840,5,Review content for product PRD-6840. Overall rating 5/5.,Positive,None
REV-7973,PRD-6670,3,Review content for product PRD-6670. Overall rating 3/5.,Neutral,Fabric Defect
REV-7974,PRD-5983,2,Review content for product PRD-5983. Overall rating 2/5.,Negative,Fabric Defect
REV-7975,PRD-5385,5,Review content for product PRD-5385. Overall rating 5/5.,Positive,None
REV-7976,PRD-5307,1,Review content for product PRD-5307. Overall rating 1/5.,Negative,None
REV-7977,PRD-5968,5,Review content for product PRD-5968. Overall rating 5/5.,Positive,None
REV-7978,PRD-5033,5,Review content for product PRD-5033. Overall rating 5/5.,Positive,None
REV-7979,PRD-5211,5,Review content for product PRD-5211. Overall rating 5/5.,Positive,None
REV-7980,PRD-5976,4,Review content for product PRD-5976. Overall rating 4/5.,Positive,None
REV-7981,PRD-5255,5,Review content for product PRD-5255. Overall rating 5/5.,Positive,None
REV-7982,PRD-6038,2,Review content for product PRD-6038. Overall rating 2/5.,Negative,None
REV-7983,PRD-5590,3,Review content for product PRD-5590. Overall rating 3/5.,Neutral,Color Mismatch
REV-7984,PRD-7165,4,Review content for product PRD-7165. Overall rating 4/5.,Positive,None
REV-7985,PRD-6789,3,Review content for product PRD-6789. Overall rating 3/5.,Neutral,Fabric Defect
REV-7986,PRD-5821,4,Review content for product PRD-5821. Overall rating 4/5.,Positive,None
REV-7987,PRD-5629,5,Review content for product PRD-5629. Overall rating 5/5.,Positive,None
REV-7988,PRD-5669,4,Review content for product PRD-5669. Overall rating 4/5.,Positive,None
REV-7989,PRD-5934,3,Review content for product PRD-5934. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7990,PRD-6769,4,Review content for product PRD-6769. Overall rating 4/5.,Positive,None
REV-7991,PRD-5224,2,Review content for product PRD-5224. Overall rating 2/5.,Negative,Color Mismatch
REV-7992,PRD-6453,5,Review content for product PRD-6453. Overall rating 5/5.,Positive,None
REV-7993,PRD-5817,4,Review content for product PRD-5817. Overall rating 4/5.,Positive,None
REV-7994,PRD-6266,4,Review content for product PRD-6266. Overall rating 4/5.,Positive,None
REV-7995,PRD-6791,4,Review content for product PRD-6791. Overall rating 4/5.,Positive,None
REV-7996,PRD-7363,5,Review content for product PRD-7363. Overall rating 5/5.,Positive,None
REV-7997,PRD-6309,3,Review content for product PRD-6309. Overall rating 3/5.,Neutral,Damaged Packaging
REV-7998,PRD-7092,5,Review content for product PRD-7092. Overall rating 5/5.,Positive,None
REV-7999,PRD-5383,5,Review content for product PRD-5383. Overall rating 5/5.,Positive,None
REV-8000,PRD-7117,5,Review content for product PRD-7117. Overall rating 5/5.,Positive,None
REV-8001,PRD-7192,5,Review content for product PRD-7192. Overall rating 5/5.,Positive,None
REV-8002,PRD-6179,1,Review content for product PRD-6179. Overall rating 1/5.,Negative,None
REV-8003,PRD-6330,3,Review content for product PRD-6330. Overall rating 3/5.,Neutral,Fit Size Issue
REV-8004,PRD-5017,5,Review content for product PRD-5017. Overall rating 5/5.,Positive,None
REV-8005,PRD-6908,4,Review content for product PRD-6908. Overall rating 4/5.,Positive,None
REV-8006,PRD-5646,5,Review content for product PRD-5646. Overall rating 5/5.,Positive,None
REV-8007,PRD-7379,5,Review content for product PRD-7379. Overall rating 5/5.,Positive,None
REV-8008,PRD-6916,5,Review content for product PRD-6916. Overall rating 5/5.,Positive,None
REV-8009,PRD-6993,5,Review content for product PRD-6993. Overall rating 5/5.,Positive,None
REV-8010,PRD-5959,4,Review content for product PRD-5959. Overall rating 4/5.,Positive,None
REV-8011,PRD-6665,5,Review content for product PRD-6665. Overall rating 5/5.,Positive,None
REV-8012,PRD-6325,5,Review content for product PRD-6325. Overall rating 5/5.,Positive,None
REV-8013,PRD-5765,3,Review content for product PRD-5765. Overall rating 3/5.,Neutral,Color Mismatch
REV-8014,PRD-5160,5,Review content for product PRD-5160. Overall rating 5/5.,Positive,None
REV-8015,PRD-7193,4,Review content for product PRD-7193. Overall rating 4/5.,Positive,None
REV-8016,PRD-6051,5,Review content for product PRD-6051. Overall rating 5/5.,Positive,None
REV-8017,PRD-6020,4,Review content for product PRD-6020. Overall rating 4/5.,Positive,None
REV-8018,PRD-6054,5,Review content for product PRD-6054. Overall rating 5/5.,Positive,None
REV-8019,PRD-6170,1,Review content for product PRD-6170. Overall rating 1/5.,Negative,Fabric Defect
REV-8020,PRD-5385,2,Review content for product PRD-5385. Overall rating 2/5.,Negative,None
REV-8021,PRD-6628,5,Review content for product PRD-6628. Overall rating 5/5.,Positive,None
REV-8022,PRD-6964,5,Review content for product PRD-6964. Overall rating 5/5.,Positive,None
REV-8023,PRD-7054,2,Review content for product PRD-7054. Overall rating 2/5.,Negative,Fabric Defect
REV-8024,PRD-6563,5,Review content for product PRD-6563. Overall rating 5/5.,Positive,None
REV-8025,PRD-6552,3,Review content for product PRD-6552. Overall rating 3/5.,Neutral,None
REV-8026,PRD-5157,2,Review content for product PRD-5157. Overall rating 2/5.,Negative,Damaged Packaging
REV-8027,PRD-6733,2,Review content for product PRD-6733. Overall rating 2/5.,Negative,Fabric Defect
REV-8028,PRD-7420,5,Review content for product PRD-7420. Overall rating 5/5.,Positive,None
REV-8029,PRD-5390,5,Review content for product PRD-5390. Overall rating 5/5.,Positive,None
REV-8030,PRD-7023,3,Review content for product PRD-7023. Overall rating 3/5.,Neutral,Fit Size Issue
REV-8031,PRD-6689,4,Review content for product PRD-6689. Overall rating 4/5.,Positive,None
REV-8032,PRD-7094,5,Review content for product PRD-7094. Overall rating 5/5.,Positive,None
REV-8033,PRD-5190,5,Review content for product PRD-5190. Overall rating 5/5.,Positive,None
REV-8034,PRD-5169,3,Review content for product PRD-5169. Overall rating 3/5.,Neutral,Fabric Defect
REV-8035,PRD-6841,5,Review content for product PRD-6841. Overall rating 5/5.,Positive,None
REV-8036,PRD-5815,5,Review content for product PRD-5815. Overall rating 5/5.,Positive,None
REV-8037,PRD-5834,4,Review content for product PRD-5834. Overall rating 4/5.,Positive,None
REV-8038,PRD-7105,5,Review content for product PRD-7105. Overall rating 5/5.,Positive,None
REV-8039,PRD-6041,5,Review content for product PRD-6041. Overall rating 5/5.,Positive,None
REV-8040,PRD-6642,5,Review content for product PRD-6642. Overall rating 5/5.,Positive,None
REV-8041,PRD-7029,3,Review content for product PRD-7029. Overall rating 3/5.,Neutral,None
REV-8042,PRD-5532,4,Review content for product PRD-5532. Overall rating 4/5.,Positive,None
REV-8043,PRD-7037,1,Review content for product PRD-7037. Overall rating 1/5.,Negative,Fit Size Issue
REV-8044,PRD-7289,5,Review content for product PRD-7289. Overall rating 5/5.,Positive,None
REV-8045,PRD-6424,5,Review content for product PRD-6424. Overall rating 5/5.,Positive,None
REV-8046,PRD-6108,5,Review content for product PRD-6108. Overall rating 5/5.,Positive,None
REV-8047,PRD-7480,3,Review content for product PRD-7480. Overall rating 3/5.,Neutral,Damaged Packaging
REV-8048,PRD-6898,5,Review content for product PRD-6898. Overall rating 5/5.,Positive,None
REV-8049,PRD-7454,4,Review content for product PRD-7454. Overall rating 4/5.,Positive,None
REV-8050,PRD-5391,5,Review content for product PRD-5391. Overall rating 5/5.,Positive,None
REV-8051,PRD-7497,2,Review content for product PRD-7497. Overall rating 2/5.,Negative,Damaged Packaging
REV-8052,PRD-6919,3,Review content for product PRD-6919. Overall rating 3/5.,Neutral,Fabric Defect
REV-8053,PRD-7141,4,Review content for product PRD-7141. Overall rating 4/5.,Positive,None
REV-8054,PRD-5008,4,Review content for product PRD-5008. Overall rating 4/5.,Positive,None
REV-8055,PRD-6149,5,Review content for product PRD-6149. Overall rating 5/5.,Positive,None
REV-8056,PRD-5340,3,Review content for product PRD-5340. Overall rating 3/5.,Neutral,Delayed Delivery
REV-8057,PRD-5744,1,Review content for product PRD-5744. Overall rating 1/5.,Negative,Color Mismatch
REV-8058,PRD-5921,4,Review content for product PRD-5921. Overall rating 4/5.,Positive,None
REV-8059,PRD-5072,4,Review content for product PRD-5072. Overall rating 4/5.,Positive,None
REV-8060,PRD-6267,5,Review content for product PRD-6267. Overall rating 5/5.,Positive,None
REV-8061,PRD-5671,5,Review content for product PRD-5671. Overall rating 5/5.,Positive,None
REV-8062,PRD-5814,4,Review content for product PRD-5814. Overall rating 4/5.,Positive,None
REV-8063,PRD-5696,4,Review content for product PRD-5696. Overall rating 4/5.,Positive,None
REV-8064,PRD-6193,4,Review content for product PRD-6193. Overall rating 4/5.,Positive,None
REV-8065,PRD-7275,2,Review content for product PRD-7275. Overall rating 2/5.,Negative,None
REV-8066,PRD-6023,4,Review content for product PRD-6023. Overall rating 4/5.,Positive,None
REV-8067,PRD-7413,4,Review content for product PRD-7413. Overall rating 4/5.,Positive,None
REV-8068,PRD-6152,4,Review content for product PRD-6152. Overall rating 4/5.,Positive,None
REV-8069,PRD-6131,5,Review content for product PRD-6131. Overall rating 5/5.,Positive,None
REV-8070,PRD-7190,2,Review content for product PRD-7190. Overall rating 2/5.,Negative,Color Mismatch
REV-8071,PRD-6460,5,Review content for product PRD-6460. Overall rating 5/5.,Positive,None
REV-8072,PRD-5256,4,Review content for product PRD-5256. Overall rating 4/5.,Positive,None
REV-8073,PRD-5097,3,Review content for product PRD-5097. Overall rating 3/5.,Neutral,Damaged Packaging
REV-8074,PRD-6981,4,Review content for product PRD-6981. Overall rating 4/5.,Positive,None
REV-8075,PRD-5724,2,Review content for product PRD-5724. Overall rating 2/5.,Negative,Damaged Packaging
REV-8076,PRD-5435,4,Review content for product PRD-5435. Overall rating 4/5.,Positive,None
REV-8077,PRD-5756,5,Review content for product PRD-5756. Overall rating 5/5.,Positive,None
REV-8078,PRD-6285,5,Review content for product PRD-6285. Overall rating 5/5.,Positive,None
REV-8079,PRD-6883,2,Review content for product PRD-6883. Overall rating 2/5.,Negative,Delayed Delivery
REV-8080,PRD-5430,5,Review content for product PRD-5430. Overall rating 5/5.,Positive,None
REV-8081,PRD-6347,2,Review content for product PRD-6347. Overall rating 2/5.,Negative,Damaged Packaging
REV-8082,PRD-5308,5,Review content for product PRD-5308. Overall rating 5/5.,Positive,None
REV-8083,PRD-7349,5,Review content for product PRD-7349. Overall rating 5/5.,Positive,None
REV-8084,PRD-5507,1,Review content for product PRD-5507. Overall rating 1/5.,Negative,Damaged Packaging
REV-8085,PRD-6109,4,Review content for product PRD-6109. Overall rating 4/5.,Positive,None
REV-8086,PRD-7074,5,Review content for product PRD-7074. Overall rating 5/5.,Positive,None
REV-8087,PRD-6852,5,Review content for product PRD-6852. Overall rating 5/5.,Positive,None
REV-8088,PRD-6431,4,Review content for product PRD-6431. Overall rating 4/5.,Positive,None
REV-8089,PRD-7057,5,Review content for product PRD-7057. Overall rating 5/5.,Positive,None
REV-8090,PRD-5526,4,Review content for product PRD-5526. Overall rating 4/5.,Positive,None
REV-8091,PRD-5934,3,Review content for product PRD-5934. Overall rating 3/5.,Neutral,Fit Size Issue
REV-8092,PRD-6260,5,Review content for product PRD-6260. Overall rating 5/5.,Positive,None
REV-8093,PRD-6193,5,Review content for product PRD-6193. Overall rating 5/5.,Positive,None
REV-8094,PRD-7103,5,Review content for product PRD-7103. Overall rating 5/5.,Positive,None
REV-8095,PRD-7433,3,Review content for product PRD-7433. Overall rating 3/5.,Neutral,Fit Size Issue
REV-8096,PRD-6223,4,Review content for product PRD-6223. Overall rating 4/5.,Positive,None
REV-8097,PRD-7294,5,Review content for product PRD-7294. Overall rating 5/5.,Positive,None
REV-8098,PRD-5545,5,Review content for product PRD-5545. Overall rating 5/5.,Positive,None
REV-8099,PRD-6920,3,Review content for product PRD-6920. Overall rating 3/5.,Neutral,Delayed Delivery
REV-8100,PRD-7292,1,Review content for product PRD-7292. Overall rating 1/5.,Negative,Fit Size Issue
REV-8101,PRD-5985,4,Review content for product PRD-5985. Overall rating 4/5.,Positive,None
REV-8102,PRD-7006,5,Review content for product PRD-7006. Overall rating 5/5.,Positive,None
REV-8103,PRD-6174,5,Review content for product PRD-6174. Overall rating 5/5.,Positive,None
REV-8104,PRD-6997,5,Review content for product PRD-6997. Overall rating 5/5.,Positive,None
REV-8105,PRD-6804,4,Review content for product PRD-6804. Overall rating 4/5.,Positive,None
REV-8106,PRD-6835,5,Review content for product PRD-6835. Overall rating 5/5.,Positive,None
REV-8107,PRD-6038,4,Review content for product PRD-6038. Overall rating 4/5.,Positive,None
REV-8108,PRD-7088,3,Review content for product PRD-7088. Overall rating 3/5.,Neutral,Fabric Defect
REV-8109,PRD-5892,5,Review content for product PRD-5892. Overall rating 5/5.,Positive,None
REV-8110,PRD-6325,5,Review content for product PRD-6325. Overall rating 5/5.,Positive,None
REV-8111,PRD-5545,5,Review content for product PRD-5545. Overall rating 5/5.,Positive,None
REV-8112,PRD-5667,4,Review content for product PRD-5667. Overall rating 4/5.,Positive,None
REV-8113,PRD-6097,4,Review content for product PRD-6097. Overall rating 4/5.,Positive,None
REV-8114,PRD-5932,4,Review content for product PRD-5932. Overall rating 4/5.,Positive,None
REV-8115,PRD-5286,4,Review content for product PRD-5286. Overall rating 4/5.,Positive,None
REV-8116,PRD-6315,4,Review content for product PRD-6315. Overall rating 4/5.,Positive,None
REV-8117,PRD-6278,5,Review content for product PRD-6278. Overall rating 5/5.,Positive,None
REV-8118,PRD-7373,5,Review content for product PRD-7373. Overall rating 5/5.,Positive,None
REV-8119,PRD-7465,3,Review content for product PRD-7465. Overall rating 3/5.,Neutral,Color Mismatch
REV-8120,PRD-7464,5,Review content for product PRD-7464. Overall rating 5/5.,Positive,None
REV-8121,PRD-6677,5,Review content for product PRD-6677. Overall rating 5/5.,Positive,None
REV-8122,PRD-6292,2,Review content for product PRD-6292. Overall rating 2/5.,Negative,Fit Size Issue
REV-8123,PRD-5274,3,Review content for product PRD-5274. Overall rating 3/5.,Neutral,Fit Size Issue
REV-8124,PRD-5830,5,Review content for product PRD-5830. Overall rating 5/5.,Positive,None
REV-8125,PRD-5236,4,Review content for product PRD-5236. Overall rating 4/5.,Positive,None
REV-8126,PRD-6786,5,Review content for product PRD-6786. Overall rating 5/5.,Positive,None
REV-8127,PRD-5701,5,Review content for product PRD-5701. Overall rating 5/5.,Positive,None
REV-8128,PRD-6741,5,Review content for product PRD-6741. Overall rating 5/5.,Positive,None
REV-8129,PRD-6679,4,Review content for product PRD-6679. Overall rating 4/5.,Positive,None
REV-8130,PRD-5161,3,Review content for product PRD-5161. Overall rating 3/5.,Neutral,Color Mismatch
REV-8131,PRD-5438,5,Review content for product PRD-5438. Overall rating 5/5.,Positive,None
REV-8132,PRD-5703,4,Review content for product PRD-5703. Overall rating 4/5.,Positive,None
REV-8133,PRD-6363,5,Review content for product PRD-6363. Overall rating 5/5.,Positive,None
REV-8134,PRD-6178,3,Review content for product PRD-6178. Overall rating 3/5.,Neutral,Color Mismatch
REV-8135,PRD-6316,4,Review content for product PRD-6316. Overall rating 4/5.,Positive,None
REV-8136,PRD-5207,5,Review content for product PRD-5207. Overall rating 5/5.,Positive,None
REV-8137,PRD-5633,5,Review content for product PRD-5633. Overall rating 5/5.,Positive,None
REV-8138,PRD-5527,5,Review content for product PRD-5527. Overall rating 5/5.,Positive,None
REV-8139,PRD-5523,5,Review content for product PRD-5523. Overall rating 5/5.,Positive,None
REV-8140,PRD-5805,3,Review content for product PRD-5805. Overall rating 3/5.,Neutral,Fabric Defect
REV-8141,PRD-5908,3,Review content for product PRD-5908. Overall rating 3/5.,Neutral,Fabric Defect
