vendor_id,name,category,location,rating,lead_time_days,on_time_rate_pct,defect_rate_pct,min_order_qty,escrow_verified,contact_email
VND-1161,Surat Stationery Enterprise 161,Stationery & Corporate Gifting,Surat GJ,4.0,12,86.3,0.6,200,FALSE,b2b_sales_161@suratenterprise.in
VND-1162,Panipat Stationery Enterprise 162,Stationery & Corporate Gifting,Panipat HR,4.0,14,77.8,0.3,100,FALSE,b2b_sales_162@panipatenterprise.in
VND-1163,Meerut Knitwear Enterprise 163,Knitwear & Everyday Apparel,Meerut UP,4.4,9,95.7,1.4,100,TRUE,b2b_sales_163@meerutenterprise.in
VND-1164,Chennai Spices Enterprise 164,Spices & Gourmet Food Crafts,Chennai TN,4.3,11,83.2,1.0,500,TRUE,b2b_sales_164@chennaienterprise.in
VND-1165,Pune Eco-Friendly Enterprise 165,Eco-Friendly Packaging,Pune MH,4.5,6,83.6,4.8,25,TRUE,b2b_sales_165@puneenterprise.in
VND-1166,Indore Ayurvedic Enterprise 166,Ayurvedic Beauty & Wellness,Indore MP,4.6,5,79.8,3.1,200,TRUE,b2b_sales_166@indoreenterprise.in
VND-1167,Mysuru Pet Enterprise 167,Pet Care & Organic Treats,Mysuru KA,4.9,13,93.6,2.4,100,TRUE,b2b_sales_167@mysuruenterprise.in
VND-1168,Nashik Ayurvedic Enterprise 168,Ayurvedic Beauty & Wellness,Nashik MH,4.0,12,76.7,2.3,25,TRUE,b2b_sales_168@nashikenterprise.in
VND-1169,Chandigarh Jewelry Enterprise 169,Jewelry & Fashion Accessories,Chandigarh UT,3.6,7,76.8,2.4,25,TRUE,b2b_sales_169@chandigarhenterprise.in
VND-1170,Udaipur Knitwear Enterprise 170,Knitwear & Everyday Apparel,Udaipur RJ,4.4,10,89.6,2.0,500,TRUE,b2b_sales_170@udaipurenterprise.in
VND-1171,Dehradun Eco-Friendly Enterprise 171,Eco-Friendly Packaging,Dehradun UK,4.9,4,89.8,2.6,100,FALSE,b2b_sales_171@dehradunenterprise.in
VND-1172,Chandigarh Knitwear Enterprise 172,Knitwear & Everyday Apparel,Chandigarh UT,4.6,11,90.8,0.4,500,FALSE,b2b_sales_172@chandigarhenterprise.in
VND-1173,Rajkot Leather Enterprise 173,Leather Footwear & Travel Goods,Rajkot GJ,4.1,13,84.1,1.6,500,TRUE,b2b_sales_173@rajkotenterprise.in
VND-1174,Nagpur Pure Enterprise 174,Pure Silk & Traditional Sarees,Nagpur MH,4.5,7,76.6,0.7,500,TRUE,b2b_sales_174@nagpurenterprise.in
VND-1175,Nagpur Ayurvedic Enterprise 175,Ayurvedic Beauty & Wellness,Nagpur MH,4.9,13,77.0,3.4,200,TRUE,b2b_sales_175@nagpurenterprise.in
VND-1176,Vijayawada Ayurvedic Enterprise 176,Ayurvedic Beauty & Wellness,Vijayawada AP,4.3,5,92.4,0.6,500,TRUE,b2b_sales_176@vijayawadaenterprise.in
VND-1177,Meerut Knitwear Enterprise 177,Knitwear & Everyday Apparel,Meerut UP,4.0,8,87.5,0.3,200,TRUE,b2b_sales_177@meerutenterprise.in
VND-1178,Chennai Eco-Friendly Enterprise 178,Eco-Friendly Packaging,Chennai TN,3.9,11,99.5,0.9,500,TRUE,b2b_sales_178@chennaienterprise.in
VND-1179,Tirupur Fitness Enterprise 179,Fitness Gear & Yoga Accessories,Tirupur TN,4.4,5,91.2,4.4,50,FALSE,b2b_sales_179@tirupurenterprise.in
VND-1180,Udaipur Leather Enterprise 180,Leather Footwear & Travel Goods,Udaipur RJ,4.2,8,94.8,1.0,50,FALSE,b2b_sales_180@udaipurenterprise.in
VND-1181,Udaipur Pet Enterprise 181,Pet Care & Organic Treats,Udaipur RJ,4.2,7,82.0,3.8,200,TRUE,b2b_sales_181@udaipurenterprise.in
VND-1182,Rajkot Eco-Friendly Enterprise 182,Eco-Friendly Packaging,Rajkot GJ,4.2,15,91.6,2.9,200,TRUE,b2b_sales_182@rajkotenterprise.in
VND-1183,Jalandhar Fitness Enterprise 183,Fitness Gear & Yoga Accessories,Jalandhar PB,3.8,7,85.3,1.0,25,TRUE,b2b_sales_183@jalandharenterprise.in
VND-1184,Rajkot Kids Enterprise 184,Kids Wear & Wooden Toys,Rajkot GJ,4.8,7,88.6,0.7,25,TRUE,b2b_sales_184@rajkotenterprise.in
VND-1185,Coimbatore Leather Enterprise 185,Leather Footwear & Travel Goods,Coimbatore TN,4.7,6,86.0,2.7,200,TRUE,b2b_sales_185@coimbatoreenterprise.in
VND-1186,Surat Jewelry Enterprise 186,Jewelry & Fashion Accessories,Surat GJ,4.1,4,85.2,2.1,100,FALSE,b2b_sales_186@suratenterprise.in
VND-1187,Surat Consumer Enterprise 187,Consumer Electronics Accessories,Surat GJ,4.6,15,82.8,0.7,50,TRUE,b2b_sales_187@suratenterprise.in
VND-1188,Tirupur Ayurvedic Enterprise 188,Ayurvedic Beauty & Wellness,Tirupur TN,4.5,15,82.0,4.2,200,TRUE,b2b_sales_188@tirupurenterprise.in
VND-1189,Udaipur Pet Enterprise 189,Pet Care & Organic Treats,Udaipur RJ,3.9,11,75.1,0.6,500,TRUE,b2b_sales_189@udaipurenterprise.in
VND-1190,Meerut Fitness Enterprise 190,Fitness Gear & Yoga Accessories,Meerut UP,4.0,6,77.7,1.6,200,TRUE,b2b_sales_190@meerutenterprise.in
VND-1191,Kochi Pet Enterprise 191,Pet Care & Organic Treats,Kochi KL,4.4,13,77.7,4.5,500,TRUE,b2b_sales_191@kochienterprise.in
VND-1192,Delhi Consumer Enterprise 192,Consumer Electronics Accessories,Delhi NCR,4.0,5,82.1,0.2,25,FALSE,b2b_sales_192@delhienterprise.in
VND-1193,Rajkot Fitness Enterprise 193,Fitness Gear & Yoga Accessories,Rajkot GJ,4.3,9,76.7,2.7,200,TRUE,b2b_sales_193@rajkotenterprise.in
VND-1194,Jodhpur Pure Enterprise 194,Pure Silk & Traditional Sarees,Jodhpur RJ,3.5,8,99.0,1.4,50,TRUE,b2b_sales_194@jodhpurenterprise.in
VND-1195,Madurai Brass Enterprise 195,Brass & Artisan Metalcraft,Madurai TN,3.6,13,93.0,1.8,50,TRUE,b2b_sales_195@maduraienterprise.in
VND-1196,Patna Pet Enterprise 196,Pet Care & Organic Treats,Patna BR,3.6,3,90.5,4.1,100,FALSE,b2b_sales_196@patnaenterprise.in
VND-1197,Tirupur Eco-Friendly Enterprise 197,Eco-Friendly Packaging,Tirupur TN,4.0,11,94.4,4.5,200,TRUE,b2b_sales_197@tirupurenterprise.in
VND-1198,Patna Automotive Enterprise 198,Automotive Accessories,Patna BR,3.8,15,81.2,3.8,25,TRUE,b2b_sales_198@patnaenterprise.in
VND-1199,Coimbatore Spices Enterprise 199,Spices & Gourmet Food Crafts,Coimbatore TN,4.8,9,78.0,2.0,100,FALSE,b2b_sales_199@coimbatoreenterprise.in
VND-1200,Bhubaneswar Leather Enterprise 200,Leather Footwear & Travel Goods,Bhubaneswar OD,4.7,15,92.0,2.0,25,TRUE,b2b_sales_200@bhubaneswarenterprise.in
VND-1201,Kanpur Stationery Enterprise 201,Stationery & Corporate Gifting,Kanpur UP,3.8,8,85.5,5.0,25,TRUE,b2b_sales_201@kanpurenterprise.in
VND-1202,Dehradun Knitwear Enterprise 202,Knitwear & Everyday Apparel,Dehradun UK,4.4,5,91.2,1.7,200,FALSE,b2b_sales_202@dehradunenterprise.in
VND-1203,Nashik Jewelry Enterprise 203,Jewelry & Fashion Accessories,Nashik MH,4.0,7,76.0,4.4,25,FALSE,b2b_sales_203@nashikenterprise.in
VND-1204,Salem Knitwear Enterprise 204,Knitwear & Everyday Apparel,Salem TN,4.5,5,83.9,4.0,500,TRUE,b2b_sales_204@salementerprise.in
VND-1205,Tirupur Pet Enterprise 205,Pet Care & Organic Treats,Tirupur TN,4.5,9,78.1,1.3,500,TRUE,b2b_sales_205@tirupurenterprise.in
VND-1206,Vijayawada Pure Enterprise 206,Pure Silk & Traditional Sarees,Vijayawada AP,4.1,15,78.8,2.4,25,FALSE,b2b_sales_206@vijayawadaenterprise.in
VND-1207,Jalandhar Ayurvedic Enterprise 207,Ayurvedic Beauty & Wellness,Jalandhar PB,3.9,3,84.0,1.7,50,TRUE,b2b_sales_207@jalandharenterprise.in
VND-1208,Jalandhar Kids Enterprise 208,Kids Wear & Wooden Toys,Jalandhar PB,3.9,14,84.5,2.9,200,TRUE,b2b_sales_208@jalandharenterprise.in
VND-1209,Udaipur Eco-Friendly Enterprise 209,Eco-Friendly Packaging,Udaipur RJ,4.2,5,82.0,4.6,25,TRUE,b2b_sales_209@udaipurenterprise.in
VND-1210,Agra Pet Enterprise 210,Pet Care & Organic Treats,Agra UP,3.6,13,97.0,2.3,100,TRUE,b2b_sales_210@agraenterprise.in
VND-1211,Gwalior Knitwear Enterprise 211,Knitwear & Everyday Apparel,Gwalior MP,4.8,15,88.3,4.5,100,TRUE,b2b_sales_211@gwaliorenterprise.in
VND-1212,Chennai Fitness Enterprise 212,Fitness Gear & Yoga Accessories,Chennai TN,3.7,3,78.0,1.2,100,FALSE,b2b_sales_212@chennaienterprise.in
VND-1213,Mysuru Automotive Enterprise 213,Automotive Accessories,Mysuru KA,4.3,4,84.0,4.1,100,TRUE,b2b_sales_213@mysuruenterprise.in
VND-1214,Patna Footwear Enterprise 214,Footwear & Athletic Shoes,Patna BR,4.7,5,87.9,3.9,100,TRUE,b2b_sales_214@patnaenterprise.in
VND-1215,Nashik Knitwear Enterprise 215,Knitwear & Everyday Apparel,Nashik MH,3.7,15,86.4,2.7,50,TRUE,b2b_sales_215@nashikenterprise.in
VND-1216,Chandigarh Stationery Enterprise 216,Stationery & Corporate Gifting,Chandigarh UT,3.7,7,97.3,0.5,50,TRUE,b2b_sales_216@chandigarhenterprise.in
VND-1217,Dehradun Leather Enterprise 217,Leather Footwear & Travel Goods,Dehradun UK,4.9,4,97.9,1.3,100,TRUE,b2b_sales_217@dehradunenterprise.in
VND-1218,Gwalior Eco-Friendly Enterprise 218,Eco-Friendly Packaging,Gwalior MP,4.4,11,81.7,3.2,50,TRUE,b2b_sales_218@gwaliorenterprise.in
VND-1219,Ludhiana Ayurvedic Enterprise 219,Ayurvedic Beauty & Wellness,Ludhiana PB,4.4,3,91.1,3.7,25,TRUE,b2b_sales_219@ludhianaenterprise.in
VND-1220,Mysuru Pure Enterprise 220,Pure Silk & Traditional Sarees,Mysuru KA,4.4,10,81.5,1.2,500,TRUE,b2b_sales_220@mysuruenterprise.in
VND-1221,Varanasi Handloom Enterprise 221,Handloom Bed Linen & Curtains,Varanasi UP,4.5,10,86.8,4.1,25,TRUE,b2b_sales_221@varanasienterprise.in
VND-1222,Ludhiana Pure Enterprise 222,Pure Silk & Traditional Sarees,Ludhiana PB,3.8,8,85.8,2.5,100,TRUE,b2b_sales_222@ludhianaenterprise.in
VND-1223,Salem Jewelry Enterprise 223,Jewelry & Fashion Accessories,Salem TN,4.3,6,78.2,2.0,200,TRUE,b2b_sales_223@salementerprise.in
VND-1224,Coimbatore Brass Enterprise 224,Brass & Artisan Metalcraft,Coimbatore TN,3.6,12,86.0,0.9,200,FALSE,b2b_sales_224@coimbatoreenterprise.in
VND-1225,Ludhiana Consumer Enterprise 225,Consumer Electronics Accessories,Ludhiana PB,4.6,15,94.9,4.7,50,TRUE,b2b_sales_225@ludhianaenterprise.in
VND-1226,Chandigarh Kids Enterprise 226,Kids Wear & Wooden Toys,Chandigarh UT,4.2,9,86.4,4.4,500,TRUE,b2b_sales_226@chandigarhenterprise.in
VND-1227,Kolkata Pet Enterprise 227,Pet Care & Organic Treats,Kolkata WB,3.6,12,80.3,1.9,200,FALSE,b2b_sales_227@kolkataenterprise.in
VND-1228,Amritsar Handloom Enterprise 228,Handloom Bed Linen & Curtains,Amritsar PB,3.7,14,75.2,0.7,100,TRUE,b2b_sales_228@amritsarenterprise.in
VND-1229,Rajkot Footwear Enterprise 229,Footwear & Athletic Shoes,Rajkot GJ,4.3,11,76.1,0.4,100,TRUE,b2b_sales_229@rajkotenterprise.in
VND-1230,Jodhpur Knitwear Enterprise 230,Knitwear & Everyday Apparel,Jodhpur RJ,3.9,5,87.4,3.9,25,TRUE,b2b_sales_230@jodhpurenterprise.in
VND-1231,Rajkot Footwear Enterprise 231,Footwear & Athletic Shoes,Rajkot GJ,4.9,6,94.5,1.8,500,TRUE,b2b_sales_231@rajkotenterprise.in
VND-1232,Salem Fitness Enterprise 232,Fitness Gear & Yoga Accessories,Salem TN,3.7,15,87.3,0.4,200,TRUE,b2b_sales_232@salementerprise.in
VND-1233,Guwahati Fitness Enterprise 233,Fitness Gear & Yoga Accessories,Guwahati AS,3.7,5,78.6,4.5,200,TRUE,b2b_sales_233@guwahatienterprise.in
VND-1234,Madurai Handloom Enterprise 234,Handloom Bed Linen & Curtains,Madurai TN,4.3,10,83.2,4.2,25,TRUE,b2b_sales_234@maduraienterprise.in
VND-1235,Nagpur Jewelry Enterprise 235,Jewelry & Fashion Accessories,Nagpur MH,4.4,12,91.5,4.9,200,TRUE,b2b_sales_235@nagpurenterprise.in
VND-1236,Madurai Organic Enterprise 236,Organic Home & Kitchenware,Madurai TN,4.4,11,89.2,3.7,500,TRUE,b2b_sales_236@maduraienterprise.in
VND-1237,Delhi Footwear Enterprise 237,Footwear & Athletic Shoes,Delhi NCR,4.4,6,95.1,1.4,25,TRUE,b2b_sales_237@delhienterprise.in
VND-1238,Dehradun Pet Enterprise 238,Pet Care & Organic Treats,Dehradun UK,3.8,14,85.3,2.2,25,FALSE,b2b_sales_238@dehradunenterprise.in
VND-1239,Jalandhar Ayurvedic Enterprise 239,Ayurvedic Beauty & Wellness,Jalandhar PB,4.5,8,80.1,1.8,50,FALSE,b2b_sales_239@jalandharenterprise.in
VND-1240,Amritsar Pet Enterprise 240,Pet Care & Organic Treats,Amritsar PB,4.7,12,83.4,1.9,200,TRUE,b2b_sales_240@amritsarenterprise.in
VND-1241,Kolkata Eco-Friendly Enterprise 241,Eco-Friendly Packaging,Kolkata WB,4.9,15,81.8,1.6,100,TRUE,b2b_sales_241@kolkataenterprise.in
VND-1242,Bhubaneswar Eco-Friendly Enterprise 242,Eco-Friendly Packaging,Bhubaneswar OD,4.9,7,82.8,1.9,25,TRUE,b2b_sales_242@bhubaneswarenterprise.in
VND-1243,Jodhpur Automotive Enterprise 243,Automotive Accessories,Jodhpur RJ,4.0,7,96.9,2.1,25,TRUE,b2b_sales_243@jodhpurenterprise.in
VND-1244,Kanpur Handloom Enterprise 244,Handloom Bed Linen & Curtains,Kanpur UP,3.9,6,83.5,2.3,50,FALSE,b2b_sales_244@kanpurenterprise.in
VND-1245,Coimbatore Automotive Enterprise 245,Automotive Accessories,Coimbatore TN,3.7,6,97.9,3.5,25,TRUE,b2b_sales_245@coimbatoreenterprise.in
VND-1246,Chennai Fitness Enterprise 246,Fitness Gear & Yoga Accessories,Chennai TN,4.1,4,90.6,0.5,50,FALSE,b2b_sales_246@chennaienterprise.in
VND-1247,Gwalior Textiles Enterprise 247,Textiles & Handblock Prints,Gwalior MP,4.5,10,99.0,1.0,50,FALSE,b2b_sales_247@gwaliorenterprise.in
VND-1248,Dehradun Handloom Enterprise 248,Handloom Bed Linen & Curtains,Dehradun UK,4.7,11,82.0,0.5,25,TRUE,b2b_sales_248@dehradunenterprise.in
VND-1249,Bareilly Leather Enterprise 249,Leather Footwear & Travel Goods,Bareilly UP,4.9,15,96.6,1.0,200,FALSE,b2b_sales_249@bareillyenterprise.in
VND-1250,Panipat Leather Enterprise 250,Leather Footwear & Travel Goods,Panipat HR,4.4,8,96.5,0.2,100,TRUE,b2b_sales_250@panipatenterprise.in
