inventory_log_id,store_id,product_id,warehouse_id,offline_stock_qty,online_stock_qty,reserved_qty,shrinkage_rate_pct,last_sync_timestamp,sync_status
INV-80560,STR-501,PRD-5560,WH-103,141,263,6,2.08,2026-07-30 20:19:20,Discrepancy Warning
INV-80561,STR-502,PRD-5561,WH-102,63,263,16,0.43,2026-07-30 20:19:20,Synced
INV-80562,STR-503,PRD-5562,WH-101,103,66,17,4.19,2026-07-30 20:19:20,Discrepancy Warning
INV-80563,STR-504,PRD-5563,WH-104,39,333,2,0.59,2026-07-30 20:19:20,Synced
INV-80564,STR-505,PRD-5564,WH-103,113,258,9,3.42,2026-07-30 20:19:20,Discrepancy Warning
INV-80565,STR-501,PRD-5565,WH-101,89,178,16,3.24,2026-07-30 20:19:20,Discrepancy Warning
INV-80566,STR-502,PRD-5566,WH-101,26,150,13,1.14,2026-07-30 20:19:20,Synced
INV-80567,STR-503,PRD-5567,WH-103,33,51,18,0.49,2026-07-30 20:19:20,Synced
INV-80568,STR-504,PRD-5568,WH-104,104,385,15,0.64,2026-07-30 20:19:20,Synced
INV-80569,STR-505,PRD-5569,WH-103,5,137,13,1.49,2026-07-30 20:19:20,Synced
INV-80570,STR-501,PRD-5570,WH-104,49,154,14,4.06,2026-07-30 20:19:20,Discrepancy Warning
INV-80571,STR-502,PRD-5571,WH-101,48,215,13,3.85,2026-07-30 20:19:20,Discrepancy Warning
INV-80572,STR-503,PRD-5572,WH-101,5,114,2,3.53,2026-07-30 20:19:20,Discrepancy Warning
INV-80573,STR-504,PRD-5573,WH-103,69,299,12,2.45,2026-07-30 20:19:20,Discrepancy Warning
INV-80574,STR-505,PRD-5574,WH-103,110,249,1,0.4,2026-07-30 20:19:20,Synced
INV-80575,STR-501,PRD-5575,WH-102,46,201,17,1.1,2026-07-30 20:19:20,Synced
INV-80576,STR-502,PRD-5576,WH-102,29,158,6,2.72,2026-07-30 20:19:20,Discrepancy Warning
INV-80577,STR-503,PRD-5577,WH-101,130,374,17,1.05,2026-07-30 20:19:20,Synced
INV-80578,STR-504,PRD-5578,WH-101,89,192,16,2.26,2026-07-30 20:19:20,Discrepancy Warning
INV-80579,STR-505,PRD-5579,WH-104,148,77,2,1.24,2026-07-30 20:19:20,Synced
INV-80580,STR-501,PRD-5580,WH-102,42,202,6,0.66,2026-07-30 20:19:20,Synced
INV-80581,STR-502,PRD-5581,WH-104,89,365,15,1.13,2026-07-30 20:19:20,Synced
INV-80582,STR-503,PRD-5582,WH-102,53,198,2,0.72,2026-07-30 20:19:20,Synced
INV-80583,STR-504,PRD-5583,WH-104,55,142,8,2.33,2026-07-30 20:19:20,Discrepancy Warning
INV-80584,STR-505,PRD-5584,WH-103,148,370,16,2.1,2026-07-30 20:19:20,Discrepancy Warning
INV-80585,STR-501,PRD-5585,WH-104,27,339,8,0.34,2026-07-30 20:19:20,Synced
INV-80586,STR-502,PRD-5586,WH-102,13,284,10,2.09,2026-07-30 20:19:20,Discrepancy Warning
INV-80587,STR-503,PRD-5587,WH-102,136,374,7,3.34,2026-07-30 20:19:20,Discrepancy Warning
INV-80588,STR-504,PRD-5588,WH-103,79,280,17,3.18,2026-07-30 20:19:20,Discrepancy Warning
INV-80589,STR-505,PRD-5589,WH-104,94,375,2,3.54,2026-07-30 20:19:20,Discrepancy Warning
INV-80590,STR-501,PRD-5590,WH-103,118,226,15,2.15,2026-07-30 20:19:20,Discrepancy Warning
INV-80591,STR-502,PRD-5591,WH-104,73,161,3,3.59,2026-07-30 20:19:20,Discrepancy Warning
INV-80592,STR-503,PRD-5592,WH-102,142,282,19,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-80593,STR-504,PRD-5593,WH-104,16,143,15,1.47,2026-07-30 20:19:20,Synced
INV-80594,STR-505,PRD-5594,WH-101,38,168,17,3.72,2026-07-30 20:19:20,Discrepancy Warning
INV-80595,STR-501,PRD-5595,WH-103,78,186,5,0.57,2026-07-30 20:19:20,Synced
INV-80596,STR-502,PRD-5596,WH-103,58,177,15,3.05,2026-07-30 20:19:20,Discrepancy Warning
INV-80597,STR-503,PRD-5597,WH-101,66,49,19,0.38,2026-07-30 20:19:20,Synced
INV-80598,STR-504,PRD-5598,WH-102,45,16,14,1.68,2026-07-30 20:19:20,Synced
INV-80599,STR-505,PRD-5599,WH-103,78,398,8,0.75,2026-07-30 20:19:20,Synced
INV-80600,STR-501,PRD-5600,WH-103,55,348,9,3.72,2026-07-30 20:19:20,Discrepancy Warning
INV-80601,STR-502,PRD-5601,WH-103,61,140,11,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80602,STR-503,PRD-5602,WH-102,83,302,19,4.27,2026-07-30 20:19:20,Discrepancy Warning
INV-80603,STR-504,PRD-5603,WH-104,57,17,10,1.6,2026-07-30 20:19:20,Synced
INV-80604,STR-505,PRD-5604,WH-101,11,108,15,2.76,2026-07-30 20:19:20,Discrepancy Warning
INV-80605,STR-501,PRD-5605,WH-104,49,317,20,1.43,2026-07-30 20:19:20,Synced
INV-80606,STR-502,PRD-5606,WH-104,30,330,10,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-80607,STR-503,PRD-5607,WH-101,98,88,8,1.47,2026-07-30 20:19:20,Synced
INV-80608,STR-504,PRD-5608,WH-104,41,270,7,2.25,2026-07-30 20:19:20,Discrepancy Warning
INV-80609,STR-505,PRD-5609,WH-101,102,138,18,1.56,2026-07-30 20:19:20,Synced
INV-80610,STR-501,PRD-5610,WH-102,43,192,9,3.37,2026-07-30 20:19:20,Discrepancy Warning
INV-80611,STR-502,PRD-5611,WH-103,128,358,1,1.88,2026-07-30 20:19:20,Synced
INV-80612,STR-503,PRD-5612,WH-103,108,335,6,2.8,2026-07-30 20:19:20,Discrepancy Warning
INV-80613,STR-504,PRD-5613,WH-101,143,75,19,0.23,2026-07-30 20:19:20,Synced
INV-80614,STR-505,PRD-5614,WH-101,99,275,5,2.74,2026-07-30 20:19:20,Discrepancy Warning
INV-80615,STR-501,PRD-5615,WH-104,58,47,8,3.5,2026-07-30 20:19:20,Discrepancy Warning
INV-80616,STR-502,PRD-5616,WH-104,88,392,1,1.21,2026-07-30 20:19:20,Synced
INV-80617,STR-503,PRD-5617,WH-101,78,367,18,3.31,2026-07-30 20:19:20,Discrepancy Warning
INV-80618,STR-504,PRD-5618,WH-104,50,298,11,0.74,2026-07-30 20:19:20,Synced
INV-80619,STR-505,PRD-5619,WH-104,111,185,11,2.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80620,STR-501,PRD-5620,WH-101,121,119,15,1.68,2026-07-30 20:19:20,Synced
INV-80621,STR-502,PRD-5621,WH-104,113,344,0,3.12,2026-07-30 20:19:20,Discrepancy Warning
INV-80622,STR-503,PRD-5622,WH-102,12,141,10,1.9,2026-07-30 20:19:20,Synced
INV-80623,STR-504,PRD-5623,WH-104,94,109,7,0.58,2026-07-30 20:19:20,Synced
INV-80624,STR-505,PRD-5624,WH-101,43,312,5,2.52,2026-07-30 20:19:20,Discrepancy Warning
INV-80625,STR-501,PRD-5625,WH-102,40,31,17,0.64,2026-07-30 20:19:20,Synced
INV-80626,STR-502,PRD-5626,WH-101,68,55,11,4.26,2026-07-30 20:19:20,Discrepancy Warning
INV-80627,STR-503,PRD-5627,WH-104,88,62,17,2.5,2026-07-30 20:19:20,Discrepancy Warning
INV-80628,STR-504,PRD-5628,WH-101,76,199,2,0.79,2026-07-30 20:19:20,Synced
INV-80629,STR-505,PRD-5629,WH-101,36,368,8,0.58,2026-07-30 20:19:20,Synced
INV-80630,STR-501,PRD-5630,WH-104,11,266,10,1.79,2026-07-30 20:19:20,Synced
INV-80631,STR-502,PRD-5631,WH-103,8,249,19,3.32,2026-07-30 20:19:20,Discrepancy Warning
INV-80632,STR-503,PRD-5632,WH-103,129,121,15,2.89,2026-07-30 20:19:20,Discrepancy Warning
INV-80633,STR-504,PRD-5633,WH-101,45,136,2,0.4,2026-07-30 20:19:20,Synced
INV-80634,STR-505,PRD-5634,WH-101,64,384,19,3.11,2026-07-30 20:19:20,Discrepancy Warning
INV-80635,STR-501,PRD-5635,WH-104,67,394,13,2.94,2026-07-30 20:19:20,Discrepancy Warning
INV-80636,STR-502,PRD-5636,WH-101,12,152,20,1.18,2026-07-30 20:19:20,Synced
INV-80637,STR-503,PRD-5637,WH-103,24,206,13,2.3,2026-07-30 20:19:20,Discrepancy Warning
INV-80638,STR-504,PRD-5638,WH-103,59,228,7,2.94,2026-07-30 20:19:20,Discrepancy Warning
INV-80639,STR-505,PRD-5639,WH-102,42,123,15,4.15,2026-07-30 20:19:20,Discrepancy Warning
INV-80640,STR-501,PRD-5640,WH-103,115,229,5,1.86,2026-07-30 20:19:20,Synced
INV-80641,STR-502,PRD-5641,WH-104,13,195,2,2.8,2026-07-30 20:19:20,Discrepancy Warning
INV-80642,STR-503,PRD-5642,WH-102,76,252,12,3.0,2026-07-30 20:19:20,Discrepancy Warning
INV-80643,STR-504,PRD-5643,WH-102,58,283,11,0.29,2026-07-30 20:19:20,Synced
INV-80644,STR-505,PRD-5644,WH-104,77,86,16,0.26,2026-07-30 20:19:20,Synced
INV-80645,STR-501,PRD-5645,WH-103,56,69,12,2.77,2026-07-30 20:19:20,Discrepancy Warning
INV-80646,STR-502,PRD-5646,WH-104,51,171,18,3.25,2026-07-30 20:19:20,Discrepancy Warning
INV-80647,STR-503,PRD-5647,WH-102,65,294,2,4.41,2026-07-30 20:19:20,Discrepancy Warning
INV-80648,STR-504,PRD-5648,WH-104,136,35,16,4.34,2026-07-30 20:19:20,Discrepancy Warning
INV-80649,STR-505,PRD-5649,WH-103,85,374,15,3.34,2026-07-30 20:19:20,Discrepancy Warning
INV-80650,STR-501,PRD-5650,WH-101,59,52,1,2.25,2026-07-30 20:19:20,Discrepancy Warning
INV-80651,STR-502,PRD-5651,WH-103,39,14,6,2.36,2026-07-30 20:19:20,Discrepancy Warning
INV-80652,STR-503,PRD-5652,WH-103,29,253,6,4.48,2026-07-30 20:19:20,Discrepancy Warning
INV-80653,STR-504,PRD-5653,WH-104,147,79,0,3.91,2026-07-30 20:19:20,Discrepancy Warning
INV-80654,STR-505,PRD-5654,WH-104,144,387,0,2.89,2026-07-30 20:19:20,Discrepancy Warning
INV-80655,STR-501,PRD-5655,WH-104,143,353,7,1.19,2026-07-30 20:19:20,Synced
INV-80656,STR-502,PRD-5656,WH-104,133,238,11,3.32,2026-07-30 20:19:20,Discrepancy Warning
INV-80657,STR-503,PRD-5657,WH-104,41,133,11,0.64,2026-07-30 20:19:20,Synced
INV-80658,STR-504,PRD-5658,WH-103,103,243,9,1.93,2026-07-30 20:19:20,Synced
INV-80659,STR-505,PRD-5659,WH-103,139,319,13,0.29,2026-07-30 20:19:20,Synced
INV-80660,STR-501,PRD-5660,WH-104,10,207,6,4.36,2026-07-30 20:19:20,Discrepancy Warning
INV-80661,STR-502,PRD-5661,WH-102,104,24,9,3.68,2026-07-30 20:19:20,Discrepancy Warning
INV-80662,STR-503,PRD-5662,WH-101,35,22,4,0.57,2026-07-30 20:19:20,Synced
INV-80663,STR-504,PRD-5663,WH-104,84,276,9,2.84,2026-07-30 20:19:20,Discrepancy Warning
INV-80664,STR-505,PRD-5664,WH-104,98,326,9,2.95,2026-07-30 20:19:20,Discrepancy Warning
INV-80665,STR-501,PRD-5665,WH-101,86,59,5,2.89,2026-07-30 20:19:20,Discrepancy Warning
INV-80666,STR-502,PRD-5666,WH-101,62,135,10,3.36,2026-07-30 20:19:20,Discrepancy Warning
INV-80667,STR-503,PRD-5667,WH-103,21,51,9,3.82,2026-07-30 20:19:20,Discrepancy Warning
INV-80668,STR-504,PRD-5668,WH-103,88,13,7,1.04,2026-07-30 20:19:20,Synced
INV-80669,STR-505,PRD-5669,WH-103,137,90,9,1.41,2026-07-30 20:19:20,Synced
INV-80670,STR-501,PRD-5670,WH-103,105,165,0,0.26,2026-07-30 20:19:20,Synced
INV-80671,STR-502,PRD-5671,WH-103,35,287,10,3.33,2026-07-30 20:19:20,Discrepancy Warning
INV-80672,STR-503,PRD-5672,WH-104,21,170,14,0.26,2026-07-30 20:19:20,Synced
INV-80673,STR-504,PRD-5673,WH-101,35,121,3,2.87,2026-07-30 20:19:20,Discrepancy Warning
INV-80674,STR-505,PRD-5674,WH-102,18,285,4,2.21,2026-07-30 20:19:20,Discrepancy Warning
INV-80675,STR-501,PRD-5675,WH-104,38,84,6,3.34,2026-07-30 20:19:20,Discrepancy Warning
INV-80676,STR-502,PRD-5676,WH-102,35,387,7,3.28,2026-07-30 20:19:20,Discrepancy Warning
INV-80677,STR-503,PRD-5677,WH-104,55,104,9,4.3,2026-07-30 20:19:20,Discrepancy Warning
INV-80678,STR-504,PRD-5678,WH-104,86,260,11,3.38,2026-07-30 20:19:20,Discrepancy Warning
INV-80679,STR-505,PRD-5679,WH-102,12,166,16,0.4,2026-07-30 20:19:20,Synced
INV-80680,STR-501,PRD-5680,WH-101,76,72,20,4.33,2026-07-30 20:19:20,Discrepancy Warning
INV-80681,STR-502,PRD-5681,WH-103,108,365,15,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80682,STR-503,PRD-5682,WH-101,6,301,1,3.4,2026-07-30 20:19:20,Discrepancy Warning
INV-80683,STR-504,PRD-5683,WH-104,14,316,7,4.46,2026-07-30 20:19:20,Discrepancy Warning
INV-80684,STR-505,PRD-5684,WH-103,31,289,10,0.96,2026-07-30 20:19:20,Synced
INV-80685,STR-501,PRD-5685,WH-104,97,41,8,1.02,2026-07-30 20:19:20,Synced
INV-80686,STR-502,PRD-5686,WH-101,83,296,16,2.93,2026-07-30 20:19:20,Discrepancy Warning
INV-80687,STR-503,PRD-5687,WH-104,132,91,15,2.89,2026-07-30 20:19:20,Discrepancy Warning
INV-80688,STR-504,PRD-5688,WH-104,20,30,5,0.81,2026-07-30 20:19:20,Synced
INV-80689,STR-505,PRD-5689,WH-104,94,110,18,1.19,2026-07-30 20:19:20,Synced
INV-80690,STR-501,PRD-5690,WH-104,49,169,4,1.75,2026-07-30 20:19:20,Synced
INV-80691,STR-502,PRD-5691,WH-104,52,281,9,0.87,2026-07-30 20:19:20,Synced
INV-80692,STR-503,PRD-5692,WH-104,84,382,15,2.13,2026-07-30 20:19:20,Discrepancy Warning
INV-80693,STR-504,PRD-5693,WH-103,96,208,13,2.97,2026-07-30 20:19:20,Discrepancy Warning
INV-80694,STR-505,PRD-5694,WH-101,81,219,2,3.52,2026-07-30 20:19:20,Discrepancy Warning
INV-80695,STR-501,PRD-5695,WH-101,84,292,10,1.49,2026-07-30 20:19:20,Synced
INV-80696,STR-502,PRD-5696,WH-103,29,55,11,2.46,2026-07-30 20:19:20,Discrepancy Warning
INV-80697,STR-503,PRD-5697,WH-101,111,76,15,1.56,2026-07-30 20:19:20,Synced
INV-80698,STR-504,PRD-5698,WH-102,6,149,5,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80699,STR-505,PRD-5699,WH-103,144,151,11,0.84,2026-07-30 20:19:20,Synced
INV-80700,STR-501,PRD-5700,WH-103,127,214,15,2.97,2026-07-30 20:19:20,Discrepancy Warning
INV-80701,STR-502,PRD-5701,WH-104,56,354,4,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-80702,STR-503,PRD-5702,WH-104,26,328,18,2.26,2026-07-30 20:19:20,Discrepancy Warning
INV-80703,STR-504,PRD-5703,WH-101,64,176,8,3.9,2026-07-30 20:19:20,Discrepancy Warning
INV-80704,STR-505,PRD-5704,WH-104,40,249,6,0.68,2026-07-30 20:19:20,Synced
INV-80705,STR-501,PRD-5705,WH-103,146,289,0,3.57,2026-07-30 20:19:20,Discrepancy Warning
INV-80706,STR-502,PRD-5706,WH-103,14,44,17,1.65,2026-07-30 20:19:20,Synced
INV-80707,STR-503,PRD-5707,WH-103,47,303,15,2.72,2026-07-30 20:19:20,Discrepancy Warning
INV-80708,STR-504,PRD-5708,WH-103,91,198,1,4.46,2026-07-30 20:19:20,Discrepancy Warning
INV-80709,STR-505,PRD-5709,WH-104,94,287,16,1.25,2026-07-30 20:19:20,Synced
INV-80710,STR-501,PRD-5710,WH-104,104,118,0,2.61,2026-07-30 20:19:20,Discrepancy Warning
INV-80711,STR-502,PRD-5711,WH-103,29,30,20,2.22,2026-07-30 20:19:20,Discrepancy Warning
INV-80712,STR-503,PRD-5712,WH-101,70,106,3,1.38,2026-07-30 20:19:20,Synced
INV-80713,STR-504,PRD-5713,WH-103,82,197,11,0.36,2026-07-30 20:19:20,Synced
INV-80714,STR-505,PRD-5714,WH-104,23,83,11,2.18,2026-07-30 20:19:20,Discrepancy Warning
INV-80715,STR-501,PRD-5715,WH-102,141,297,20,1.63,2026-07-30 20:19:20,Synced
INV-80716,STR-502,PRD-5716,WH-104,31,368,5,0.39,2026-07-30 20:19:20,Synced
INV-80717,STR-503,PRD-5717,WH-104,113,107,12,2.18,2026-07-30 20:19:20,Discrepancy Warning
INV-80718,STR-504,PRD-5718,WH-101,67,356,14,2.81,2026-07-30 20:19:20,Discrepancy Warning
INV-80719,STR-505,PRD-5719,WH-104,58,142,14,1.02,2026-07-30 20:19:20,Synced
INV-80720,STR-501,PRD-5720,WH-104,76,102,18,1.72,2026-07-30 20:19:20,Synced
INV-80721,STR-502,PRD-5721,WH-104,116,394,17,3.12,2026-07-30 20:19:20,Discrepancy Warning
INV-80722,STR-503,PRD-5722,WH-104,108,202,19,2.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80723,STR-504,PRD-5723,WH-101,145,22,17,2.54,2026-07-30 20:19:20,Discrepancy Warning
INV-80724,STR-505,PRD-5724,WH-103,32,193,11,1.12,2026-07-30 20:19:20,Synced
INV-80725,STR-501,PRD-5725,WH-103,7,28,20,2.12,2026-07-30 20:19:20,Discrepancy Warning
INV-80726,STR-502,PRD-5726,WH-103,148,118,9,0.7,2026-07-30 20:19:20,Synced
INV-80727,STR-503,PRD-5727,WH-104,60,142,18,3.55,2026-07-30 20:19:20,Discrepancy Warning
INV-80728,STR-504,PRD-5728,WH-101,42,33,18,2.59,2026-07-30 20:19:20,Discrepancy Warning
INV-80729,STR-505,PRD-5729,WH-104,110,318,8,3.78,2026-07-30 20:19:20,Discrepancy Warning
INV-80730,STR-501,PRD-5730,WH-102,86,347,9,0.68,2026-07-30 20:19:20,Synced
INV-80731,STR-502,PRD-5731,WH-101,94,213,16,0.49,2026-07-30 20:19:20,Synced
INV-80732,STR-503,PRD-5732,WH-101,78,102,9,1.18,2026-07-30 20:19:20,Synced
INV-80733,STR-504,PRD-5733,WH-103,84,274,11,2.49,2026-07-30 20:19:20,Discrepancy Warning
INV-80734,STR-505,PRD-5734,WH-104,145,214,6,1.13,2026-07-30 20:19:20,Synced
INV-80735,STR-501,PRD-5735,WH-102,120,331,5,0.88,2026-07-30 20:19:20,Synced
INV-80736,STR-502,PRD-5736,WH-102,7,135,5,0.97,2026-07-30 20:19:20,Synced
INV-80737,STR-503,PRD-5737,WH-102,130,44,9,0.83,2026-07-30 20:19:20,Synced
INV-80738,STR-504,PRD-5738,WH-104,119,158,16,3.79,2026-07-30 20:19:20,Discrepancy Warning
INV-80739,STR-505,PRD-5739,WH-101,102,117,1,2.71,2026-07-30 20:19:20,Discrepancy Warning
INV-80740,STR-501,PRD-5740,WH-102,123,350,7,2.67,2026-07-30 20:19:20,Discrepancy Warning
INV-80741,STR-502,PRD-5741,WH-103,100,393,16,3.35,2026-07-30 20:19:20,Discrepancy Warning
INV-80742,STR-503,PRD-5742,WH-103,26,78,2,0.4,2026-07-30 20:19:20,Synced
INV-80743,STR-504,PRD-5743,WH-104,31,221,16,2.98,2026-07-30 20:19:20,Discrepancy Warning
INV-80744,STR-505,PRD-5744,WH-104,70,136,15,3.89,2026-07-30 20:19:20,Discrepancy Warning
INV-80745,STR-501,PRD-5745,WH-101,136,157,19,1.43,2026-07-30 20:19:20,Synced
INV-80746,STR-502,PRD-5746,WH-103,116,296,18,3.9,2026-07-30 20:19:20,Discrepancy Warning
INV-80747,STR-503,PRD-5747,WH-103,120,342,19,3.34,2026-07-30 20:19:20,Discrepancy Warning
INV-80748,STR-504,PRD-5748,WH-103,73,137,19,0.86,2026-07-30 20:19:20,Synced
INV-80749,STR-505,PRD-5749,WH-104,11,139,6,0.86,2026-07-30 20:19:20,Synced
INV-80750,STR-501,PRD-5750,WH-103,141,96,12,2.37,2026-07-30 20:19:20,Discrepancy Warning
INV-80751,STR-502,PRD-5751,WH-101,88,153,7,1.73,2026-07-30 20:19:20,Synced
INV-80752,STR-503,PRD-5752,WH-101,89,38,3,4.06,2026-07-30 20:19:20,Discrepancy Warning
INV-80753,STR-504,PRD-5753,WH-101,56,94,15,2.92,2026-07-30 20:19:20,Discrepancy Warning
INV-80754,STR-505,PRD-5754,WH-102,142,102,11,0.55,2026-07-30 20:19:20,Synced
INV-80755,STR-501,PRD-5755,WH-103,27,260,5,2.48,2026-07-30 20:19:20,Discrepancy Warning
INV-80756,STR-502,PRD-5756,WH-102,95,264,17,3.68,2026-07-30 20:19:20,Discrepancy Warning
INV-80757,STR-503,PRD-5757,WH-103,51,161,17,2.21,2026-07-30 20:19:20,Discrepancy Warning
INV-80758,STR-504,PRD-5758,WH-101,94,345,3,3.96,2026-07-30 20:19:20,Discrepancy Warning
INV-80759,STR-505,PRD-5759,WH-104,35,262,2,1.49,2026-07-30 20:19:20,Synced
INV-80760,STR-501,PRD-5760,WH-102,149,251,1,1.55,2026-07-30 20:19:20,Synced
INV-80761,STR-502,PRD-5761,WH-102,143,16,10,1.94,2026-07-30 20:19:20,Synced
INV-80762,STR-503,PRD-5762,WH-104,44,225,10,1.6,2026-07-30 20:19:20,Synced
INV-80763,STR-504,PRD-5763,WH-103,149,74,7,2.73,2026-07-30 20:19:20,Discrepancy Warning
INV-80764,STR-505,PRD-5764,WH-101,66,233,10,2.88,2026-07-30 20:19:20,Discrepancy Warning
INV-80765,STR-501,PRD-5765,WH-101,79,333,16,1.46,2026-07-30 20:19:20,Synced
INV-80766,STR-502,PRD-5766,WH-104,144,301,19,1.74,2026-07-30 20:19:20,Synced
INV-80767,STR-503,PRD-5767,WH-102,41,371,11,1.84,2026-07-30 20:19:20,Synced
INV-80768,STR-504,PRD-5768,WH-101,126,308,14,0.79,2026-07-30 20:19:20,Synced
INV-80769,STR-505,PRD-5769,WH-104,135,300,16,1.53,2026-07-30 20:19:20,Synced
INV-80770,STR-501,PRD-5770,WH-101,83,261,9,2.09,2026-07-30 20:19:20,Discrepancy Warning
INV-80771,STR-502,PRD-5771,WH-104,14,283,4,4.04,2026-07-30 20:19:20,Discrepancy Warning
INV-80772,STR-503,PRD-5772,WH-102,16,64,6,2.1,2026-07-30 20:19:20,Discrepancy Warning
INV-80773,STR-504,PRD-5773,WH-102,127,240,17,4.35,2026-07-30 20:19:20,Discrepancy Warning
INV-80774,STR-505,PRD-5774,WH-103,116,68,1,3.69,2026-07-30 20:19:20,Discrepancy Warning
INV-80775,STR-501,PRD-5775,WH-104,90,238,4,0.34,2026-07-30 20:19:20,Synced
INV-80776,STR-502,PRD-5776,WH-102,37,287,20,4.21,2026-07-30 20:19:20,Discrepancy Warning
INV-80777,STR-503,PRD-5777,WH-104,10,375,6,3.19,2026-07-30 20:19:20,Discrepancy Warning
INV-80778,STR-504,PRD-5778,WH-104,123,307,3,2.66,2026-07-30 20:19:20,Discrepancy Warning
INV-80779,STR-505,PRD-5779,WH-103,26,134,18,1.67,2026-07-30 20:19:20,Synced
INV-80780,STR-501,PRD-5780,WH-101,136,216,14,1.7,2026-07-30 20:19:20,Synced
INV-80781,STR-502,PRD-5781,WH-104,52,73,0,2.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80782,STR-503,PRD-5782,WH-104,12,192,13,0.59,2026-07-30 20:19:20,Synced
INV-80783,STR-504,PRD-5783,WH-101,124,309,3,4.01,2026-07-30 20:19:20,Discrepancy Warning
INV-80784,STR-505,PRD-5784,WH-104,53,167,15,3.56,2026-07-30 20:19:20,Discrepancy Warning
INV-80785,STR-501,PRD-5785,WH-104,38,136,18,3.3,2026-07-30 20:19:20,Discrepancy Warning
INV-80786,STR-502,PRD-5786,WH-103,53,360,17,2.83,2026-07-30 20:19:20,Discrepancy Warning
INV-80787,STR-503,PRD-5787,WH-101,89,65,20,4.44,2026-07-30 20:19:20,Discrepancy Warning
INV-80788,STR-504,PRD-5788,WH-103,59,163,15,2.95,2026-07-30 20:19:20,Discrepancy Warning
INV-80789,STR-505,PRD-5789,WH-104,110,92,17,3.45,2026-07-30 20:19:20,Discrepancy Warning
INV-80790,STR-501,PRD-5790,WH-104,28,169,3,2.6,2026-07-30 20:19:20,Discrepancy Warning
INV-80791,STR-502,PRD-5791,WH-104,44,348,13,3.12,2026-07-30 20:19:20,Discrepancy Warning
INV-80792,STR-503,PRD-5792,WH-104,27,233,17,3.17,2026-07-30 20:19:20,Discrepancy Warning
INV-80793,STR-504,PRD-5793,WH-104,77,111,1,0.3,2026-07-30 20:19:20,Synced
INV-80794,STR-505,PRD-5794,WH-103,72,78,7,1.14,2026-07-30 20:19:20,Synced
INV-80795,STR-501,PRD-5795,WH-102,101,235,11,1.27,2026-07-30 20:19:20,Synced
INV-80796,STR-502,PRD-5796,WH-104,32,185,7,1.95,2026-07-30 20:19:20,Synced
INV-80797,STR-503,PRD-5797,WH-102,16,258,14,1.07,2026-07-30 20:19:20,Synced
INV-80798,STR-504,PRD-5798,WH-103,52,93,2,2.04,2026-07-30 20:19:20,Discrepancy Warning
INV-80799,STR-505,PRD-5799,WH-103,39,240,14,2.64,2026-07-30 20:19:20,Discrepancy Warning
INV-80800,STR-501,PRD-5800,WH-103,103,126,10,1.38,2026-07-30 20:19:20,Synced
INV-80801,STR-502,PRD-5801,WH-104,107,144,0,1.3,2026-07-30 20:19:20,Synced
INV-80802,STR-503,PRD-5802,WH-103,54,77,6,3.22,2026-07-30 20:19:20,Discrepancy Warning
INV-80803,STR-504,PRD-5803,WH-102,70,360,11,2.16,2026-07-30 20:19:20,Discrepancy Warning
INV-80804,STR-505,PRD-5804,WH-103,39,13,4,3.08,2026-07-30 20:19:20,Discrepancy Warning
INV-80805,STR-501,PRD-5805,WH-104,32,161,8,3.11,2026-07-30 20:19:20,Discrepancy Warning
INV-80806,STR-502,PRD-5806,WH-101,98,47,19,3.43,2026-07-30 20:19:20,Discrepancy Warning
INV-80807,STR-503,PRD-5807,WH-101,64,379,13,4.36,2026-07-30 20:19:20,Discrepancy Warning
INV-80808,STR-504,PRD-5808,WH-103,70,340,4,4.07,2026-07-30 20:19:20,Discrepancy Warning
INV-80809,STR-505,PRD-5809,WH-104,75,262,1,0.39,2026-07-30 20:19:20,Synced
INV-80810,STR-501,PRD-5810,WH-103,111,347,5,4.45,2026-07-30 20:19:20,Discrepancy Warning
INV-80811,STR-502,PRD-5811,WH-103,65,323,5,3.14,2026-07-30 20:19:20,Discrepancy Warning
INV-80812,STR-503,PRD-5812,WH-104,134,261,20,3.03,2026-07-30 20:19:20,Discrepancy Warning
INV-80813,STR-504,PRD-5813,WH-102,36,98,14,0.78,2026-07-30 20:19:20,Synced
INV-80814,STR-505,PRD-5814,WH-102,62,211,3,1.57,2026-07-30 20:19:20,Synced
INV-80815,STR-501,PRD-5815,WH-104,61,347,19,2.17,2026-07-30 20:19:20,Discrepancy Warning
INV-80816,STR-502,PRD-5816,WH-104,147,233,3,3.63,2026-07-30 20:19:20,Discrepancy Warning
INV-80817,STR-503,PRD-5817,WH-101,10,326,3,2.49,2026-07-30 20:19:20,Discrepancy Warning
INV-80818,STR-504,PRD-5818,WH-103,106,54,5,2.47,2026-07-30 20:19:20,Discrepancy Warning
INV-80819,STR-505,PRD-5819,WH-103,88,192,2,0.86,2026-07-30 20:19:20,Synced
