order_id,store_id,order_date,channel,product_id,quantity,unit_price_inr,total_amount_inr,shipping_cost_inr,payment_method,order_status,escrow_txn_id
ORD-11918,STR-504,2026-02-15,Instagram DM,PRD-6531,1,999,999,120,UPI,Delivered,ESC-31918
ORD-11919,STR-505,2026-02-26,Myntra,PRD-6795,1,2499,2499,150,COD,Delivered,ESC-31919
ORD-11920,STR-501,2025-01-12,Instagram DM,PRD-6275,2,2499,4998,90,Credit Card,Delivered,ESC-31920
ORD-11921,STR-502,2026-05-18,Instagram DM,PRD-5416,4,499,1996,90,Credit Card,Delivered,ESC-31921
ORD-11922,STR-503,2025-07-19,Amazon IN,PRD-7362,3,699,2097,90,UPI,Delivered,ESC-31922
ORD-11923,STR-504,2025-02-23,POS Counter,PRD-6958,1,1499,1499,0,Cash,Delivered,ESC-31923
ORD-11924,STR-505,2026-06-19,Myntra,PRD-6429,4,699,2796,150,Net Banking,Delivered,ESC-31924
ORD-11925,STR-501,2025-04-19,Shopify Storefront,PRD-5743,4,3499,13996,90,UPI,Delivered,ESC-31925
ORD-11926,STR-502,2026-01-15,Shopify Storefront,PRD-6759,3,1499,4497,60,Credit Card,Delivered,ESC-31926
ORD-11927,STR-503,2025-03-06,Myntra,PRD-5336,1,3499,3499,90,Credit Card,In-Transit,ESC-31927
ORD-11928,STR-504,2025-07-06,Amazon IN,PRD-6463,4,2499,9996,90,UPI,Delivered,ESC-31928
ORD-11929,STR-505,2025-04-28,Amazon IN,PRD-6397,4,2499,9996,180,UPI,In-Transit,ESC-31929
ORD-11930,STR-501,2026-02-19,Myntra,PRD-5199,3,999,2997,60,Net Banking,Delivered,ESC-31930
ORD-11931,STR-502,2025-02-20,POS Counter,PRD-6730,1,2499,2499,0,Cash,Delivered,ESC-31931
ORD-11932,STR-503,2025-10-08,Shopify Storefront,PRD-7281,1,999,999,120,COD,In-Transit,ESC-31932
ORD-11933,STR-504,2025-09-20,Shopify Storefront,PRD-7261,2,999,1998,150,Net Banking,Delivered,ESC-31933
ORD-11934,STR-505,2026-02-18,Shopify Storefront,PRD-7420,3,2499,7497,60,COD,In-Transit,ESC-31934
ORD-11935,STR-501,2026-02-12,Flipkart,PRD-7434,2,3499,6998,180,Net Banking,Delivered,ESC-31935
ORD-11936,STR-502,2025-09-22,POS Counter,PRD-7492,3,499,1497,0,Cash,Delivered,ESC-31936
ORD-11937,STR-503,2025-01-17,Amazon IN,PRD-6471,4,3499,13996,150,COD,Delivered,ESC-31937
ORD-11938,STR-504,2025-10-22,Flipkart,PRD-6664,4,2499,9996,60,Net Banking,Delivered,ESC-31938
ORD-11939,STR-505,2025-10-20,Flipkart,PRD-5570,4,499,1996,150,Net Banking,Delivered,ESC-31939
ORD-11940,STR-501,2025-11-24,Myntra,PRD-5059,2,3499,6998,150,Credit Card,Delivered,ESC-31940
ORD-11941,STR-502,2025-03-28,Shopify Storefront,PRD-6599,4,699,2796,180,COD,Delivered,ESC-31941
ORD-11942,STR-503,2026-06-19,POS Counter,PRD-6107,4,2499,9996,0,Cash,Delivered,ESC-31942
ORD-11943,STR-504,2026-02-27,Flipkart,PRD-5189,1,1499,1499,120,COD,Delivered,ESC-31943
ORD-11944,STR-505,2025-10-30,Shopify Storefront,PRD-5648,1,999,999,150,Credit Card,Delivered,ESC-31944
ORD-11945,STR-501,2025-06-01,Amazon IN,PRD-5735,2,999,1998,90,Net Banking,In-Transit,ESC-31945
ORD-11946,STR-502,2026-06-18,Amazon IN,PRD-7141,3,2499,7497,150,UPI,Delivered,ESC-31946
ORD-11947,STR-503,2025-02-27,Amazon IN,PRD-5616,1,3499,3499,120,Credit Card,Delivered,ESC-31947
ORD-11948,STR-504,2025-05-02,Myntra,PRD-6115,3,1499,4497,60,Net Banking,Delivered,ESC-31948
ORD-11949,STR-505,2025-06-02,POS Counter,PRD-5613,2,3499,6998,0,Cash,Delivered,ESC-31949
ORD-11950,STR-501,2025-05-07,Shopify Storefront,PRD-7477,1,699,699,180,Net Banking,Returned,ESC-31950
ORD-11951,STR-502,2025-03-18,Amazon IN,PRD-5127,4,2499,9996,90,Net Banking,Delivered,ESC-31951
ORD-11952,STR-503,2026-05-09,Myntra,PRD-7229,2,3499,6998,120,UPI,Delivered,ESC-31952
ORD-11953,STR-504,2026-03-14,Myntra,PRD-5604,2,499,998,90,COD,Delivered,ESC-31953
ORD-11954,STR-505,2025-04-22,Instagram DM,PRD-5064,1,3499,3499,180,COD,Delivered,ESC-31954
ORD-11955,STR-501,2026-02-23,Amazon IN,PRD-6898,4,699,2796,120,Net Banking,Delivered,ESC-31955
ORD-11956,STR-502,2025-12-22,POS Counter,PRD-6709,2,3499,6998,0,Cash,Delivered,ESC-31956
ORD-11957,STR-503,2026-06-20,Myntra,PRD-5589,2,3499,6998,150,Credit Card,Delivered,ESC-31957
ORD-11958,STR-504,2025-05-12,Instagram DM,PRD-6319,2,999,1998,60,UPI,In-Transit,ESC-31958
ORD-11959,STR-505,2025-02-17,POS Counter,PRD-6032,3,999,2997,0,Cash,Delivered,ESC-31959
ORD-11960,STR-501,2026-06-24,POS Counter,PRD-7093,4,699,2796,0,Cash,Delivered,ESC-31960
ORD-11961,STR-502,2025-09-26,Flipkart,PRD-6625,4,1499,5996,150,COD,Delivered,ESC-31961
ORD-11962,STR-503,2026-05-23,Amazon IN,PRD-6315,4,499,1996,90,UPI,Delivered,ESC-31962
ORD-11963,STR-504,2025-03-15,Instagram DM,PRD-5882,4,2499,9996,120,Credit Card,Delivered,ESC-31963
ORD-11964,STR-505,2025-05-12,Shopify Storefront,PRD-5142,4,999,3996,60,Net Banking,Delivered,ESC-31964
ORD-11965,STR-501,2025-01-04,Instagram DM,PRD-5499,1,1499,1499,60,Net Banking,Returned,ESC-31965
ORD-11966,STR-502,2026-01-27,Amazon IN,PRD-6444,4,999,3996,120,Credit Card,Delivered,ESC-31966
ORD-11967,STR-503,2025-05-06,Instagram DM,PRD-6485,2,699,1398,90,Net Banking,Delivered,ESC-31967
ORD-11968,STR-504,2026-03-19,Myntra,PRD-6915,1,499,499,60,UPI,Delivered,ESC-31968
ORD-11969,STR-505,2025-10-29,Amazon IN,PRD-7457,4,999,3996,180,Net Banking,Delivered,ESC-31969
ORD-11970,STR-501,2026-06-21,Myntra,PRD-5379,4,2499,9996,150,UPI,Returned,ESC-31970
ORD-11971,STR-502,2025-06-07,Flipkart,PRD-7487,3,699,2097,150,COD,Cancelled,ESC-31971
ORD-11972,STR-503,2025-10-23,Myntra,PRD-5185,2,699,1398,60,Credit Card,Delivered,ESC-31972
ORD-11973,STR-504,2025-11-26,Amazon IN,PRD-7281,1,1499,1499,60,Net Banking,Delivered,ESC-31973
ORD-11974,STR-505,2026-06-22,POS Counter,PRD-6624,4,999,3996,0,Cash,Delivered,ESC-31974
ORD-11975,STR-501,2026-05-24,Amazon IN,PRD-5027,4,499,1996,90,COD,Delivered,ESC-31975
ORD-11976,STR-502,2025-01-13,Shopify Storefront,PRD-6841,4,3499,13996,90,Credit Card,In-Transit,ESC-31976
ORD-11977,STR-503,2025-05-11,Shopify Storefront,PRD-7380,2,2499,4998,150,Credit Card,Delivered,ESC-31977
ORD-11978,STR-504,2025-05-17,Flipkart,PRD-6071,2,2499,4998,90,Credit Card,In-Transit,ESC-31978
ORD-11979,STR-505,2026-03-18,Myntra,PRD-5681,1,1499,1499,150,COD,Delivered,ESC-31979
ORD-11980,STR-501,2025-12-27,POS Counter,PRD-5388,2,699,1398,0,Cash,Delivered,ESC-31980
ORD-11981,STR-502,2025-09-28,POS Counter,PRD-6393,3,2499,7497,0,Cash,In-Transit,ESC-31981
ORD-11982,STR-503,2025-04-04,Shopify Storefront,PRD-7134,3,1499,4497,120,UPI,Delivered,ESC-31982
ORD-11983,STR-504,2025-05-02,Shopify Storefront,PRD-6593,2,1499,2998,180,UPI,Delivered,ESC-31983
ORD-11984,STR-505,2025-08-19,Flipkart,PRD-6034,1,499,499,150,Net Banking,Delivered,ESC-31984
ORD-11985,STR-501,2026-01-17,Myntra,PRD-6057,2,499,998,180,Credit Card,Delivered,ESC-31985
ORD-11986,STR-502,2025-08-02,Flipkart,PRD-5793,4,999,3996,180,COD,Delivered,ESC-31986
ORD-11987,STR-503,2026-03-14,Myntra,PRD-7017,4,1499,5996,120,Credit Card,Delivered,ESC-31987
ORD-11988,STR-504,2025-08-02,Amazon IN,PRD-5366,4,999,3996,180,UPI,Delivered,ESC-31988
ORD-11989,STR-505,2025-01-25,Myntra,PRD-7230,3,699,2097,150,COD,In-Transit,ESC-31989
ORD-11990,STR-501,2025-01-14,Instagram DM,PRD-7008,4,499,1996,120,UPI,Delivered,ESC-31990
ORD-11991,STR-502,2025-08-18,Myntra,PRD-5436,3,999,2997,180,UPI,Delivered,ESC-31991
ORD-11992,STR-503,2026-02-27,Amazon IN,PRD-7046,2,499,998,120,UPI,Delivered,ESC-31992
ORD-11993,STR-504,2026-01-29,Amazon IN,PRD-6886,1,999,999,180,UPI,Delivered,ESC-31993
ORD-11994,STR-505,2025-01-28,Flipkart,PRD-6861,4,1499,5996,90,COD,Delivered,ESC-31994
ORD-11995,STR-501,2026-02-08,Shopify Storefront,PRD-5185,2,699,1398,150,Credit Card,Delivered,ESC-31995
ORD-11996,STR-502,2025-02-28,Amazon IN,PRD-7085,4,2499,9996,180,COD,Cancelled,ESC-31996
ORD-11997,STR-503,2026-04-26,Shopify Storefront,PRD-6492,3,3499,10497,150,Credit Card,Delivered,ESC-31997
ORD-11998,STR-504,2025-01-08,Shopify Storefront,PRD-5474,3,999,2997,180,UPI,In-Transit,ESC-31998
ORD-11999,STR-505,2025-07-07,Instagram DM,PRD-6695,1,2499,2499,150,Net Banking,Delivered,ESC-31999
ORD-12000,STR-501,2025-02-05,Myntra,PRD-6406,4,699,2796,120,COD,Cancelled,ESC-32000
ORD-12001,STR-502,2025-07-19,Flipkart,PRD-6122,3,1499,4497,60,Credit Card,Delivered,ESC-32001
ORD-12002,STR-503,2026-02-10,Flipkart,PRD-6738,3,2499,7497,150,Net Banking,Delivered,ESC-32002
ORD-12003,STR-504,2026-01-30,Myntra,PRD-6063,3,1499,4497,60,Net Banking,Delivered,ESC-32003
ORD-12004,STR-505,2026-03-30,Amazon IN,PRD-6310,1,3499,3499,90,Net Banking,Delivered,ESC-32004
ORD-12005,STR-501,2026-03-30,Flipkart,PRD-5695,1,2499,2499,120,COD,Delivered,ESC-32005
ORD-12006,STR-502,2025-09-22,Amazon IN,PRD-5111,2,1499,2998,120,Net Banking,Delivered,ESC-32006
ORD-12007,STR-503,2026-06-22,Shopify Storefront,PRD-6535,2,2499,4998,90,Credit Card,Delivered,ESC-32007
ORD-12008,STR-504,2025-07-13,POS Counter,PRD-7487,1,699,699,0,Cash,Delivered,ESC-32008
ORD-12009,STR-505,2026-01-24,Amazon IN,PRD-7150,1,3499,3499,120,UPI,Delivered,ESC-32009
ORD-12010,STR-501,2025-02-26,Amazon IN,PRD-5358,3,499,1497,150,Credit Card,Delivered,ESC-32010
ORD-12011,STR-502,2025-11-18,Shopify Storefront,PRD-5188,2,1499,2998,120,Credit Card,In-Transit,ESC-32011
ORD-12012,STR-503,2025-07-26,Amazon IN,PRD-6617,4,999,3996,150,Net Banking,Delivered,ESC-32012
ORD-12013,STR-504,2025-02-08,POS Counter,PRD-5895,2,1499,2998,0,Cash,Delivered,ESC-32013
ORD-12014,STR-505,2026-05-01,Amazon IN,PRD-5457,3,2499,7497,90,UPI,Delivered,ESC-32014
ORD-12015,STR-501,2025-02-24,Shopify Storefront,PRD-5087,2,3499,6998,150,COD,Delivered,ESC-32015
ORD-12016,STR-502,2025-12-02,Shopify Storefront,PRD-6605,3,2499,7497,120,COD,Delivered,ESC-32016
ORD-12017,STR-503,2026-06-15,POS Counter,PRD-5967,1,1499,1499,0,Cash,Delivered,ESC-32017
ORD-12018,STR-504,2025-09-15,POS Counter,PRD-6317,4,3499,13996,0,Cash,Delivered,ESC-32018
ORD-12019,STR-505,2026-04-30,Myntra,PRD-7417,2,999,1998,60,Net Banking,Delivered,ESC-32019
ORD-12020,STR-501,2025-02-02,POS Counter,PRD-6915,1,3499,3499,0,Cash,Delivered,ESC-32020
ORD-12021,STR-502,2026-06-25,Flipkart,PRD-6369,4,1499,5996,60,COD,Delivered,ESC-32021
ORD-12022,STR-503,2025-07-06,POS Counter,PRD-6635,1,699,699,0,Cash,Delivered,ESC-32022
ORD-12023,STR-504,2025-05-11,POS Counter,PRD-7016,4,999,3996,0,Cash,Delivered,ESC-32023
ORD-12024,STR-505,2026-06-18,Amazon IN,PRD-5420,2,699,1398,150,COD,Returned,ESC-32024
ORD-12025,STR-501,2026-06-02,Shopify Storefront,PRD-7005,1,499,499,150,Net Banking,Delivered,ESC-32025
ORD-12026,STR-502,2025-10-01,Shopify Storefront,PRD-7032,1,1499,1499,180,Credit Card,Delivered,ESC-32026
ORD-12027,STR-503,2025-10-03,Myntra,PRD-5804,1,699,699,120,Net Banking,Delivered,ESC-32027
ORD-12028,STR-504,2025-10-19,Instagram DM,PRD-5030,3,999,2997,180,Credit Card,Delivered,ESC-32028
ORD-12029,STR-505,2025-01-11,POS Counter,PRD-5483,4,2499,9996,0,Cash,In-Transit,ESC-32029
ORD-12030,STR-501,2026-06-03,POS Counter,PRD-6598,3,699,2097,0,Cash,Delivered,ESC-32030
ORD-12031,STR-502,2025-03-26,Flipkart,PRD-7018,3,3499,10497,180,Net Banking,Returned,ESC-32031
ORD-12032,STR-503,2025-11-20,Instagram DM,PRD-7407,2,499,998,90,Credit Card,Cancelled,ESC-32032
ORD-12033,STR-504,2026-03-23,Shopify Storefront,PRD-6402,2,1499,2998,180,UPI,Delivered,ESC-32033
ORD-12034,STR-505,2025-07-31,Instagram DM,PRD-5155,2,2499,4998,180,COD,Delivered,ESC-32034
ORD-12035,STR-501,2025-06-19,POS Counter,PRD-6468,4,999,3996,0,Cash,Delivered,ESC-32035
ORD-12036,STR-502,2025-01-04,POS Counter,PRD-5121,4,2499,9996,0,Cash,Delivered,ESC-32036
ORD-12037,STR-503,2025-05-01,Amazon IN,PRD-6128,1,699,699,150,Credit Card,Returned,ESC-32037
ORD-12038,STR-504,2026-01-01,POS Counter,PRD-5383,3,499,1497,0,Cash,Delivered,ESC-32038
ORD-12039,STR-505,2025-05-12,POS Counter,PRD-5322,2,3499,6998,0,Cash,Delivered,ESC-32039
ORD-12040,STR-501,2026-01-29,Myntra,PRD-5518,1,999,999,180,UPI,Delivered,ESC-32040
ORD-12041,STR-502,2025-09-01,Shopify Storefront,PRD-6420,3,2499,7497,120,COD,Delivered,ESC-32041
ORD-12042,STR-503,2026-05-13,Myntra,PRD-6832,2,2499,4998,180,Credit Card,Delivered,ESC-32042
ORD-12043,STR-504,2025-08-31,Myntra,PRD-5430,3,499,1497,180,Credit Card,Delivered,ESC-32043
ORD-12044,STR-505,2025-05-22,Flipkart,PRD-6125,2,2499,4998,120,UPI,Delivered,ESC-32044
ORD-12045,STR-501,2026-01-09,Instagram DM,PRD-6913,4,2499,9996,180,UPI,Delivered,ESC-32045
ORD-12046,STR-502,2025-02-12,POS Counter,PRD-5220,1,2499,2499,0,Cash,Delivered,ESC-32046
ORD-12047,STR-503,2025-12-03,Amazon IN,PRD-6073,4,1499,5996,60,Net Banking,Delivered,ESC-32047
ORD-12048,STR-504,2025-10-16,Myntra,PRD-5472,3,3499,10497,60,Credit Card,Delivered,ESC-32048
ORD-12049,STR-505,2025-10-25,Shopify Storefront,PRD-5973,3,499,1497,150,COD,Delivered,ESC-32049
ORD-12050,STR-501,2025-12-27,Myntra,PRD-5862,3,999,2997,180,UPI,In-Transit,ESC-32050
ORD-12051,STR-502,2026-03-26,Amazon IN,PRD-6229,4,1499,5996,150,COD,Delivered,ESC-32051
ORD-12052,STR-503,2025-10-18,Instagram DM,PRD-5482,2,699,1398,180,COD,Delivered,ESC-32052
ORD-12053,STR-504,2025-09-12,Flipkart,PRD-7442,4,2499,9996,60,UPI,Delivered,ESC-32053
ORD-12054,STR-505,2026-01-08,Myntra,PRD-6165,3,2499,7497,150,COD,In-Transit,ESC-32054
ORD-12055,STR-501,2025-05-16,POS Counter,PRD-7309,3,1499,4497,0,Cash,Delivered,ESC-32055
ORD-12056,STR-502,2026-05-16,Shopify Storefront,PRD-5631,3,999,2997,180,Credit Card,Delivered,ESC-32056
ORD-12057,STR-503,2026-04-07,Flipkart,PRD-6830,3,2499,7497,60,COD,Delivered,ESC-32057
ORD-12058,STR-504,2026-05-18,POS Counter,PRD-6978,4,999,3996,0,Cash,Delivered,ESC-32058
ORD-12059,STR-505,2025-03-06,Amazon IN,PRD-6507,1,3499,3499,90,Net Banking,Delivered,ESC-32059
ORD-12060,STR-501,2025-12-14,Amazon IN,PRD-6494,3,2499,7497,90,Net Banking,Delivered,ESC-32060
ORD-12061,STR-502,2026-03-22,POS Counter,PRD-5504,4,2499,9996,0,Cash,Returned,ESC-32061
ORD-12062,STR-503,2025-08-08,POS Counter,PRD-6528,4,3499,13996,0,Cash,Cancelled,ESC-32062
ORD-12063,STR-504,2026-03-01,Flipkart,PRD-7085,1,2499,2499,180,Net Banking,Delivered,ESC-32063
ORD-12064,STR-505,2025-04-04,Shopify Storefront,PRD-7060,4,3499,13996,60,Net Banking,Delivered,ESC-32064
ORD-12065,STR-501,2026-01-15,Amazon IN,PRD-6932,3,699,2097,60,COD,Delivered,ESC-32065
ORD-12066,STR-502,2026-01-28,Shopify Storefront,PRD-5994,1,3499,3499,150,UPI,Delivered,ESC-32066
ORD-12067,STR-503,2025-04-01,Shopify Storefront,PRD-6510,3,2499,7497,90,UPI,Delivered,ESC-32067
ORD-12068,STR-504,2025-06-27,Shopify Storefront,PRD-5663,4,999,3996,60,UPI,Delivered,ESC-32068
ORD-12069,STR-505,2025-08-11,Myntra,PRD-6776,2,1499,2998,180,UPI,Delivered,ESC-32069
ORD-12070,STR-501,2026-04-04,Myntra,PRD-5695,1,2499,2499,180,Credit Card,Delivered,ESC-32070
ORD-12071,STR-502,2026-06-17,Shopify Storefront,PRD-6689,4,1499,5996,150,Credit Card,Delivered,ESC-32071
ORD-12072,STR-503,2025-01-09,Myntra,PRD-5953,3,2499,7497,60,Credit Card,Delivered,ESC-32072
ORD-12073,STR-504,2025-10-27,Flipkart,PRD-6140,2,3499,6998,150,Net Banking,Delivered,ESC-32073
ORD-12074,STR-505,2026-04-20,Instagram DM,PRD-7289,2,3499,6998,90,COD,Delivered,ESC-32074
ORD-12075,STR-501,2025-09-03,Flipkart,PRD-7433,3,2499,7497,60,COD,Delivered,ESC-32075
ORD-12076,STR-502,2025-06-22,Amazon IN,PRD-6590,4,3499,13996,60,Net Banking,Returned,ESC-32076
ORD-12077,STR-503,2025-08-11,Myntra,PRD-6372,2,499,998,120,Net Banking,Delivered,ESC-32077
ORD-12078,STR-504,2025-05-28,POS Counter,PRD-6144,1,699,699,0,Cash,Delivered,ESC-32078
ORD-12079,STR-505,2025-01-12,Myntra,PRD-7316,4,999,3996,180,COD,Delivered,ESC-32079
ORD-12080,STR-501,2025-07-06,POS Counter,PRD-7362,2,699,1398,0,Cash,Delivered,ESC-32080
ORD-12081,STR-502,2025-05-20,Amazon IN,PRD-6572,4,699,2796,90,UPI,Delivered,ESC-32081
ORD-12082,STR-503,2026-05-13,Instagram DM,PRD-7286,3,499,1497,150,UPI,Delivered,ESC-32082
ORD-12083,STR-504,2025-11-05,Instagram DM,PRD-7134,3,1499,4497,180,Credit Card,Delivered,ESC-32083
ORD-12084,STR-505,2025-12-02,Myntra,PRD-6578,3,3499,10497,150,COD,Delivered,ESC-32084
ORD-12085,STR-501,2026-05-30,Flipkart,PRD-7301,1,499,499,120,Net Banking,Delivered,ESC-32085
ORD-12086,STR-502,2026-05-06,Instagram DM,PRD-6739,3,3499,10497,120,Net Banking,Delivered,ESC-32086
ORD-12087,STR-503,2025-06-19,Flipkart,PRD-5150,3,1499,4497,60,Net Banking,Cancelled,ESC-32087
ORD-12088,STR-504,2025-09-17,POS Counter,PRD-5174,1,999,999,0,Cash,Delivered,ESC-32088
ORD-12089,STR-505,2026-06-07,Flipkart,PRD-6815,3,1499,4497,60,Net Banking,Delivered,ESC-32089
ORD-12090,STR-501,2025-03-26,Instagram DM,PRD-7353,1,2499,2499,180,Net Banking,Delivered,ESC-32090
ORD-12091,STR-502,2026-02-23,Amazon IN,PRD-5415,2,699,1398,120,Net Banking,Delivered,ESC-32091
ORD-12092,STR-503,2025-07-12,POS Counter,PRD-5762,4,1499,5996,0,Cash,Delivered,ESC-32092
ORD-12093,STR-504,2025-07-29,POS Counter,PRD-7007,1,999,999,0,Cash,Delivered,ESC-32093
ORD-12094,STR-505,2025-07-29,Myntra,PRD-5393,1,1499,1499,60,UPI,Delivered,ESC-32094
ORD-12095,STR-501,2025-02-09,Amazon IN,PRD-5619,2,2499,4998,60,Net Banking,Delivered,ESC-32095
ORD-12096,STR-502,2026-02-21,Amazon IN,PRD-7452,1,999,999,90,COD,Delivered,ESC-32096
ORD-12097,STR-503,2026-03-16,Shopify Storefront,PRD-5464,3,699,2097,120,Credit Card,Delivered,ESC-32097
ORD-12098,STR-504,2026-05-06,Instagram DM,PRD-6501,1,699,699,60,COD,Delivered,ESC-32098
ORD-12099,STR-505,2025-04-22,Flipkart,PRD-7252,4,999,3996,120,Credit Card,In-Transit,ESC-32099
ORD-12100,STR-501,2025-09-02,POS Counter,PRD-5180,3,699,2097,0,Cash,Delivered,ESC-32100
ORD-12101,STR-502,2025-05-10,Flipkart,PRD-6156,2,499,998,90,COD,Delivered,ESC-32101
ORD-12102,STR-503,2025-02-14,POS Counter,PRD-5908,2,1499,2998,0,Cash,Delivered,ESC-32102
ORD-12103,STR-504,2026-02-28,Amazon IN,PRD-6392,1,1499,1499,90,Net Banking,Delivered,ESC-32103
ORD-12104,STR-505,2025-06-03,Flipkart,PRD-6872,2,499,998,90,COD,Delivered,ESC-32104
ORD-12105,STR-501,2025-05-28,Flipkart,PRD-6287,1,499,499,60,Net Banking,Returned,ESC-32105
ORD-12106,STR-502,2026-03-13,Myntra,PRD-5012,3,1499,4497,60,UPI,Cancelled,ESC-32106
ORD-12107,STR-503,2026-04-10,Instagram DM,PRD-7453,2,699,1398,90,Net Banking,Delivered,ESC-32107
ORD-12108,STR-504,2025-08-24,Instagram DM,PRD-5948,1,3499,3499,120,Net Banking,Delivered,ESC-32108
ORD-12109,STR-505,2026-03-05,Amazon IN,PRD-6938,1,1499,1499,180,Net Banking,Delivered,ESC-32109
ORD-12110,STR-501,2025-08-21,Shopify Storefront,PRD-5606,3,699,2097,150,Net Banking,Delivered,ESC-32110
ORD-12111,STR-502,2025-04-24,Myntra,PRD-5101,2,3499,6998,60,Net Banking,Delivered,ESC-32111
ORD-12112,STR-503,2025-11-09,Myntra,PRD-7067,1,999,999,60,UPI,Delivered,ESC-32112
ORD-12113,STR-504,2026-02-05,Amazon IN,PRD-6016,2,1499,2998,90,Credit Card,Delivered,ESC-32113
ORD-12114,STR-505,2025-11-06,POS Counter,PRD-6907,1,499,499,0,Cash,Delivered,ESC-32114
ORD-12115,STR-501,2025-10-16,Shopify Storefront,PRD-6662,3,699,2097,150,COD,Delivered,ESC-32115
ORD-12116,STR-502,2026-04-19,Shopify Storefront,PRD-6105,4,499,1996,60,Credit Card,Delivered,ESC-32116
ORD-12117,STR-503,2025-08-18,POS Counter,PRD-7316,4,499,1996,0,Cash,Delivered,ESC-32117
ORD-12118,STR-504,2026-01-19,Flipkart,PRD-7168,1,1499,1499,150,COD,Delivered,ESC-32118
ORD-12119,STR-505,2025-04-07,Flipkart,PRD-5970,2,499,998,60,UPI,Delivered,ESC-32119
ORD-12120,STR-501,2025-03-27,Flipkart,PRD-7485,2,699,1398,60,COD,Delivered,ESC-32120
ORD-12121,STR-502,2026-05-27,Shopify Storefront,PRD-7127,3,3499,10497,120,UPI,Delivered,ESC-32121
ORD-12122,STR-503,2025-06-02,Instagram DM,PRD-6369,2,999,1998,150,UPI,Delivered,ESC-32122
ORD-12123,STR-504,2025-01-07,Myntra,PRD-6069,4,699,2796,60,COD,Delivered,ESC-32123
ORD-12124,STR-505,2025-05-31,Instagram DM,PRD-5747,4,499,1996,180,Credit Card,Delivered,ESC-32124
ORD-12125,STR-501,2025-03-08,Shopify Storefront,PRD-7299,4,2499,9996,60,UPI,Delivered,ESC-32125
ORD-12126,STR-502,2025-01-04,Myntra,PRD-5279,3,2499,7497,60,UPI,Delivered,ESC-32126
ORD-12127,STR-503,2025-07-21,POS Counter,PRD-7047,4,3499,13996,0,Cash,Delivered,ESC-32127
ORD-12128,STR-504,2025-01-25,Amazon IN,PRD-7146,4,1499,5996,150,COD,Delivered,ESC-32128
ORD-12129,STR-505,2026-04-21,POS Counter,PRD-6580,2,499,998,0,Cash,Delivered,ESC-32129
ORD-12130,STR-501,2025-12-10,Flipkart,PRD-7458,4,999,3996,150,UPI,Cancelled,ESC-32130
ORD-12131,STR-502,2026-01-06,Flipkart,PRD-7306,1,2499,2499,90,Credit Card,Delivered,ESC-32131
ORD-12132,STR-503,2026-01-13,Flipkart,PRD-5984,4,999,3996,180,Credit Card,Delivered,ESC-32132
ORD-12133,STR-504,2026-01-01,Shopify Storefront,PRD-6739,4,3499,13996,120,COD,Delivered,ESC-32133
ORD-12134,STR-505,2025-05-04,Myntra,PRD-5536,1,1499,1499,150,Net Banking,Delivered,ESC-32134
ORD-12135,STR-501,2026-04-07,Myntra,PRD-5978,3,2499,7497,180,Net Banking,Delivered,ESC-32135
ORD-12136,STR-502,2025-08-29,Amazon IN,PRD-6584,4,499,1996,90,Net Banking,Delivered,ESC-32136
ORD-12137,STR-503,2025-07-24,Shopify Storefront,PRD-6557,3,1499,4497,180,UPI,Delivered,ESC-32137
ORD-12138,STR-504,2025-04-02,Myntra,PRD-6722,2,699,1398,120,Credit Card,Delivered,ESC-32138
ORD-12139,STR-505,2025-09-09,Myntra,PRD-6960,2,499,998,120,COD,Delivered,ESC-32139
ORD-12140,STR-501,2025-08-26,POS Counter,PRD-6350,3,699,2097,0,Cash,Delivered,ESC-32140
ORD-12141,STR-502,2025-06-25,Shopify Storefront,PRD-5557,3,2499,7497,150,Net Banking,Delivered,ESC-32141
ORD-12142,STR-503,2025-07-10,Myntra,PRD-5646,4,2499,9996,180,Credit Card,Delivered,ESC-32142
ORD-12143,STR-504,2026-04-08,POS Counter,PRD-7338,2,699,1398,0,Cash,Delivered,ESC-32143
ORD-12144,STR-505,2025-08-15,Shopify Storefront,PRD-6805,4,2499,9996,150,Net Banking,Returned,ESC-32144
ORD-12145,STR-501,2025-10-11,Instagram DM,PRD-6800,3,3499,10497,60,Net Banking,Delivered,ESC-32145
ORD-12146,STR-502,2026-05-10,Myntra,PRD-5324,4,999,3996,90,UPI,Returned,ESC-32146
ORD-12147,STR-503,2025-11-23,POS Counter,PRD-6433,2,2499,4998,0,Cash,Returned,ESC-32147
ORD-12148,STR-504,2025-03-20,Shopify Storefront,PRD-6354,4,999,3996,60,Credit Card,In-Transit,ESC-32148
ORD-12149,STR-505,2025-10-06,Myntra,PRD-5142,2,1499,2998,180,Net Banking,Delivered,ESC-32149
ORD-12150,STR-501,2025-07-10,Myntra,PRD-6051,2,699,1398,180,UPI,Delivered,ESC-32150
ORD-12151,STR-502,2025-01-05,Myntra,PRD-7200,3,999,2997,60,COD,Delivered,ESC-32151
ORD-12152,STR-503,2025-10-07,Amazon IN,PRD-5435,1,3499,3499,60,UPI,Delivered,ESC-32152
ORD-12153,STR-504,2026-05-01,Amazon IN,PRD-5791,3,999,2997,180,Credit Card,Delivered,ESC-32153
ORD-12154,STR-505,2026-06-22,Shopify Storefront,PRD-7069,4,2499,9996,180,UPI,Delivered,ESC-32154
