shipment_id,order_id,carrier_name,tracking_number,promised_days,actual_days,shipping_cost_inr,sla_status
SHP-41230,ORD-11230,BlueDart Express,TRK901230,4,4,90,SLA Met
SHP-41231,ORD-11231,Delhivery Direct,TRK901231,2,2,150,SLA Met
SHP-41232,ORD-11232,XpressBees Surface,TRK901232,2,2,120,SLA Met
SHP-41233,ORD-11233,Delhivery Direct,TRK901233,2,2,180,SLA Met
SHP-41234,ORD-11234,BlueDart Express,TRK901234,5,5,60,SLA Met
SHP-41235,ORD-11235,XpressBees Surface,TRK901235,3,5,120,SLA Breached
SHP-41236,ORD-11236,BlueDart Express,TRK901236,3,3,60,SLA Met
SHP-41237,ORD-11237,BlueDart Express,TRK901237,5,5,180,SLA Met
SHP-41238,ORD-11238,Ecom Express,TRK901238,5,5,120,SLA Met
SHP-41239,ORD-11239,Delhivery Direct,TRK901239,3,3,180,SLA Met
SHP-41240,ORD-11240,XpressBees Surface,TRK901240,5,5,90,SLA Met
SHP-41241,ORD-11241,XpressBees Surface,TRK901241,3,6,120,SLA Breached
SHP-41242,ORD-11242,Shadowfax Surface,TRK901242,3,3,60,SLA Met
SHP-41243,ORD-11243,XpressBees Surface,TRK901243,5,5,60,SLA Met
SHP-41244,ORD-11244,Delhivery Direct,TRK901244,2,2,180,SLA Met
SHP-41245,ORD-11245,BlueDart Express,TRK901245,4,4,150,SLA Met
SHP-41246,ORD-11246,BlueDart Express,TRK901246,3,3,180,SLA Met
SHP-41247,ORD-11247,BlueDart Express,TRK901247,5,5,150,SLA Met
SHP-41248,ORD-11248,Ecom Express,TRK901248,2,2,150,SLA Met
SHP-41249,ORD-11249,Shadowfax Surface,TRK901249,2,2,150,SLA Met
SHP-41250,ORD-11250,BlueDart Express,TRK901250,5,5,150,SLA Met
SHP-41251,ORD-11251,Ecom Express,TRK901251,3,3,180,SLA Met
SHP-41252,ORD-11252,Shadowfax Surface,TRK901252,4,4,180,SLA Met
SHP-41253,ORD-11253,Delhivery Direct,TRK901253,5,5,180,SLA Met
SHP-41254,ORD-11254,XpressBees Surface,TRK901254,2,2,90,SLA Met
SHP-41255,ORD-11255,Ecom Express,TRK901255,3,3,180,SLA Met
SHP-41256,ORD-11256,Delhivery Direct,TRK901256,5,5,120,SLA Met
SHP-41257,ORD-11257,BlueDart Express,TRK901257,3,3,120,SLA Met
SHP-41258,ORD-11258,Ecom Express,TRK901258,3,7,120,SLA Breached
SHP-41259,ORD-11259,Delhivery Direct,TRK901259,5,5,60,SLA Met
SHP-41261,ORD-11261,Ecom Express,TRK901261,5,8,150,SLA Breached
SHP-41262,ORD-11262,Delhivery Direct,TRK901262,5,5,180,SLA Met
SHP-41263,ORD-11263,XpressBees Surface,TRK901263,5,5,60,SLA Met
SHP-41264,ORD-11264,XpressBees Surface,TRK901264,3,3,180,SLA Met
SHP-41265,ORD-11265,Delhivery Direct,TRK901265,4,4,150,SLA Met
SHP-41266,ORD-11266,BlueDart Express,TRK901266,5,5,90,SLA Met
SHP-41267,ORD-11267,Ecom Express,TRK901267,2,2,60,SLA Met
SHP-41268,ORD-11268,XpressBees Surface,TRK901268,5,8,150,SLA Breached
SHP-41269,ORD-11269,Delhivery Direct,TRK901269,2,2,90,SLA Met
SHP-41270,ORD-11270,Delhivery Direct,TRK901270,2,2,120,SLA Met
SHP-41271,ORD-11271,BlueDart Express,TRK901271,2,6,120,SLA Breached
SHP-41275,ORD-11275,BlueDart Express,TRK901275,2,2,180,SLA Met
SHP-41276,ORD-11276,Delhivery Direct,TRK901276,3,3,120,SLA Met
SHP-41278,ORD-11278,Shadowfax Surface,TRK901278,2,2,180,SLA Met
SHP-41280,ORD-11280,XpressBees Surface,TRK901280,3,3,90,SLA Met
SHP-41283,ORD-11283,Ecom Express,TRK901283,4,4,180,SLA Met
SHP-41285,ORD-11285,BlueDart Express,TRK901285,2,2,180,SLA Met
SHP-41286,ORD-11286,Delhivery Direct,TRK901286,3,3,150,SLA Met
SHP-41287,ORD-11287,Shadowfax Surface,TRK901287,4,4,60,SLA Met
SHP-41289,ORD-11289,Ecom Express,TRK901289,2,2,90,SLA Met
SHP-41290,ORD-11290,Ecom Express,TRK901290,5,5,90,SLA Met
SHP-41291,ORD-11291,BlueDart Express,TRK901291,3,6,90,SLA Breached
SHP-41292,ORD-11292,Ecom Express,TRK901292,2,2,180,SLA Met
SHP-41294,ORD-11294,XpressBees Surface,TRK901294,4,4,120,SLA Met
SHP-41296,ORD-11296,Delhivery Direct,TRK901296,2,2,150,SLA Met
SHP-41297,ORD-11297,Delhivery Direct,TRK901297,4,4,120,SLA Met
SHP-41298,ORD-11298,Shadowfax Surface,TRK901298,5,6,180,SLA Breached
SHP-41299,ORD-11299,Ecom Express,TRK901299,3,3,60,SLA Met
SHP-41300,ORD-11300,BlueDart Express,TRK901300,4,4,90,SLA Met
SHP-41301,ORD-11301,XpressBees Surface,TRK901301,5,5,150,SLA Met
SHP-41303,ORD-11303,XpressBees Surface,TRK901303,2,2,60,SLA Met
SHP-41304,ORD-11304,BlueDart Express,TRK901304,5,5,90,SLA Met
SHP-41305,ORD-11305,BlueDart Express,TRK901305,3,3,90,SLA Met
SHP-41307,ORD-11307,Shadowfax Surface,TRK901307,4,4,60,SLA Met
SHP-41308,ORD-11308,Delhivery Direct,TRK901308,4,4,180,SLA Met
SHP-41309,ORD-11309,XpressBees Surface,TRK901309,4,4,180,SLA Met
SHP-41310,ORD-11310,Shadowfax Surface,TRK901310,3,3,150,SLA Met
SHP-41311,ORD-11311,Delhivery Direct,TRK901311,3,3,120,SLA Met
SHP-41312,ORD-11312,Shadowfax Surface,TRK901312,4,4,90,SLA Met
SHP-41313,ORD-11313,Delhivery Direct,TRK901313,5,5,150,SLA Met
SHP-41314,ORD-11314,Delhivery Direct,TRK901314,5,6,60,SLA Breached
SHP-41316,ORD-11316,Delhivery Direct,TRK901316,4,4,120,SLA Met
SHP-41317,ORD-11317,Shadowfax Surface,TRK901317,4,4,60,SLA Met
SHP-41319,ORD-11319,Shadowfax Surface,TRK901319,2,2,120,SLA Met
SHP-41320,ORD-11320,BlueDart Express,TRK901320,4,4,120,SLA Met
SHP-41321,ORD-11321,BlueDart Express,TRK901321,2,2,150,SLA Met
SHP-41322,ORD-11322,Shadowfax Surface,TRK901322,5,5,150,SLA Met
SHP-41323,ORD-11323,XpressBees Surface,TRK901323,5,5,120,SLA Met
SHP-41324,ORD-11324,Delhivery Direct,TRK901324,2,2,180,SLA Met
SHP-41326,ORD-11326,Ecom Express,TRK901326,5,5,150,SLA Met
SHP-41328,ORD-11328,Ecom Express,TRK901328,4,4,120,SLA Met
SHP-41329,ORD-11329,BlueDart Express,TRK901329,3,3,60,SLA Met
SHP-41330,ORD-11330,Delhivery Direct,TRK901330,3,3,150,SLA Met
SHP-41331,ORD-11331,BlueDart Express,TRK901331,5,5,150,SLA Met
SHP-41333,ORD-11333,Shadowfax Surface,TRK901333,4,7,120,SLA Breached
SHP-41334,ORD-11334,Shadowfax Surface,TRK901334,5,9,180,SLA Breached
SHP-41336,ORD-11336,Delhivery Direct,TRK901336,4,4,60,SLA Met
SHP-41337,ORD-11337,BlueDart Express,TRK901337,5,5,120,SLA Met
SHP-41338,ORD-11338,Shadowfax Surface,TRK901338,5,5,60,SLA Met
SHP-41339,ORD-11339,Ecom Express,TRK901339,4,4,120,SLA Met
SHP-41341,ORD-11341,XpressBees Surface,TRK901341,2,2,60,SLA Met
SHP-41342,ORD-11342,XpressBees Surface,TRK901342,2,3,180,SLA Breached
SHP-41343,ORD-11343,XpressBees Surface,TRK901343,4,4,60,SLA Met
SHP-41344,ORD-11344,Ecom Express,TRK901344,4,4,150,SLA Met
SHP-41345,ORD-11345,XpressBees Surface,TRK901345,5,5,150,SLA Met
SHP-41346,ORD-11346,Shadowfax Surface,TRK901346,3,3,180,SLA Met
SHP-41347,ORD-11347,BlueDart Express,TRK901347,3,3,180,SLA Met
SHP-41348,ORD-11348,Ecom Express,TRK901348,4,7,150,SLA Breached
SHP-41349,ORD-11349,Delhivery Direct,TRK901349,4,4,90,SLA Met
SHP-41350,ORD-11350,BlueDart Express,TRK901350,5,5,60,SLA Met
SHP-41351,ORD-11351,Shadowfax Surface,TRK901351,5,5,150,SLA Met
SHP-41353,ORD-11353,Delhivery Direct,TRK901353,4,4,90,SLA Met
SHP-41354,ORD-11354,Shadowfax Surface,TRK901354,3,3,120,SLA Met
SHP-41355,ORD-11355,Shadowfax Surface,TRK901355,5,5,120,SLA Met
SHP-41356,ORD-11356,Shadowfax Surface,TRK901356,4,4,90,SLA Met
SHP-41357,ORD-11357,Shadowfax Surface,TRK901357,5,8,60,SLA Breached
SHP-41358,ORD-11358,Delhivery Direct,TRK901358,3,3,180,SLA Met
SHP-41359,ORD-11359,Ecom Express,TRK901359,2,5,60,SLA Breached
SHP-41360,ORD-11360,XpressBees Surface,TRK901360,4,4,90,SLA Met
SHP-41361,ORD-11361,BlueDart Express,TRK901361,4,4,60,SLA Met
SHP-41363,ORD-11363,Delhivery Direct,TRK901363,2,2,120,SLA Met
SHP-41365,ORD-11365,XpressBees Surface,TRK901365,5,8,60,SLA Breached
SHP-41366,ORD-11366,Shadowfax Surface,TRK901366,4,4,150,SLA Met
SHP-41367,ORD-11367,Shadowfax Surface,TRK901367,4,4,180,SLA Met
SHP-41368,ORD-11368,Ecom Express,TRK901368,2,2,60,SLA Met
SHP-41369,ORD-11369,BlueDart Express,TRK901369,4,4,180,SLA Met
SHP-41370,ORD-11370,Ecom Express,TRK901370,2,2,180,SLA Met
SHP-41371,ORD-11371,Shadowfax Surface,TRK901371,2,4,150,SLA Breached
SHP-41372,ORD-11372,Ecom Express,TRK901372,4,4,120,SLA Met
SHP-41375,ORD-11375,Delhivery Direct,TRK901375,5,5,90,SLA Met
SHP-41376,ORD-11376,XpressBees Surface,TRK901376,2,5,120,SLA Breached
SHP-41377,ORD-11377,BlueDart Express,TRK901377,2,2,150,SLA Met
SHP-41378,ORD-11378,XpressBees Surface,TRK901378,5,5,120,SLA Met
SHP-41379,ORD-11379,BlueDart Express,TRK901379,4,4,60,SLA Met
SHP-41380,ORD-11380,XpressBees Surface,TRK901380,3,3,120,SLA Met
SHP-41381,ORD-11381,Delhivery Direct,TRK901381,3,3,150,SLA Met
SHP-41382,ORD-11382,Delhivery Direct,TRK901382,2,3,90,SLA Breached
SHP-41383,ORD-11383,Delhivery Direct,TRK901383,5,5,150,SLA Met
SHP-41385,ORD-11385,Delhivery Direct,TRK901385,4,7,90,SLA Breached
SHP-41386,ORD-11386,XpressBees Surface,TRK901386,3,3,90,SLA Met
SHP-41387,ORD-11387,Ecom Express,TRK901387,3,3,60,SLA Met
SHP-41388,ORD-11388,Shadowfax Surface,TRK901388,5,5,180,SLA Met
SHP-41389,ORD-11389,XpressBees Surface,TRK901389,3,5,180,SLA Breached
SHP-41390,ORD-11390,XpressBees Surface,TRK901390,5,5,90,SLA Met
SHP-41391,ORD-11391,XpressBees Surface,TRK901391,5,6,150,SLA Breached
SHP-41392,ORD-11392,Shadowfax Surface,TRK901392,5,5,120,SLA Met
SHP-41393,ORD-11393,Shadowfax Surface,TRK901393,4,7,90,SLA Breached
SHP-41394,ORD-11394,Shadowfax Surface,TRK901394,2,2,150,SLA Met
SHP-41395,ORD-11395,Ecom Express,TRK901395,2,6,120,SLA Breached
SHP-41396,ORD-11396,Shadowfax Surface,TRK901396,2,2,150,SLA Met
SHP-41397,ORD-11397,Delhivery Direct,TRK901397,2,2,180,SLA Met
SHP-41398,ORD-11398,Delhivery Direct,TRK901398,2,2,60,SLA Met
SHP-41399,ORD-11399,XpressBees Surface,TRK901399,4,4,120,SLA Met
SHP-41400,ORD-11400,Ecom Express,TRK901400,4,4,150,SLA Met
SHP-41401,ORD-11401,XpressBees Surface,TRK901401,4,4,60,SLA Met
SHP-41402,ORD-11402,Ecom Express,TRK901402,5,5,90,SLA Met
SHP-41403,ORD-11403,XpressBees Surface,TRK901403,4,6,120,SLA Breached
SHP-41404,ORD-11404,Ecom Express,TRK901404,3,3,120,SLA Met
SHP-41405,ORD-11405,XpressBees Surface,TRK901405,3,3,120,SLA Met
SHP-41406,ORD-11406,Shadowfax Surface,TRK901406,2,2,120,SLA Met
SHP-41407,ORD-11407,XpressBees Surface,TRK901407,4,4,150,SLA Met
SHP-41408,ORD-11408,Ecom Express,TRK901408,4,4,150,SLA Met
SHP-41409,ORD-11409,Ecom Express,TRK901409,2,2,150,SLA Met
SHP-41410,ORD-11410,Shadowfax Surface,TRK901410,4,4,180,SLA Met
SHP-41412,ORD-11412,XpressBees Surface,TRK901412,3,5,60,SLA Breached
SHP-41413,ORD-11413,Shadowfax Surface,TRK901413,5,5,150,SLA Met
SHP-41414,ORD-11414,Shadowfax Surface,TRK901414,3,3,120,SLA Met
SHP-41415,ORD-11415,XpressBees Surface,TRK901415,5,5,150,SLA Met
SHP-41417,ORD-11417,Ecom Express,TRK901417,5,5,60,SLA Met
SHP-41418,ORD-11418,Shadowfax Surface,TRK901418,3,3,120,SLA Met
SHP-41421,ORD-11421,Shadowfax Surface,TRK901421,5,5,120,SLA Met
SHP-41422,ORD-11422,BlueDart Express,TRK901422,4,4,120,SLA Met
SHP-41424,ORD-11424,Ecom Express,TRK901424,4,5,180,SLA Breached
SHP-41425,ORD-11425,BlueDart Express,TRK901425,3,3,60,SLA Met
SHP-41426,ORD-11426,Delhivery Direct,TRK901426,5,5,150,SLA Met
SHP-41427,ORD-11427,Shadowfax Surface,TRK901427,4,4,90,SLA Met
SHP-41428,ORD-11428,Delhivery Direct,TRK901428,5,5,120,SLA Met
SHP-41429,ORD-11429,Shadowfax Surface,TRK901429,5,5,150,SLA Met
SHP-41430,ORD-11430,XpressBees Surface,TRK901430,4,4,60,SLA Met
SHP-41431,ORD-11431,Delhivery Direct,TRK901431,4,7,180,SLA Breached
SHP-41432,ORD-11432,Ecom Express,TRK901432,5,5,120,SLA Met
SHP-41433,ORD-11433,XpressBees Surface,TRK901433,4,7,150,SLA Breached
SHP-41434,ORD-11434,Shadowfax Surface,TRK901434,3,3,90,SLA Met
SHP-41436,ORD-11436,Ecom Express,TRK901436,4,6,180,SLA Breached
SHP-41437,ORD-11437,Ecom Express,TRK901437,5,5,90,SLA Met
SHP-41438,ORD-11438,Ecom Express,TRK901438,3,6,60,SLA Breached
SHP-41439,ORD-11439,Ecom Express,TRK901439,4,6,180,SLA Breached
SHP-41440,ORD-11440,XpressBees Surface,TRK901440,5,9,60,SLA Breached
SHP-41441,ORD-11441,Shadowfax Surface,TRK901441,3,3,90,SLA Met
SHP-41442,ORD-11442,Shadowfax Surface,TRK901442,4,8,150,SLA Breached
SHP-41443,ORD-11443,Shadowfax Surface,TRK901443,4,4,90,SLA Met
SHP-41444,ORD-11444,Ecom Express,TRK901444,5,5,180,SLA Met
SHP-41445,ORD-11445,XpressBees Surface,TRK901445,2,2,60,SLA Met
SHP-41446,ORD-11446,Ecom Express,TRK901446,2,5,180,SLA Breached
SHP-41449,ORD-11449,Delhivery Direct,TRK901449,2,4,180,SLA Breached
SHP-41450,ORD-11450,Ecom Express,TRK901450,2,2,150,SLA Met
SHP-41451,ORD-11451,Delhivery Direct,TRK901451,4,4,150,SLA Met
SHP-41452,ORD-11452,Delhivery Direct,TRK901452,5,7,150,SLA Breached
SHP-41453,ORD-11453,XpressBees Surface,TRK901453,5,5,60,SLA Met
SHP-41454,ORD-11454,XpressBees Surface,TRK901454,4,4,120,SLA Met
SHP-41455,ORD-11455,BlueDart Express,TRK901455,4,4,180,SLA Met
SHP-41456,ORD-11456,Shadowfax Surface,TRK901456,3,3,150,SLA Met
SHP-41457,ORD-11457,XpressBees Surface,TRK901457,4,4,60,SLA Met
SHP-41459,ORD-11459,Ecom Express,TRK901459,3,3,120,SLA Met
SHP-41460,ORD-11460,XpressBees Surface,TRK901460,2,2,90,SLA Met
SHP-41461,ORD-11461,Shadowfax Surface,TRK901461,3,5,60,SLA Breached
SHP-41462,ORD-11462,Ecom Express,TRK901462,4,4,180,SLA Met
SHP-41463,ORD-11463,Shadowfax Surface,TRK901463,3,3,120,SLA Met
SHP-41464,ORD-11464,BlueDart Express,TRK901464,3,3,60,SLA Met
SHP-41465,ORD-11465,BlueDart Express,TRK901465,2,2,180,SLA Met
SHP-41466,ORD-11466,Delhivery Direct,TRK901466,2,4,150,SLA Breached
SHP-41467,ORD-11467,Ecom Express,TRK901467,4,4,180,SLA Met
SHP-41468,ORD-11468,BlueDart Express,TRK901468,4,4,180,SLA Met
SHP-41469,ORD-11469,Ecom Express,TRK901469,5,5,180,SLA Met
SHP-41470,ORD-11470,XpressBees Surface,TRK901470,4,4,150,SLA Met
SHP-41471,ORD-11471,BlueDart Express,TRK901471,3,3,150,SLA Met
SHP-41472,ORD-11472,Delhivery Direct,TRK901472,4,5,150,SLA Breached
SHP-41473,ORD-11473,Delhivery Direct,TRK901473,3,3,120,SLA Met
SHP-41474,ORD-11474,XpressBees Surface,TRK901474,5,5,120,SLA Met
SHP-41475,ORD-11475,XpressBees Surface,TRK901475,5,5,60,SLA Met
SHP-41476,ORD-11476,BlueDart Express,TRK901476,5,5,120,SLA Met
SHP-41477,ORD-11477,Shadowfax Surface,TRK901477,4,4,150,SLA Met
SHP-41479,ORD-11479,Ecom Express,TRK901479,3,3,150,SLA Met
SHP-41481,ORD-11481,XpressBees Surface,TRK901481,3,3,150,SLA Met
SHP-41483,ORD-11483,Delhivery Direct,TRK901483,3,6,60,SLA Breached
SHP-41484,ORD-11484,Shadowfax Surface,TRK901484,3,3,90,SLA Met
SHP-41486,ORD-11486,Delhivery Direct,TRK901486,5,5,180,SLA Met
SHP-41487,ORD-11487,Ecom Express,TRK901487,2,2,120,SLA Met
SHP-41488,ORD-11488,XpressBees Surface,TRK901488,3,3,150,SLA Met
SHP-41489,ORD-11489,Shadowfax Surface,TRK901489,5,5,150,SLA Met
SHP-41490,ORD-11490,BlueDart Express,TRK901490,4,4,180,SLA Met
SHP-41491,ORD-11491,BlueDart Express,TRK901491,4,4,90,SLA Met
SHP-41492,ORD-11492,Ecom Express,TRK901492,2,2,120,SLA Met
SHP-41493,ORD-11493,BlueDart Express,TRK901493,2,2,150,SLA Met
SHP-41495,ORD-11495,XpressBees Surface,TRK901495,5,5,90,SLA Met
SHP-41496,ORD-11496,XpressBees Surface,TRK901496,4,4,60,SLA Met
SHP-41497,ORD-11497,Ecom Express,TRK901497,2,2,180,SLA Met
SHP-41499,ORD-11499,Shadowfax Surface,TRK901499,5,5,60,SLA Met
SHP-41500,ORD-11500,Delhivery Direct,TRK901500,2,2,90,SLA Met
SHP-41501,ORD-11501,XpressBees Surface,TRK901501,5,5,60,SLA Met
SHP-41502,ORD-11502,Shadowfax Surface,TRK901502,5,5,150,SLA Met
SHP-41503,ORD-11503,Delhivery Direct,TRK901503,3,3,180,SLA Met
SHP-41504,ORD-11504,BlueDart Express,TRK901504,3,3,180,SLA Met
SHP-41505,ORD-11505,Ecom Express,TRK901505,2,2,90,SLA Met
SHP-41506,ORD-11506,Ecom Express,TRK901506,5,5,180,SLA Met
SHP-41507,ORD-11507,Delhivery Direct,TRK901507,4,4,60,SLA Met
SHP-41508,ORD-11508,Shadowfax Surface,TRK901508,3,3,150,SLA Met
SHP-41509,ORD-11509,BlueDart Express,TRK901509,4,4,180,SLA Met
SHP-41511,ORD-11511,Shadowfax Surface,TRK901511,4,4,90,SLA Met
SHP-41512,ORD-11512,Delhivery Direct,TRK901512,3,3,150,SLA Met
SHP-41513,ORD-11513,BlueDart Express,TRK901513,4,8,60,SLA Breached
SHP-41515,ORD-11515,Ecom Express,TRK901515,3,3,120,SLA Met
SHP-41516,ORD-11516,Shadowfax Surface,TRK901516,4,4,90,SLA Met
SHP-41517,ORD-11517,Ecom Express,TRK901517,4,4,150,SLA Met
SHP-41520,ORD-11520,XpressBees Surface,TRK901520,2,2,60,SLA Met
SHP-41521,ORD-11521,Ecom Express,TRK901521,3,3,150,SLA Met
SHP-41522,ORD-11522,XpressBees Surface,TRK901522,3,7,120,SLA Breached
SHP-41523,ORD-11523,Ecom Express,TRK901523,4,6,120,SLA Breached
SHP-41524,ORD-11524,Shadowfax Surface,TRK901524,2,2,90,SLA Met
SHP-41525,ORD-11525,BlueDart Express,TRK901525,3,3,60,SLA Met
SHP-41526,ORD-11526,Shadowfax Surface,TRK901526,3,3,120,SLA Met
SHP-41527,ORD-11527,BlueDart Express,TRK901527,2,2,60,SLA Met
SHP-41528,ORD-11528,BlueDart Express,TRK901528,2,2,90,SLA Met
SHP-41529,ORD-11529,Ecom Express,TRK901529,5,5,60,SLA Met
SHP-41530,ORD-11530,Shadowfax Surface,TRK901530,4,4,150,SLA Met
SHP-41531,ORD-11531,XpressBees Surface,TRK901531,5,5,90,SLA Met
SHP-41532,ORD-11532,Shadowfax Surface,TRK901532,3,5,120,SLA Breached
SHP-41533,ORD-11533,XpressBees Surface,TRK901533,3,3,60,SLA Met
SHP-41534,ORD-11534,BlueDart Express,TRK901534,3,3,150,SLA Met
SHP-41535,ORD-11535,BlueDart Express,TRK901535,3,3,150,SLA Met
SHP-41539,ORD-11539,Shadowfax Surface,TRK901539,3,3,60,SLA Met
SHP-41540,ORD-11540,Delhivery Direct,TRK901540,5,5,120,SLA Met
SHP-41541,ORD-11541,Delhivery Direct,TRK901541,5,8,90,SLA Breached
SHP-41542,ORD-11542,Ecom Express,TRK901542,2,2,60,SLA Met
SHP-41543,ORD-11543,Shadowfax Surface,TRK901543,3,3,120,SLA Met
SHP-41544,ORD-11544,Ecom Express,TRK901544,2,2,150,SLA Met
SHP-41546,ORD-11546,Shadowfax Surface,TRK901546,5,7,60,SLA Breached
SHP-41547,ORD-11547,Delhivery Direct,TRK901547,3,3,60,SLA Met
SHP-41548,ORD-11548,Delhivery Direct,TRK901548,5,5,120,SLA Met
SHP-41550,ORD-11550,Delhivery Direct,TRK901550,5,6,60,SLA Breached
SHP-41551,ORD-11551,Delhivery Direct,TRK901551,3,3,180,SLA Met
SHP-41552,ORD-11552,XpressBees Surface,TRK901552,5,5,180,SLA Met
SHP-41553,ORD-11553,Shadowfax Surface,TRK901553,2,6,180,SLA Breached
SHP-41554,ORD-11554,Ecom Express,TRK901554,2,2,150,SLA Met
SHP-41555,ORD-11555,Ecom Express,TRK901555,4,4,180,SLA Met
SHP-41556,ORD-11556,XpressBees Surface,TRK901556,5,5,120,SLA Met
SHP-41557,ORD-11557,Shadowfax Surface,TRK901557,4,5,150,SLA Breached
SHP-41558,ORD-11558,Shadowfax Surface,TRK901558,5,5,150,SLA Met
SHP-41559,ORD-11559,Delhivery Direct,TRK901559,4,8,120,SLA Breached
SHP-41560,ORD-11560,Ecom Express,TRK901560,4,4,60,SLA Met
SHP-41561,ORD-11561,Delhivery Direct,TRK901561,3,3,60,SLA Met
SHP-41564,ORD-11564,Ecom Express,TRK901564,3,3,150,SLA Met
SHP-41565,ORD-11565,Delhivery Direct,TRK901565,3,6,90,SLA Breached
SHP-41566,ORD-11566,XpressBees Surface,TRK901566,4,5,60,SLA Breached
SHP-41567,ORD-11567,XpressBees Surface,TRK901567,3,3,150,SLA Met
SHP-41568,ORD-11568,Shadowfax Surface,TRK901568,3,3,60,SLA Met
SHP-41569,ORD-11569,BlueDart Express,TRK901569,4,4,60,SLA Met
SHP-41570,ORD-11570,Shadowfax Surface,TRK901570,5,5,120,SLA Met
SHP-41571,ORD-11571,Delhivery Direct,TRK901571,4,4,180,SLA Met
SHP-41572,ORD-11572,Ecom Express,TRK901572,4,4,120,SLA Met
SHP-41573,ORD-11573,Delhivery Direct,TRK901573,4,4,60,SLA Met
SHP-41574,ORD-11574,XpressBees Surface,TRK901574,4,4,90,SLA Met
SHP-41575,ORD-11575,Ecom Express,TRK901575,5,5,60,SLA Met
SHP-41576,ORD-11576,Shadowfax Surface,TRK901576,4,4,90,SLA Met
SHP-41577,ORD-11577,Ecom Express,TRK901577,5,5,150,SLA Met
SHP-41578,ORD-11578,XpressBees Surface,TRK901578,4,4,90,SLA Met
SHP-41579,ORD-11579,Delhivery Direct,TRK901579,3,7,60,SLA Breached
SHP-41580,ORD-11580,Ecom Express,TRK901580,5,5,60,SLA Met
SHP-41581,ORD-11581,Delhivery Direct,TRK901581,2,2,180,SLA Met
SHP-41582,ORD-11582,XpressBees Surface,TRK901582,5,5,180,SLA Met
SHP-41583,ORD-11583,BlueDart Express,TRK901583,2,2,180,SLA Met
SHP-41584,ORD-11584,Shadowfax Surface,TRK901584,2,2,60,SLA Met
SHP-41585,ORD-11585,Shadowfax Surface,TRK901585,2,2,120,SLA Met
SHP-41586,ORD-11586,Ecom Express,TRK901586,5,5,60,SLA Met
SHP-41587,ORD-11587,Shadowfax Surface,TRK901587,2,2,90,SLA Met
SHP-41588,ORD-11588,XpressBees Surface,TRK901588,5,5,90,SLA Met
SHP-41589,ORD-11589,Shadowfax Surface,TRK901589,5,8,90,SLA Breached
SHP-41590,ORD-11590,XpressBees Surface,TRK901590,5,5,180,SLA Met
SHP-41591,ORD-11591,BlueDart Express,TRK901591,2,4,60,SLA Breached
SHP-41592,ORD-11592,BlueDart Express,TRK901592,5,5,180,SLA Met
SHP-41593,ORD-11593,Ecom Express,TRK901593,4,4,180,SLA Met
SHP-41595,ORD-11595,XpressBees Surface,TRK901595,4,4,120,SLA Met
SHP-41596,ORD-11596,Ecom Express,TRK901596,3,3,120,SLA Met
SHP-41597,ORD-11597,Ecom Express,TRK901597,3,3,60,SLA Met
SHP-41598,ORD-11598,Delhivery Direct,TRK901598,2,2,60,SLA Met
SHP-41599,ORD-11599,Delhivery Direct,TRK901599,3,3,60,SLA Met
SHP-41600,ORD-11600,BlueDart Express,TRK901600,3,3,120,SLA Met
SHP-41601,ORD-11601,BlueDart Express,TRK901601,4,7,180,SLA Breached
SHP-41602,ORD-11602,BlueDart Express,TRK901602,4,4,60,SLA Met
SHP-41603,ORD-11603,Delhivery Direct,TRK901603,5,5,150,SLA Met
SHP-41604,ORD-11604,BlueDart Express,TRK901604,4,8,150,SLA Breached
SHP-41605,ORD-11605,BlueDart Express,TRK901605,5,8,180,SLA Breached
SHP-41606,ORD-11606,Shadowfax Surface,TRK901606,3,3,60,SLA Met
SHP-41607,ORD-11607,XpressBees Surface,TRK901607,4,4,60,SLA Met
SHP-41608,ORD-11608,Ecom Express,TRK901608,2,2,180,SLA Met
SHP-41609,ORD-11609,Ecom Express,TRK901609,4,7,180,SLA Breached
SHP-41610,ORD-11610,Shadowfax Surface,TRK901610,4,4,60,SLA Met
SHP-41611,ORD-11611,XpressBees Surface,TRK901611,2,2,90,SLA Met
SHP-41612,ORD-11612,Shadowfax Surface,TRK901612,2,2,120,SLA Met
SHP-41613,ORD-11613,Delhivery Direct,TRK901613,2,2,60,SLA Met
SHP-41614,ORD-11614,Shadowfax Surface,TRK901614,4,4,60,SLA Met
SHP-41615,ORD-11615,BlueDart Express,TRK901615,3,3,60,SLA Met
SHP-41616,ORD-11616,BlueDart Express,TRK901616,3,3,180,SLA Met
SHP-41617,ORD-11617,BlueDart Express,TRK901617,5,5,60,SLA Met
SHP-41618,ORD-11618,XpressBees Surface,TRK901618,2,2,180,SLA Met
SHP-41620,ORD-11620,Delhivery Direct,TRK901620,3,3,150,SLA Met
SHP-41622,ORD-11622,Ecom Express,TRK901622,2,6,90,SLA Breached
SHP-41623,ORD-11623,BlueDart Express,TRK901623,3,3,90,SLA Met
SHP-41625,ORD-11625,BlueDart Express,TRK901625,4,4,90,SLA Met
SHP-41626,ORD-11626,BlueDart Express,TRK901626,4,4,120,SLA Met
SHP-41627,ORD-11627,BlueDart Express,TRK901627,3,3,60,SLA Met
SHP-41628,ORD-11628,Ecom Express,TRK901628,5,5,180,SLA Met
