order_id,store_id,customer_id,product_id,quantity,unit_price_inr,total_amount_inr,order_date,status,payment_mode
ORD-5647,STR-2040,CUST-4281,PRD-3288,12,720.92,8651.04,2025-08-27,Processing,UPI
ORD-5648,STR-2073,CUST-4953,PRD-3238,3,713.87,2141.61,2025-02-16,Delivered,UPI
ORD-5649,STR-2024,CUST-4326,PRD-3303,21,4833.96,101513.16,2026-01-28,Delivered,UPI
ORD-5650,STR-2028,CUST-4654,PRD-3192,15,544.18,8162.7,2026-01-06,Delivered,Credit Card
ORD-5651,STR-2088,CUST-4658,PRD-3483,7,3774.93,26424.51,2026-01-13,Delivered,Credit Card
ORD-5652,STR-2007,CUST-4389,PRD-3362,10,1013.32,10133.2,2025-03-13,Processing,Credit Card
ORD-5653,STR-2053,CUST-4232,PRD-3428,7,1473.08,10311.56,2025-04-13,Delivered,Credit Card
ORD-5654,STR-2034,CUST-4715,PRD-3226,9,598.2,5383.8,2025-07-01,Processing,Credit Card
ORD-5655,STR-2045,CUST-4791,PRD-3329,17,2330.91,39625.47,2025-11-20,Cancelled,Escrow
ORD-5656,STR-2005,CUST-4973,PRD-3428,19,2020.55,38390.45,2025-10-03,Processing,Escrow
ORD-5657,STR-2090,CUST-4445,PRD-3178,21,4082.91,85741.11,2026-02-12,Delivered,Escrow
ORD-5658,STR-2044,CUST-4717,PRD-3496,17,2825.31,48030.27,2026-01-16,Returned,Credit Card
ORD-5659,STR-2012,CUST-4526,PRD-3396,7,1402.34,9816.38,2025-08-28,Delivered,UPI
ORD-5660,STR-2015,CUST-4530,PRD-3338,21,1054.16,22137.36,2025-03-13,Shipped,COD
ORD-5661,STR-2042,CUST-4382,PRD-3289,13,3342.78,43456.14,2025-01-18,Delivered,UPI
ORD-5662,STR-2081,CUST-4368,PRD-3446,1,919.94,919.94,2025-09-01,Delivered,Credit Card
ORD-5663,STR-2083,CUST-4925,PRD-3052,6,4578.77,27472.62,2025-06-06,Delivered,Net Banking
ORD-5664,STR-2070,CUST-4191,PRD-3386,1,2279.19,2279.19,2025-11-12,Shipped,COD
ORD-5665,STR-2074,CUST-4712,PRD-3223,24,2086.77,50082.48,2026-03-04,Delivered,Credit Card
ORD-5666,STR-2093,CUST-4383,PRD-3308,11,2490.4,27394.4,2025-07-25,Delivered,UPI
ORD-5667,STR-2030,CUST-4782,PRD-3479,17,673.1,11442.7,2025-08-07,Returned,Credit Card
ORD-5668,STR-2074,CUST-4411,PRD-3304,1,945.53,945.53,2025-03-27,Delivered,COD
ORD-5669,STR-2090,CUST-4966,PRD-3269,7,4764.75,33353.25,2025-10-18,Returned,Escrow
ORD-5670,STR-2017,CUST-4680,PRD-3171,2,4856.08,9712.16,2025-06-08,Returned,Escrow
ORD-5671,STR-2045,CUST-4470,PRD-3203,6,2383.85,14303.1,2025-12-04,Delivered,Escrow
ORD-5672,STR-2023,CUST-4309,PRD-3158,3,1045.28,3135.84,2026-03-16,Delivered,Net Banking
ORD-5673,STR-2012,CUST-4742,PRD-3126,5,3470.86,17354.3,2026-03-09,Returned,Credit Card
ORD-5674,STR-2001,CUST-4489,PRD-3082,12,634.58,7614.96,2025-10-09,Cancelled,Net Banking
ORD-5675,STR-2090,CUST-4218,PRD-3468,16,3391.92,54270.72,2026-03-02,Shipped,Escrow
ORD-5676,STR-2098,CUST-4939,PRD-3050,13,773.24,10052.12,2026-01-26,Delivered,Net Banking
ORD-5677,STR-2099,CUST-4335,PRD-3460,10,4125.99,41259.9,2026-01-09,Returned,Net Banking
ORD-5678,STR-2077,CUST-4404,PRD-3274,3,1832.31,5496.93,2025-12-09,Cancelled,COD
ORD-5679,STR-2004,CUST-4228,PRD-3454,20,1014.08,20281.6,2025-05-01,Delivered,Credit Card
ORD-5680,STR-2044,CUST-4514,PRD-3422,1,3111.25,3111.25,2026-01-20,Shipped,UPI
ORD-5681,STR-2083,CUST-4236,PRD-3071,16,1061.66,16986.56,2025-04-19,Delivered,Net Banking
ORD-5682,STR-2012,CUST-4348,PRD-3197,21,1022.4,21470.4,2025-03-19,Delivered,Credit Card
ORD-5683,STR-2050,CUST-4692,PRD-3421,16,318.91,5102.56,2025-08-04,Delivered,Escrow
ORD-5684,STR-2051,CUST-4699,PRD-3265,4,2404.88,9619.52,2025-02-12,Delivered,UPI
ORD-5685,STR-2084,CUST-4884,PRD-3208,1,930.29,930.29,2025-03-07,Processing,COD
ORD-5686,STR-2050,CUST-4703,PRD-3233,1,2507.78,2507.78,2025-12-10,Shipped,Net Banking
ORD-5687,STR-2099,CUST-4056,PRD-3156,14,1404.45,19662.3,2025-11-21,Delivered,COD
ORD-5688,STR-2058,CUST-4515,PRD-3191,25,2446.7,61167.5,2025-06-21,Returned,COD
ORD-5689,STR-2047,CUST-4115,PRD-3403,6,4906.56,29439.36,2025-09-30,Returned,Net Banking
ORD-5690,STR-2087,CUST-4082,PRD-3077,1,1785.01,1785.01,2025-12-29,Processing,Credit Card
ORD-5691,STR-2026,CUST-4528,PRD-3417,20,3679.0,73580.0,2025-08-21,Shipped,UPI
ORD-5692,STR-2060,CUST-4289,PRD-3021,4,4359.3,17437.2,2025-08-24,Delivered,UPI
ORD-5693,STR-2077,CUST-4703,PRD-3190,9,2214.66,19931.94,2025-12-12,Delivered,UPI
ORD-5694,STR-2070,CUST-4274,PRD-3092,10,1880.89,18808.9,2025-01-09,Shipped,Credit Card
ORD-5695,STR-2039,CUST-4652,PRD-3019,20,691.66,13833.2,2026-01-10,Delivered,COD
ORD-5696,STR-2095,CUST-4406,PRD-3128,6,557.63,3345.78,2025-02-18,Delivered,Escrow
ORD-5697,STR-2082,CUST-4506,PRD-3221,9,1825.12,16426.08,2025-08-23,Cancelled,COD
ORD-5698,STR-2032,CUST-4941,PRD-3423,24,4129.36,99104.64,2025-10-19,Shipped,UPI
ORD-5699,STR-2010,CUST-4335,PRD-3191,2,861.74,1723.48,2026-01-06,Cancelled,UPI
ORD-5700,STR-2049,CUST-4525,PRD-3372,3,1788.2,5364.6,2025-11-23,Cancelled,Credit Card
ORD-5701,STR-2055,CUST-4411,PRD-3012,6,4759.24,28555.44,2025-05-12,Cancelled,UPI
ORD-5702,STR-2056,CUST-4989,PRD-3060,7,2918.84,20431.88,2025-06-05,Processing,COD
ORD-5703,STR-2070,CUST-4875,PRD-3407,8,3517.15,28137.2,2025-01-26,Delivered,COD
ORD-5704,STR-2061,CUST-4221,PRD-3390,14,1482.72,20758.08,2025-12-19,Returned,Escrow
ORD-5705,STR-2036,CUST-4514,PRD-3344,2,3082.42,6164.84,2025-04-03,Cancelled,Credit Card
ORD-5706,STR-2035,CUST-4006,PRD-3209,7,240.79,1685.53,2025-08-01,Cancelled,Escrow
ORD-5707,STR-2036,CUST-4274,PRD-3237,20,3982.75,79655.0,2025-11-22,Delivered,UPI
ORD-5708,STR-2029,CUST-4231,PRD-3010,23,1724.35,39660.05,2025-02-02,Processing,Credit Card
ORD-5709,STR-2094,CUST-4730,PRD-3312,15,3001.38,45020.7,2025-11-22,Processing,Credit Card
ORD-5710,STR-2070,CUST-4399,PRD-3244,18,210.95,3797.1,2025-06-24,Delivered,Credit Card
ORD-5711,STR-2057,CUST-4156,PRD-3237,24,2570.03,61680.72,2025-09-30,Cancelled,Escrow
ORD-5712,STR-2087,CUST-4400,PRD-3131,13,306.49,3984.37,2026-03-13,Processing,UPI
ORD-5713,STR-2081,CUST-4499,PRD-3288,12,553.0,6636.0,2026-01-18,Processing,Credit Card
ORD-5714,STR-2039,CUST-4299,PRD-3385,11,2339.77,25737.47,2025-08-28,Delivered,Escrow
ORD-5715,STR-2080,CUST-4599,PRD-3086,20,1855.39,37107.8,2025-08-09,Shipped,UPI
ORD-5716,STR-2097,CUST-4997,PRD-3146,18,3758.65,67655.7,2025-05-01,Shipped,COD
ORD-5717,STR-2017,CUST-4388,PRD-3311,4,620.35,2481.4,2025-04-22,Delivered,UPI
ORD-5718,STR-2074,CUST-4297,PRD-3092,6,3869.34,23216.04,2026-01-12,Shipped,COD
ORD-5719,STR-2053,CUST-4361,PRD-3385,7,2178.17,15247.19,2025-11-03,Delivered,Credit Card
ORD-5720,STR-2099,CUST-4372,PRD-3323,4,3371.54,13486.16,2025-12-18,Cancelled,Credit Card
ORD-5721,STR-2065,CUST-4549,PRD-3273,13,1241.73,16142.49,2025-07-26,Shipped,Net Banking
ORD-5722,STR-2037,CUST-4846,PRD-3474,15,911.29,13669.35,2026-03-24,Delivered,Net Banking
ORD-5723,STR-2037,CUST-4004,PRD-3273,11,3850.23,42352.53,2025-12-02,Delivered,UPI
ORD-5724,STR-2050,CUST-4595,PRD-3335,14,4875.1,68251.4,2025-07-30,Delivered,UPI
ORD-5725,STR-2080,CUST-4230,PRD-3071,20,3156.61,63132.2,2025-02-11,Processing,COD
ORD-5726,STR-2094,CUST-4419,PRD-3485,1,1726.35,1726.35,2025-05-08,Delivered,COD
ORD-5727,STR-2081,CUST-4484,PRD-3351,3,4766.45,14299.35,2025-01-12,Cancelled,COD
ORD-5728,STR-2084,CUST-4399,PRD-3283,17,4337.68,73740.56,2026-03-12,Delivered,Net Banking
ORD-5729,STR-2048,CUST-4741,PRD-3448,8,999.77,7998.16,2025-12-31,Delivered,Credit Card
ORD-5730,STR-2017,CUST-4301,PRD-3034,1,1153.99,1153.99,2025-08-25,Shipped,Escrow
ORD-5731,STR-2088,CUST-4618,PRD-3228,8,4014.25,32114.0,2025-08-25,Processing,UPI
ORD-5732,STR-2078,CUST-4858,PRD-3170,6,1337.59,8025.54,2026-01-05,Delivered,UPI
ORD-5733,STR-2096,CUST-4034,PRD-3350,22,2120.78,46657.16,2025-09-24,Shipped,Net Banking
ORD-5734,STR-2010,CUST-4802,PRD-3214,9,4434.28,39908.52,2025-10-03,Delivered,COD
ORD-5735,STR-2083,CUST-4547,PRD-3366,1,2276.83,2276.83,2026-02-28,Cancelled,UPI
ORD-5736,STR-2038,CUST-4832,PRD-3204,24,3878.49,93083.76,2025-07-06,Shipped,COD
ORD-5737,STR-2081,CUST-4666,PRD-3226,14,3969.0,55566.0,2025-02-23,Delivered,Credit Card
ORD-5738,STR-2098,CUST-4846,PRD-3297,25,3989.35,99733.75,2026-01-05,Delivered,Credit Card
ORD-5739,STR-2053,CUST-4673,PRD-3174,5,4577.93,22889.65,2026-02-12,Shipped,Escrow
ORD-5740,STR-2034,CUST-4100,PRD-3169,21,3514.52,73804.92,2025-08-23,Cancelled,Net Banking
ORD-5741,STR-2097,CUST-4251,PRD-3388,9,1810.85,16297.65,2025-12-19,Shipped,Credit Card
ORD-5742,STR-2058,CUST-4717,PRD-3133,19,1485.2,28218.8,2025-01-19,Returned,Escrow
ORD-5743,STR-2019,CUST-4535,PRD-3148,1,1221.95,1221.95,2025-07-09,Processing,Credit Card
ORD-5744,STR-2092,CUST-4299,PRD-3158,23,917.77,21108.71,2025-11-21,Delivered,Net Banking
ORD-5745,STR-2092,CUST-4451,PRD-3345,10,899.04,8990.4,2026-02-17,Cancelled,Escrow
ORD-5746,STR-2019,CUST-4623,PRD-3150,13,1397.93,18173.09,2025-04-27,Delivered,Escrow
ORD-5747,STR-2075,CUST-4311,PRD-3076,19,208.52,3961.88,2025-07-06,Cancelled,COD
ORD-5748,STR-2096,CUST-4892,PRD-3265,13,2463.33,32023.29,2025-03-29,Delivered,Escrow
ORD-5749,STR-2076,CUST-4874,PRD-3257,11,2688.19,29570.09,2025-07-13,Returned,Net Banking
ORD-5750,STR-2083,CUST-4174,PRD-3446,17,2487.95,42295.15,2025-09-05,Shipped,UPI
ORD-5751,STR-2086,CUST-4970,PRD-3034,11,1240.4,13644.4,2025-04-16,Delivered,Escrow
ORD-5752,STR-2036,CUST-4624,PRD-3399,24,3977.98,95471.52,2025-11-29,Delivered,Credit Card
ORD-5753,STR-2064,CUST-4471,PRD-3292,21,4545.56,95456.76,2026-03-07,Cancelled,COD
ORD-5754,STR-2030,CUST-4760,PRD-3104,12,3371.58,40458.96,2025-07-24,Cancelled,UPI
ORD-5755,STR-2043,CUST-4520,PRD-3035,9,2833.43,25500.87,2025-10-01,Returned,COD
ORD-5756,STR-2011,CUST-4994,PRD-3409,2,2316.17,4632.34,2025-09-25,Delivered,Escrow
ORD-5757,STR-2033,CUST-4817,PRD-3379,6,3495.04,20970.24,2025-11-30,Returned,Escrow
ORD-5758,STR-2030,CUST-4707,PRD-3368,15,1010.54,15158.1,2025-11-08,Delivered,COD
ORD-5759,STR-2036,CUST-4094,PRD-3381,7,3706.69,25946.83,2025-02-02,Delivered,COD
ORD-5760,STR-2039,CUST-4063,PRD-3107,8,1333.11,10664.88,2026-01-25,Processing,Net Banking
ORD-5761,STR-2060,CUST-4101,PRD-3275,2,1696.46,3392.92,2025-11-21,Delivered,Escrow
ORD-5762,STR-2062,CUST-4120,PRD-3227,3,2458.77,7376.31,2025-02-21,Processing,COD
ORD-5763,STR-2028,CUST-4613,PRD-3250,10,2911.25,29112.5,2025-10-25,Shipped,UPI
ORD-5764,STR-2093,CUST-4908,PRD-3227,25,3266.74,81668.5,2025-10-29,Returned,COD
ORD-5765,STR-2097,CUST-4468,PRD-3001,9,3809.62,34286.58,2025-11-04,Delivered,Net Banking
ORD-5766,STR-2081,CUST-4181,PRD-3169,17,2493.91,42396.47,2025-05-26,Cancelled,Credit Card
ORD-5767,STR-2034,CUST-4889,PRD-3273,8,1804.54,14436.32,2025-12-14,Processing,COD
ORD-5768,STR-2040,CUST-4641,PRD-3226,4,4889.56,19558.24,2025-04-04,Shipped,UPI
ORD-5769,STR-2041,CUST-4915,PRD-3499,17,2431.96,41343.32,2025-03-25,Delivered,UPI
ORD-5770,STR-2098,CUST-4443,PRD-3345,10,608.65,6086.5,2026-03-18,Shipped,Credit Card
ORD-5771,STR-2082,CUST-4704,PRD-3276,6,1088.94,6533.64,2025-02-25,Returned,Escrow
ORD-5772,STR-2028,CUST-4315,PRD-3257,10,1702.08,17020.8,2025-09-29,Shipped,UPI
ORD-5773,STR-2088,CUST-4308,PRD-3475,20,1169.92,23398.4,2025-12-11,Delivered,Credit Card
ORD-5774,STR-2021,CUST-4197,PRD-3393,13,3961.18,51495.34,2026-03-13,Delivered,COD
ORD-5775,STR-2085,CUST-4161,PRD-3167,17,4908.6,83446.2,2025-12-01,Processing,Net Banking
ORD-5776,STR-2100,CUST-4744,PRD-3138,8,4674.29,37394.32,2025-08-30,Returned,Credit Card
ORD-5777,STR-2048,CUST-4149,PRD-3157,11,3674.54,40419.94,2026-03-01,Cancelled,Credit Card
ORD-5778,STR-2058,CUST-4316,PRD-3218,19,2058.68,39114.92,2025-08-02,Delivered,Net Banking
ORD-5779,STR-2008,CUST-4992,PRD-3210,12,3282.09,39385.08,2025-03-13,Shipped,Credit Card
ORD-5780,STR-2003,CUST-4839,PRD-3361,7,1161.75,8132.25,2026-01-02,Delivered,Credit Card
ORD-5781,STR-2048,CUST-4025,PRD-3165,14,3985.96,55803.44,2025-06-16,Processing,COD
ORD-5782,STR-2095,CUST-4205,PRD-3409,7,3145.15,22016.05,2025-08-14,Returned,Credit Card
ORD-5783,STR-2014,CUST-4077,PRD-3125,6,1728.59,10371.54,2025-09-03,Cancelled,COD
ORD-5784,STR-2061,CUST-4975,PRD-3498,2,3938.96,7877.92,2025-07-19,Cancelled,Net Banking
ORD-5785,STR-2032,CUST-4287,PRD-3311,19,1968.84,37407.96,2025-02-21,Delivered,Credit Card
ORD-5786,STR-2036,CUST-4551,PRD-3190,15,4629.49,69442.35,2025-02-26,Shipped,Escrow
ORD-5787,STR-2096,CUST-4076,PRD-3167,25,3702.38,92559.5,2026-02-27,Delivered,Escrow
ORD-5788,STR-2076,CUST-4307,PRD-3294,7,2874.91,20124.37,2025-08-13,Delivered,Credit Card
ORD-5789,STR-2074,CUST-4560,PRD-3391,22,1414.49,31118.78,2025-09-29,Returned,Credit Card
ORD-5790,STR-2089,CUST-4023,PRD-3072,25,3884.04,97101.0,2026-03-22,Returned,Credit Card
ORD-5791,STR-2047,CUST-4927,PRD-3396,15,3774.28,56614.2,2025-04-20,Delivered,Credit Card
ORD-5792,STR-2060,CUST-4234,PRD-3236,12,1765.11,21181.32,2025-12-13,Cancelled,Credit Card
ORD-5793,STR-2033,CUST-4619,PRD-3383,1,830.31,830.31,2025-11-25,Shipped,Net Banking
ORD-5794,STR-2051,CUST-4826,PRD-3250,2,4183.62,8367.24,2025-01-31,Processing,Credit Card
ORD-5795,STR-2003,CUST-4580,PRD-3224,2,4804.97,9609.94,2026-03-24,Returned,Credit Card
ORD-5796,STR-2069,CUST-4504,PRD-3145,19,1768.7,33605.3,2025-02-04,Cancelled,UPI
ORD-5797,STR-2073,CUST-4095,PRD-3499,18,3935.85,70845.3,2025-09-30,Delivered,COD
ORD-5798,STR-2012,CUST-4588,PRD-3473,15,3108.65,46629.75,2025-04-08,Returned,UPI
ORD-5799,STR-2099,CUST-4701,PRD-3221,9,2408.72,21678.48,2026-03-27,Cancelled,Escrow
ORD-5800,STR-2084,CUST-4339,PRD-3038,6,3292.02,19752.12,2025-06-23,Shipped,COD
ORD-5801,STR-2100,CUST-4710,PRD-3379,14,4463.58,62490.12,2025-07-25,Processing,Credit Card
ORD-5802,STR-2001,CUST-4639,PRD-3425,13,241.53,3139.89,2025-04-26,Delivered,Net Banking
ORD-5803,STR-2020,CUST-4266,PRD-3439,8,2984.23,23873.84,2026-01-29,Delivered,COD
ORD-5804,STR-2059,CUST-4670,PRD-3341,7,3884.15,27189.05,2025-10-22,Delivered,COD
ORD-5805,STR-2020,CUST-4194,PRD-3396,5,1149.8,5749.0,2025-04-03,Delivered,UPI
ORD-5806,STR-2069,CUST-4617,PRD-3484,2,3930.4,7860.8,2025-10-04,Delivered,UPI
ORD-5807,STR-2042,CUST-4892,PRD-3162,8,3342.11,26736.88,2025-04-14,Delivered,Escrow
ORD-5808,STR-2055,CUST-4278,PRD-3120,7,3895.87,27271.09,2025-01-14,Delivered,Net Banking
ORD-5809,STR-2016,CUST-4855,PRD-3486,13,273.31,3553.03,2026-03-21,Cancelled,Escrow
ORD-5810,STR-2049,CUST-4051,PRD-3229,15,2086.01,31290.15,2025-04-16,Returned,Net Banking
ORD-5811,STR-2076,CUST-4835,PRD-3064,3,4850.83,14552.49,2025-09-17,Processing,COD
ORD-5812,STR-2016,CUST-4167,PRD-3388,7,733.74,5136.18,2025-09-08,Cancelled,COD
ORD-5813,STR-2046,CUST-4768,PRD-3163,14,1076.26,15067.64,2025-02-16,Returned,COD
ORD-5814,STR-2047,CUST-4490,PRD-3131,17,693.16,11783.72,2025-08-22,Delivered,UPI
ORD-5815,STR-2049,CUST-4823,PRD-3216,13,4813.61,62576.93,2025-02-21,Delivered,Credit Card
ORD-5816,STR-2040,CUST-4857,PRD-3034,14,4737.81,66329.34,2025-11-30,Delivered,Escrow
ORD-5817,STR-2090,CUST-4087,PRD-3334,21,4079.32,85665.72,2026-03-25,Shipped,UPI
ORD-5818,STR-2036,CUST-4748,PRD-3332,11,370.04,4070.44,2026-03-10,Delivered,Escrow
ORD-5819,STR-2073,CUST-4010,PRD-3066,17,905.43,15392.31,2025-12-22,Shipped,UPI
ORD-5820,STR-2008,CUST-4611,PRD-3411,7,4351.77,30462.39,2025-12-05,Delivered,Credit Card
ORD-5821,STR-2080,CUST-4425,PRD-3422,6,2183.31,13099.86,2025-03-31,Processing,Escrow
ORD-5822,STR-2095,CUST-4829,PRD-3415,22,1030.83,22678.26,2026-03-27,Delivered,Escrow
ORD-5823,STR-2004,CUST-4510,PRD-3105,10,2107.72,21077.2,2025-07-11,Returned,Credit Card
ORD-5824,STR-2080,CUST-4329,PRD-3015,1,1758.17,1758.17,2025-08-29,Delivered,Escrow
ORD-5825,STR-2053,CUST-4048,PRD-3277,13,3848.14,50025.82,2026-01-05,Processing,Escrow
ORD-5826,STR-2021,CUST-4103,PRD-3008,12,4501.37,54016.44,2025-02-17,Shipped,UPI
ORD-5827,STR-2015,CUST-4992,PRD-3244,15,4919.34,73790.1,2026-03-15,Processing,Net Banking
ORD-5828,STR-2018,CUST-4878,PRD-3309,21,153.5,3223.5,2025-09-01,Shipped,Credit Card
ORD-5829,STR-2017,CUST-4331,PRD-3337,18,1923.08,34615.44,2025-11-11,Cancelled,UPI
ORD-5830,STR-2062,CUST-4505,PRD-3384,19,1101.99,20937.81,2025-04-23,Processing,Escrow
ORD-5831,STR-2019,CUST-4231,PRD-3338,3,3754.45,11263.35,2026-01-03,Shipped,Credit Card
ORD-5832,STR-2079,CUST-4108,PRD-3128,8,1365.75,10926.0,2026-01-09,Cancelled,Credit Card
ORD-5833,STR-2043,CUST-4728,PRD-3499,15,3391.53,50872.95,2025-09-24,Processing,COD
ORD-5834,STR-2035,CUST-4779,PRD-3461,5,1740.53,8702.65,2025-07-11,Cancelled,Escrow
ORD-5835,STR-2075,CUST-4755,PRD-3479,2,3777.49,7554.98,2026-02-14,Shipped,UPI
ORD-5836,STR-2026,CUST-4187,PRD-3008,5,3227.96,16139.8,2026-03-04,Returned,Escrow
ORD-5837,STR-2021,CUST-4407,PRD-3166,1,2924.62,2924.62,2025-09-05,Returned,Credit Card
ORD-5838,STR-2025,CUST-4644,PRD-3446,19,2117.44,40231.36,2025-04-20,Shipped,COD
ORD-5839,STR-2034,CUST-4559,PRD-3226,4,3763.06,15052.24,2025-12-02,Returned,COD
ORD-5840,STR-2044,CUST-4346,PRD-3457,6,1388.13,8328.78,2026-02-18,Returned,Net Banking
ORD-5841,STR-2099,CUST-4563,PRD-3234,22,618.04,13596.88,2026-03-15,Delivered,COD
ORD-5842,STR-2034,CUST-4065,PRD-3401,12,2218.6,26623.2,2025-01-14,Processing,Escrow
ORD-5843,STR-2013,CUST-4233,PRD-3500,15,4175.88,62638.2,2025-03-03,Processing,Credit Card
ORD-5844,STR-2017,CUST-4895,PRD-3178,10,2344.94,23449.4,2025-10-11,Delivered,COD
ORD-5845,STR-2024,CUST-4408,PRD-3420,17,1095.16,18617.72,2026-03-07,Cancelled,Escrow
ORD-5846,STR-2100,CUST-4018,PRD-3102,24,3761.29,90270.96,2025-09-27,Processing,Escrow
ORD-5847,STR-2073,CUST-4881,PRD-3272,17,377.93,6424.81,2025-09-30,Delivered,COD
ORD-5848,STR-2030,CUST-4711,PRD-3485,17,958.75,16298.75,2025-03-23,Delivered,Escrow
ORD-5849,STR-2082,CUST-4650,PRD-3440,20,1247.35,24947.0,2026-01-20,Cancelled,Escrow
ORD-5850,STR-2070,CUST-4965,PRD-3490,20,2206.48,44129.6,2025-04-14,Delivered,UPI
ORD-5851,STR-2052,CUST-4304,PRD-3200,17,4864.24,82692.08,2025-09-01,Shipped,Credit Card
ORD-5852,STR-2018,CUST-4739,PRD-3481,10,151.72,1517.2,2025-05-09,Cancelled,COD
ORD-5853,STR-2086,CUST-4320,PRD-3107,24,3123.62,74966.88,2025-02-04,Delivered,Net Banking
ORD-5854,STR-2018,CUST-4148,PRD-3247,6,3858.28,23149.68,2026-02-18,Delivered,Net Banking
ORD-5855,STR-2021,CUST-4662,PRD-3215,13,3018.37,39238.81,2025-05-08,Returned,Credit Card
ORD-5856,STR-2010,CUST-4232,PRD-3494,9,831.14,7480.26,2025-07-25,Delivered,COD
ORD-5857,STR-2087,CUST-4156,PRD-3106,15,840.68,12610.2,2025-05-22,Returned,Credit Card
ORD-5858,STR-2002,CUST-4653,PRD-3061,17,1659.13,28205.21,2025-02-22,Returned,COD
ORD-5859,STR-2061,CUST-4238,PRD-3339,15,1599.29,23989.35,2025-03-05,Processing,COD
ORD-5860,STR-2059,CUST-4158,PRD-3037,25,4565.95,114148.75,2025-06-24,Delivered,UPI
ORD-5861,STR-2049,CUST-4859,PRD-3457,9,697.26,6275.34,2025-08-27,Shipped,COD
ORD-5862,STR-2022,CUST-4898,PRD-3364,23,4347.7,99997.1,2025-09-07,Returned,Credit Card
ORD-5863,STR-2029,CUST-4536,PRD-3053,3,4988.39,14965.17,2025-11-05,Processing,Credit Card
ORD-5864,STR-2031,CUST-4891,PRD-3436,22,2548.48,56066.56,2025-12-26,Shipped,Net Banking
ORD-5865,STR-2008,CUST-4654,PRD-3054,25,1508.99,37724.75,2026-01-06,Cancelled,Credit Card
ORD-5866,STR-2033,CUST-4656,PRD-3261,11,2185.28,24038.08,2026-03-05,Delivered,Credit Card
ORD-5867,STR-2011,CUST-4014,PRD-3052,23,4059.06,93358.38,2025-05-05,Processing,Net Banking
ORD-5868,STR-2029,CUST-4606,PRD-3223,22,1438.91,31656.02,2026-02-04,Returned,Net Banking
ORD-5869,STR-2072,CUST-4622,PRD-3429,19,1972.74,37482.06,2025-09-23,Returned,Net Banking
ORD-5870,STR-2006,CUST-4617,PRD-3056,19,4215.3,80090.7,2025-11-26,Delivered,COD
ORD-5871,STR-2013,CUST-4121,PRD-3495,25,1307.28,32682.0,2025-10-25,Cancelled,COD
ORD-5872,STR-2054,CUST-4835,PRD-3202,23,3759.9,86477.7,2025-06-27,Cancelled,Net Banking
ORD-5873,STR-2059,CUST-4588,PRD-3443,17,330.79,5623.43,2025-07-24,Returned,Net Banking
ORD-5874,STR-2086,CUST-4930,PRD-3014,7,2899.61,20297.27,2025-01-13,Cancelled,Credit Card
ORD-5875,STR-2013,CUST-4300,PRD-3472,14,4039.19,56548.66,2026-01-09,Shipped,Credit Card
ORD-5876,STR-2046,CUST-4839,PRD-3350,12,1859.04,22308.48,2025-05-08,Delivered,Net Banking
ORD-5877,STR-2007,CUST-4333,PRD-3235,23,4956.23,113993.29,2025-05-15,Returned,Escrow
ORD-5878,STR-2027,CUST-4572,PRD-3395,18,3294.19,59295.42,2026-01-15,Shipped,Credit Card
ORD-5879,STR-2100,CUST-4836,PRD-3089,16,4304.73,68875.68,2025-06-20,Delivered,COD
ORD-5880,STR-2069,CUST-4758,PRD-3413,8,1685.19,13481.52,2025-06-06,Delivered,UPI
ORD-5881,STR-2082,CUST-4416,PRD-3161,20,2561.38,51227.6,2025-04-06,Returned,Net Banking
ORD-5882,STR-2026,CUST-4272,PRD-3439,23,2504.39,57600.97,2025-06-22,Returned,Net Banking
ORD-5883,STR-2047,CUST-4773,PRD-3082,6,1715.38,10292.28,2025-02-27,Delivered,COD
ORD-5884,STR-2040,CUST-4931,PRD-3260,23,3265.19,75099.37,2025-06-01,Returned,COD
ORD-5885,STR-2069,CUST-4183,PRD-3204,20,3523.84,70476.8,2025-04-12,Delivered,UPI
ORD-5886,STR-2092,CUST-4613,PRD-3469,22,2112.49,46474.78,2025-05-15,Delivered,Credit Card
ORD-5887,STR-2069,CUST-4363,PRD-3204,5,4618.1,23090.5,2025-02-23,Returned,Credit Card
ORD-5888,STR-2079,CUST-4584,PRD-3498,3,1720.61,5161.83,2025-04-26,Shipped,UPI
ORD-5889,STR-2032,CUST-4562,PRD-3080,22,4964.48,109218.56,2025-01-14,Shipped,Escrow
ORD-5890,STR-2089,CUST-4225,PRD-3126,8,2285.73,18285.84,2026-02-20,Delivered,Escrow
ORD-5891,STR-2002,CUST-4304,PRD-3125,1,4309.03,4309.03,2025-09-05,Returned,Net Banking
ORD-5892,STR-2054,CUST-4570,PRD-3283,19,1082.36,20564.84,2025-04-06,Returned,COD
ORD-5893,STR-2075,CUST-4410,PRD-3322,19,4459.73,84734.87,2025-07-18,Cancelled,Credit Card
ORD-5894,STR-2091,CUST-4816,PRD-3187,9,2241.88,20176.92,2025-07-06,Delivered,Credit Card
ORD-5895,STR-2070,CUST-4366,PRD-3040,23,802.29,18452.67,2026-03-17,Returned,Escrow
ORD-5896,STR-2069,CUST-4593,PRD-3066,4,4907.9,19631.6,2026-02-06,Processing,Net Banking
ORD-5897,STR-2069,CUST-4322,PRD-3054,20,1254.95,25099.0,2025-06-28,Cancelled,COD
