escrow_id,order_id,escrow_amount_inr,status,funded_date,released_date
ESC-6410,ORD-5143,11601.26,Released,2025-03-13,2025-03-20
ESC-6411,ORD-6700,129473.95,Released,2025-04-14,2025-04-26
ESC-6412,ORD-5154,38748.71,Funded,2025-05-12,
ESC-6413,ORD-6013,10702.43,Funded,2025-10-06,
ESC-6414,ORD-5778,149974.13,Released,2025-05-04,2025-05-07
ESC-6415,ORD-5324,18502.9,Funded,2025-09-18,
ESC-6416,ORD-6077,101116.13,Released,2025-07-01,2025-07-08
ESC-6417,ORD-7056,80937.12,Released,2025-09-25,2025-10-05
ESC-6418,ORD-6310,57300.77,Disputed,2025-05-29,
ESC-6419,ORD-6457,25138.26,Released,2025-02-23,2025-03-03
ESC-6420,ORD-5307,43280.82,Released,2025-08-23,2025-08-30
ESC-6421,ORD-6420,69586.36,In Inspection,2025-04-19,
ESC-6422,ORD-6300,13246.55,Released,2025-10-20,2025-10-31
ESC-6423,ORD-5819,98399.62,Released,2025-02-15,2025-02-28
ESC-6424,ORD-5990,50906.33,Released,2025-08-06,2025-08-18
ESC-6425,ORD-6770,146073.08,Released,2025-04-15,2025-04-26
ESC-6426,ORD-7356,54921.68,Disputed,2025-10-03,
ESC-6427,ORD-6792,100483.44,Funded,2025-08-26,
ESC-6428,ORD-7187,138704.99,Released,2025-07-18,2025-07-21
ESC-6429,ORD-5503,91000.86,Disputed,2025-10-26,
ESC-6430,ORD-5455,116799.74,Disputed,2025-08-10,
ESC-6431,ORD-5529,41401.21,Released,2025-06-06,2025-06-19
ESC-6432,ORD-6928,64583.51,Released,2025-04-11,2025-04-20
ESC-6433,ORD-7199,44383.69,Released,2025-09-26,2025-10-04
ESC-6434,ORD-5479,74073.84,In Inspection,2025-08-23,
ESC-6435,ORD-5784,66530.8,In Inspection,2025-01-25,
ESC-6436,ORD-5371,122366.31,Funded,2025-03-09,
ESC-6437,ORD-7026,122445.56,In Inspection,2025-01-30,
ESC-6438,ORD-6282,128769.09,Disputed,2025-03-07,
ESC-6439,ORD-5037,30211.23,Disputed,2025-08-21,
ESC-6440,ORD-5651,17376.74,Released,2025-03-05,2025-03-13
ESC-6441,ORD-5309,86889.35,Disputed,2025-05-21,
ESC-6442,ORD-6442,110323.93,Released,2025-03-29,2025-04-05
ESC-6443,ORD-6109,64018.18,Released,2025-03-19,2025-03-22
ESC-6444,ORD-5385,60126.2,Released,2025-07-28,2025-08-03
ESC-6445,ORD-5966,91239.77,Disputed,2025-06-30,
ESC-6446,ORD-5150,79483.76,Released,2025-04-07,2025-04-21
ESC-6447,ORD-5539,59030.98,Released,2025-05-04,2025-05-17
ESC-6448,ORD-7206,15973.19,Released,2025-01-08,2025-01-14
ESC-6449,ORD-5220,97372.74,Released,2025-06-10,2025-06-22
ESC-6450,ORD-7159,126132.16,Funded,2025-05-21,
ESC-6451,ORD-5654,11540.02,Released,2025-09-28,2025-10-05
ESC-6452,ORD-5777,113570.97,Released,2025-01-26,2025-02-05
ESC-6453,ORD-6147,56938.2,Disputed,2025-04-19,
ESC-6454,ORD-6011,141394.99,In Inspection,2025-01-28,
ESC-6455,ORD-7394,96848.53,In Inspection,2025-08-27,
ESC-6456,ORD-5101,23107.8,Released,2025-01-03,2025-01-10
ESC-6457,ORD-5829,15190.75,In Inspection,2025-01-07,
ESC-6458,ORD-6918,73921.93,Disputed,2025-10-13,
ESC-6459,ORD-5713,37252.42,Released,2025-05-04,2025-05-09
ESC-6460,ORD-7003,72520.48,Disputed,2025-04-23,
ESC-6461,ORD-7006,66834.36,Released,2025-05-12,2025-05-22
ESC-6462,ORD-6630,12068.56,Released,2025-08-16,2025-08-24
ESC-6463,ORD-6949,142184.51,Released,2025-06-14,2025-06-21
ESC-6464,ORD-7284,139195.96,Released,2025-08-28,2025-09-01
ESC-6465,ORD-5737,136597.77,Released,2025-08-08,2025-08-12
ESC-6466,ORD-6391,133969.0,Released,2025-10-25,2025-10-31
ESC-6467,ORD-7364,112383.86,Released,2025-05-17,2025-05-22
ESC-6468,ORD-6896,106900.91,Released,2025-02-05,2025-02-13
ESC-6469,ORD-5242,140226.28,Funded,2025-04-17,
ESC-6470,ORD-6044,124999.71,Released,2025-05-08,2025-05-20
ESC-6471,ORD-5208,66907.95,Released,2025-10-04,2025-10-16
ESC-6472,ORD-6354,76876.36,Released,2025-08-17,2025-08-27
ESC-6473,ORD-5774,34244.71,In Inspection,2025-02-05,
ESC-6474,ORD-5540,91445.62,In Inspection,2025-01-23,
ESC-6475,ORD-5906,68863.53,Funded,2025-02-26,
ESC-6476,ORD-5607,147993.56,Released,2025-05-05,2025-05-17
ESC-6477,ORD-6486,48971.09,Disputed,2025-02-14,
ESC-6478,ORD-6179,120801.08,Funded,2025-02-15,
ESC-6479,ORD-6727,141210.84,Released,2025-04-01,2025-04-04
ESC-6480,ORD-6604,128815.3,Disputed,2025-06-16,
ESC-6481,ORD-7450,15604.28,Funded,2025-05-22,
ESC-6482,ORD-6030,30464.49,Released,2025-04-21,2025-04-30
ESC-6483,ORD-6094,45289.96,Released,2025-03-24,2025-04-07
ESC-6484,ORD-7308,121733.67,Released,2025-02-17,2025-02-24
ESC-6485,ORD-5604,25555.74,Disputed,2025-01-04,
ESC-6486,ORD-5231,70849.81,Released,2025-03-26,2025-04-05
ESC-6487,ORD-6631,108375.96,Released,2025-06-13,2025-06-18
ESC-6488,ORD-6892,77520.32,Disputed,2025-09-17,
ESC-6489,ORD-6827,138456.76,Released,2025-09-04,2025-09-08
ESC-6490,ORD-5231,91233.76,Released,2025-04-07,2025-04-18
ESC-6491,ORD-6525,34661.98,Funded,2025-01-23,
ESC-6492,ORD-7409,8899.65,Funded,2025-08-05,
ESC-6493,ORD-5868,96035.1,Released,2025-06-25,2025-07-06
ESC-6494,ORD-6738,97694.84,Released,2025-08-17,2025-08-25
ESC-6495,ORD-6162,61866.87,In Inspection,2025-07-31,
ESC-6496,ORD-5494,73216.54,In Inspection,2025-06-08,
ESC-6497,ORD-6895,98997.82,Released,2025-05-29,2025-06-05
ESC-6498,ORD-6726,96564.05,Released,2025-04-05,2025-04-19
ESC-6499,ORD-6176,123456.7,Released,2025-07-31,2025-08-11
ESC-6500,ORD-6168,140895.48,Funded,2025-06-21,
ESC-6501,ORD-6216,112913.26,Disputed,2025-04-13,
ESC-6502,ORD-6364,20360.4,Released,2025-09-11,2025-09-17
ESC-6503,ORD-6285,145997.95,Funded,2025-09-21,
ESC-6504,ORD-6501,18463.23,Disputed,2025-09-13,
ESC-6505,ORD-6622,86410.01,Released,2025-07-03,2025-07-17
ESC-6506,ORD-7320,55737.28,In Inspection,2025-07-29,
ESC-6507,ORD-6341,118887.7,Funded,2025-01-22,
ESC-6508,ORD-5937,106537.52,Released,2025-06-11,2025-06-16
ESC-6509,ORD-5747,86481.91,Released,2025-05-20,2025-05-31
ESC-6510,ORD-6050,96520.57,Funded,2025-01-05,
ESC-6511,ORD-7310,26063.99,Released,2025-06-16,2025-06-20
ESC-6512,ORD-6088,52430.44,Released,2025-10-28,2025-11-10
ESC-6513,ORD-6509,126278.91,Released,2025-08-21,2025-09-03
ESC-6514,ORD-5535,36403.2,Released,2025-07-31,2025-08-03
ESC-6515,ORD-6119,12837.79,Released,2025-08-08,2025-08-15
ESC-6516,ORD-5877,10969.1,In Inspection,2025-08-30,
ESC-6517,ORD-5190,82905.68,Released,2025-09-07,2025-09-12
ESC-6518,ORD-5733,89574.78,Released,2025-03-04,2025-03-07
ESC-6519,ORD-5821,55851.29,Released,2025-06-09,2025-06-22
ESC-6520,ORD-5780,91901.35,Released,2025-07-09,2025-07-12
ESC-6521,ORD-5357,108154.13,Disputed,2025-06-06,
ESC-6522,ORD-7326,60633.15,Released,2025-10-13,2025-10-20
ESC-6523,ORD-5105,70477.63,Released,2025-06-18,2025-06-24
ESC-6524,ORD-7472,10529.19,In Inspection,2025-08-28,
ESC-6525,ORD-7206,140240.19,Disputed,2025-05-31,
ESC-6526,ORD-7044,61923.98,Disputed,2025-01-13,
ESC-6527,ORD-5207,142755.39,Released,2025-09-16,2025-09-21
ESC-6528,ORD-6273,47258.62,Released,2025-07-20,2025-07-29
ESC-6529,ORD-7489,48019.63,In Inspection,2025-04-24,
ESC-6530,ORD-6768,139569.52,Funded,2025-10-17,
ESC-6531,ORD-6267,33528.34,Released,2025-09-16,2025-09-21
ESC-6532,ORD-6459,136049.73,Funded,2025-09-29,
ESC-6533,ORD-6340,51970.06,Released,2025-06-21,2025-07-04
ESC-6534,ORD-6750,26862.19,Released,2025-04-05,2025-04-14
ESC-6535,ORD-6558,85920.9,Released,2025-04-18,2025-04-23
ESC-6536,ORD-6342,68569.07,Released,2025-09-07,2025-09-13
ESC-6537,ORD-6246,108381.41,Released,2025-10-04,2025-10-18
ESC-6538,ORD-7482,107461.66,Released,2025-01-29,2025-02-12
ESC-6539,ORD-6108,71459.91,Released,2025-05-04,2025-05-11
ESC-6540,ORD-6030,131597.69,Released,2025-08-02,2025-08-11
ESC-6541,ORD-5432,9281.0,Funded,2025-06-02,
ESC-6542,ORD-7456,110007.98,Released,2025-02-14,2025-02-25
ESC-6543,ORD-5198,147097.28,In Inspection,2025-07-22,
ESC-6544,ORD-5692,76567.64,In Inspection,2025-07-17,
ESC-6545,ORD-7130,105071.05,Released,2025-03-28,2025-04-04
ESC-6546,ORD-6027,91600.46,Released,2025-01-10,2025-01-16
ESC-6547,ORD-6476,14799.25,Released,2025-06-15,2025-06-24
ESC-6548,ORD-5356,36358.32,Released,2025-05-20,2025-05-23
ESC-6549,ORD-7300,146314.99,Released,2025-05-01,2025-05-05
ESC-6550,ORD-7231,39017.16,Funded,2025-03-04,
ESC-6551,ORD-6619,87947.07,Released,2025-05-18,2025-05-28
ESC-6552,ORD-6724,88878.51,Released,2025-04-15,2025-04-25
ESC-6553,ORD-7023,91364.0,Released,2025-10-10,2025-10-13
ESC-6554,ORD-5373,116944.6,Released,2025-03-23,2025-03-26
ESC-6555,ORD-5315,59369.47,Funded,2025-09-14,
ESC-6556,ORD-6504,29106.13,Funded,2025-03-20,
ESC-6557,ORD-5985,88041.18,Released,2025-03-19,2025-03-25
ESC-6558,ORD-5300,139406.65,Released,2025-07-22,2025-08-04
ESC-6559,ORD-5889,102636.17,Released,2025-01-03,2025-01-15
ESC-6560,ORD-7267,28671.39,Released,2025-09-06,2025-09-09
ESC-6561,ORD-5752,38549.93,In Inspection,2025-08-07,
ESC-6562,ORD-6983,30126.42,Funded,2025-04-04,
ESC-6563,ORD-6425,91648.29,Released,2025-02-20,2025-03-05
ESC-6564,ORD-6870,74178.78,Released,2025-07-24,2025-08-05
ESC-6565,ORD-5057,3650.88,Funded,2025-02-23,
ESC-6566,ORD-7384,96731.0,Disputed,2025-02-10,
ESC-6567,ORD-6897,57992.17,Released,2025-04-19,2025-04-24
ESC-6568,ORD-6205,127865.56,In Inspection,2025-05-03,
ESC-6569,ORD-6054,148700.19,In Inspection,2025-09-04,
ESC-6570,ORD-5466,57475.91,Funded,2025-06-10,
ESC-6571,ORD-6167,108520.44,Released,2025-08-11,2025-08-23
ESC-6572,ORD-5473,19251.07,Disputed,2025-01-30,
ESC-6573,ORD-7263,69198.92,Released,2025-09-05,2025-09-10
ESC-6574,ORD-7184,145185.94,Funded,2025-05-11,
ESC-6575,ORD-5219,9371.59,Released,2025-09-24,2025-09-27
ESC-6576,ORD-7234,140131.07,Released,2025-05-25,2025-06-07
ESC-6577,ORD-7327,97123.1,Released,2025-04-15,2025-04-20
ESC-6578,ORD-5464,58614.83,Disputed,2025-01-07,
ESC-6579,ORD-5103,57762.04,In Inspection,2025-04-20,
ESC-6580,ORD-5729,41631.55,Funded,2025-10-07,
ESC-6581,ORD-5957,22977.77,Disputed,2025-06-29,
ESC-6582,ORD-5766,107431.33,Released,2025-03-24,2025-04-01
ESC-6583,ORD-5605,99192.24,Funded,2025-03-25,
ESC-6584,ORD-5362,34985.78,Funded,2025-08-12,
ESC-6585,ORD-6915,85689.93,Disputed,2025-05-29,
ESC-6586,ORD-5679,80546.99,Disputed,2025-04-21,
ESC-6587,ORD-5686,133854.26,Released,2025-01-14,2025-01-18
ESC-6588,ORD-5342,61631.47,In Inspection,2025-02-26,
ESC-6589,ORD-5463,120972.7,Released,2025-10-02,2025-10-11
ESC-6590,ORD-5556,143080.03,Funded,2025-04-02,
ESC-6591,ORD-6311,16637.98,Released,2025-09-17,2025-09-26
ESC-6592,ORD-6051,113716.83,Released,2025-08-15,2025-08-21
ESC-6593,ORD-5065,27668.23,Funded,2025-10-21,
ESC-6594,ORD-6225,14841.23,Disputed,2025-06-23,
ESC-6595,ORD-5855,97005.68,Funded,2025-05-25,
ESC-6596,ORD-5049,55749.57,Released,2025-02-09,2025-02-21
ESC-6597,ORD-7138,43949.25,Funded,2025-02-01,
ESC-6598,ORD-6404,6551.63,Released,2025-06-13,2025-06-16
ESC-6599,ORD-7162,40770.03,Released,2025-03-25,2025-04-05
ESC-6600,ORD-6193,63396.91,Released,2025-08-17,2025-08-20
ESC-6601,ORD-5954,117796.2,In Inspection,2025-05-09,
ESC-6602,ORD-6787,69182.43,Released,2025-01-26,2025-02-09
ESC-6603,ORD-5029,84972.05,Disputed,2025-04-27,
ESC-6604,ORD-5098,98435.71,Released,2025-05-20,2025-06-02
ESC-6605,ORD-6205,125039.73,Released,2025-09-19,2025-09-25
ESC-6606,ORD-6319,50831.78,Funded,2025-02-13,
ESC-6607,ORD-7038,135658.57,Released,2025-03-27,2025-04-06
ESC-6608,ORD-7437,147330.38,Released,2025-03-12,2025-03-23
ESC-6609,ORD-5768,85794.41,Funded,2025-10-08,
ESC-6610,ORD-5968,21739.32,Released,2025-02-25,2025-03-01
ESC-6611,ORD-5646,11823.61,Released,2025-05-11,2025-05-14
ESC-6612,ORD-6750,134570.2,Released,2025-10-01,2025-10-04
ESC-6613,ORD-5299,133154.76,In Inspection,2025-01-21,
ESC-6614,ORD-6491,6846.86,Released,2025-01-22,2025-01-31
ESC-6615,ORD-6290,11971.85,Disputed,2025-08-29,
ESC-6616,ORD-6119,128739.5,Released,2025-02-09,2025-02-23
ESC-6617,ORD-5364,70481.02,Disputed,2025-07-21,
ESC-6618,ORD-6113,82263.45,Released,2025-10-18,2025-10-27
ESC-6619,ORD-7090,84532.22,Released,2025-02-15,2025-02-20
ESC-6620,ORD-6043,124845.19,Released,2025-01-13,2025-01-20
ESC-6621,ORD-6220,82596.15,Funded,2025-05-07,
ESC-6622,ORD-7222,147442.8,In Inspection,2025-03-03,
ESC-6623,ORD-7366,11710.02,Funded,2025-02-21,
ESC-6624,ORD-6124,123589.55,Released,2025-07-28,2025-08-07
ESC-6625,ORD-6648,71046.51,Released,2025-02-06,2025-02-18
ESC-6626,ORD-6386,21563.83,In Inspection,2025-07-24,
ESC-6627,ORD-5119,16723.91,Funded,2025-10-18,
ESC-6628,ORD-5628,119046.84,Released,2025-08-05,2025-08-12
ESC-6629,ORD-6357,13577.46,Released,2025-08-27,2025-08-30
ESC-6630,ORD-5529,132935.73,Disputed,2025-04-16,
ESC-6631,ORD-7274,3118.97,Disputed,2025-06-29,
ESC-6632,ORD-5943,47536.72,In Inspection,2025-03-25,
ESC-6633,ORD-6804,70416.2,Released,2025-06-15,2025-06-21
ESC-6634,ORD-5610,11249.51,Released,2025-04-04,2025-04-15
ESC-6635,ORD-6097,79809.82,In Inspection,2025-08-31,
ESC-6636,ORD-5966,55712.23,In Inspection,2025-09-13,
ESC-6637,ORD-5716,146824.34,Released,2025-04-08,2025-04-14
ESC-6638,ORD-6391,105836.63,Disputed,2025-01-09,
ESC-6639,ORD-5670,105754.09,Released,2025-01-16,2025-01-28
ESC-6640,ORD-5995,87360.62,Released,2025-08-05,2025-08-11
ESC-6641,ORD-7484,120486.74,Released,2025-07-16,2025-07-23
ESC-6642,ORD-7187,44684.66,Released,2025-08-21,2025-08-27
ESC-6643,ORD-7399,84692.42,Released,2025-07-21,2025-08-03
ESC-6644,ORD-6421,21803.44,Released,2025-02-09,2025-02-20
ESC-6645,ORD-7265,63905.42,Released,2025-07-27,2025-08-01
ESC-6646,ORD-5638,72314.87,Released,2025-04-26,2025-05-02
ESC-6647,ORD-6277,134505.74,Released,2025-03-22,2025-03-25
ESC-6648,ORD-5428,63124.18,Released,2025-05-06,2025-05-13
ESC-6649,ORD-5243,19711.91,Disputed,2025-03-10,
ESC-6650,ORD-5377,57723.86,Disputed,2025-04-11,
ESC-6651,ORD-6047,132630.23,Released,2025-04-01,2025-04-10
ESC-6652,ORD-5868,61669.85,In Inspection,2025-10-12,
ESC-6653,ORD-6719,29337.24,Released,2025-04-10,2025-04-18
ESC-6654,ORD-6882,7242.79,Released,2025-05-17,2025-05-25
ESC-6655,ORD-6488,120383.86,Funded,2025-06-06,
ESC-6656,ORD-5834,42457.03,Released,2025-03-17,2025-03-21
ESC-6657,ORD-5318,18024.8,Released,2025-05-16,2025-05-28
ESC-6658,ORD-6086,45721.6,In Inspection,2025-06-20,
ESC-6659,ORD-6959,97127.89,Released,2025-02-11,2025-02-24
ESC-6660,ORD-7271,80893.09,Released,2025-04-02,2025-04-15
ESC-6661,ORD-6230,58338.4,In Inspection,2025-02-26,
ESC-6662,ORD-6504,13502.67,In Inspection,2025-02-26,
ESC-6663,ORD-5504,146858.62,Released,2025-05-20,2025-05-30
ESC-6664,ORD-5712,135556.13,Disputed,2025-07-18,
ESC-6665,ORD-6181,28759.93,In Inspection,2025-09-14,
ESC-6666,ORD-6812,28095.59,Released,2025-04-15,2025-04-23
ESC-6667,ORD-5879,98642.59,In Inspection,2025-09-28,
ESC-6668,ORD-7031,57761.94,Disputed,2025-10-19,
ESC-6669,ORD-5485,55619.71,Funded,2025-02-01,
ESC-6670,ORD-6904,49122.45,Funded,2025-05-14,
ESC-6671,ORD-6510,147281.9,Disputed,2025-02-08,
ESC-6672,ORD-7167,34985.58,Released,2025-09-03,2025-09-15
ESC-6673,ORD-5727,137816.7,Released,2025-01-25,2025-02-02
ESC-6674,ORD-6907,122383.14,In Inspection,2025-03-29,
ESC-6675,ORD-6066,50331.57,Released,2025-02-09,2025-02-12
ESC-6676,ORD-7061,16039.04,Released,2025-07-27,2025-08-03
ESC-6677,ORD-5978,112061.0,In Inspection,2025-07-16,
ESC-6678,ORD-5689,48009.43,Disputed,2025-01-25,
ESC-6679,ORD-5291,138335.14,Disputed,2025-08-01,
ESC-6680,ORD-5055,65301.62,Disputed,2025-07-19,
ESC-6681,ORD-5468,109495.59,Released,2025-07-31,2025-08-06
ESC-6682,ORD-6827,137187.37,In Inspection,2025-02-22,
ESC-6683,ORD-5603,120349.5,Funded,2025-09-23,
ESC-6684,ORD-7012,90663.89,Disputed,2025-01-19,
ESC-6685,ORD-6581,52379.39,Released,2025-02-09,2025-02-16
ESC-6686,ORD-6794,14819.88,In Inspection,2025-01-05,
ESC-6687,ORD-5420,18353.46,Released,2025-06-13,2025-06-16
ESC-6688,ORD-5569,109754.21,Released,2025-02-11,2025-02-20
ESC-6689,ORD-5181,2743.04,Released,2025-01-27,2025-02-01
ESC-6690,ORD-6969,26845.98,In Inspection,2025-10-05,
ESC-6691,ORD-6703,118907.38,In Inspection,2025-04-27,
ESC-6692,ORD-5548,19140.96,Released,2025-01-31,2025-02-11
ESC-6693,ORD-6602,133563.21,Released,2025-10-08,2025-10-15
ESC-6694,ORD-5578,57359.03,Released,2025-07-22,2025-07-31
ESC-6695,ORD-7477,122626.06,Released,2025-09-16,2025-09-23
ESC-6696,ORD-5672,7281.99,Funded,2025-02-04,
ESC-6697,ORD-6172,15004.65,Released,2025-03-11,2025-03-18
ESC-6698,ORD-6607,4541.47,Released,2025-04-25,2025-05-05
ESC-6699,ORD-5695,38886.91,In Inspection,2025-08-05,
ESC-6700,ORD-5278,108464.43,Released,2025-10-24,2025-11-01
ESC-6701,ORD-5695,79025.81,Released,2025-05-20,2025-05-30
ESC-6702,ORD-6326,99805.47,Disputed,2025-08-12,
ESC-6703,ORD-5874,134570.19,Released,2025-09-15,2025-09-20
ESC-6704,ORD-7430,36369.25,Released,2025-06-10,2025-06-20
ESC-6705,ORD-6958,87280.27,Disputed,2025-10-01,
ESC-6706,ORD-5856,60018.02,Released,2025-01-09,2025-01-19
ESC-6707,ORD-6278,108683.89,Funded,2025-01-21,
ESC-6708,ORD-6512,89027.94,In Inspection,2025-05-20,
ESC-6709,ORD-7194,17748.09,Funded,2025-05-24,
ESC-6710,ORD-5942,86545.58,Released,2025-06-24,2025-07-03
ESC-6711,ORD-5105,131499.47,In Inspection,2025-07-02,
ESC-6712,ORD-7260,95819.32,In Inspection,2025-07-16,
ESC-6713,ORD-6743,108211.37,In Inspection,2025-08-03,
ESC-6714,ORD-5867,55190.89,Disputed,2025-08-28,
ESC-6715,ORD-6609,5020.94,Released,2025-06-17,2025-06-21
ESC-6716,ORD-5703,15343.2,Funded,2025-09-14,
ESC-6717,ORD-6192,21605.77,Released,2025-03-12,2025-03-21
ESC-6718,ORD-6274,126172.9,Released,2025-02-23,2025-03-06
ESC-6719,ORD-5096,131776.25,Released,2025-05-23,2025-05-31
ESC-6720,ORD-7386,45775.69,In Inspection,2025-06-28,
ESC-6721,ORD-7485,95897.37,Released,2025-07-27,2025-08-04
ESC-6722,ORD-5985,52114.01,Released,2025-05-06,2025-05-16
ESC-6723,ORD-6857,115158.28,In Inspection,2025-06-19,
ESC-6724,ORD-5156,123886.14,Disputed,2025-08-02,
ESC-6725,ORD-6485,116582.56,Released,2025-08-23,2025-08-29
ESC-6726,ORD-6991,131633.81,Released,2025-10-14,2025-10-28
ESC-6727,ORD-6445,109794.51,Disputed,2025-03-21,
ESC-6728,ORD-6353,13717.16,Released,2025-06-19,2025-07-03
ESC-6729,ORD-7257,124843.84,Released,2025-08-23,2025-09-04
ESC-6730,ORD-5211,14637.92,Released,2025-06-16,2025-06-21
ESC-6731,ORD-5647,128157.9,In Inspection,2025-03-31,
ESC-6732,ORD-6122,85484.66,Released,2025-06-17,2025-06-22
ESC-6733,ORD-5857,118514.38,Released,2025-09-12,2025-09-19
ESC-6734,ORD-7396,142655.8,In Inspection,2025-01-28,
ESC-6735,ORD-5583,11382.53,Released,2025-09-22,2025-09-30
ESC-6736,ORD-6103,8112.0,Funded,2025-01-31,
ESC-6737,ORD-7295,41178.66,Funded,2025-06-25,
ESC-6738,ORD-7337,107888.55,Released,2025-05-25,2025-05-30
ESC-6739,ORD-6700,85724.2,Released,2025-08-29,2025-09-06
ESC-6740,ORD-5907,125980.6,In Inspection,2025-06-24,
ESC-6741,ORD-5284,106806.97,Released,2025-09-04,2025-09-13
ESC-6742,ORD-6015,51722.14,In Inspection,2025-05-26,
ESC-6743,ORD-6709,12872.66,Released,2025-08-11,2025-08-25
ESC-6744,ORD-5687,5710.42,Funded,2025-09-19,
ESC-6745,ORD-6451,23258.75,Released,2025-05-06,2025-05-12
ESC-6746,ORD-6080,133058.73,Funded,2025-02-05,
ESC-6747,ORD-7160,90825.7,In Inspection,2025-09-11,
ESC-6748,ORD-5774,68701.48,In Inspection,2025-04-02,
ESC-6749,ORD-6567,135535.27,In Inspection,2025-04-07,
ESC-6750,ORD-5896,104502.68,Funded,2025-05-27,
ESC-6751,ORD-5420,107505.01,In Inspection,2025-02-03,
ESC-6752,ORD-6971,15041.76,Released,2025-01-25,2025-01-31
ESC-6753,ORD-5829,147848.82,Disputed,2025-04-29,
ESC-6754,ORD-5251,76929.0,Released,2025-05-30,2025-06-06
ESC-6755,ORD-5356,80548.29,Released,2025-05-08,2025-05-17
ESC-6756,ORD-6761,10497.68,Released,2025-01-09,2025-01-22
ESC-6757,ORD-7478,137909.47,Funded,2025-04-24,
ESC-6758,ORD-6931,136812.63,In Inspection,2025-01-25,
ESC-6759,ORD-5649,103412.64,Funded,2025-01-17,
ESC-6760,ORD-7378,37943.57,Released,2025-09-06,2025-09-20
ESC-6761,ORD-6693,76053.93,Released,2025-08-26,2025-09-05
ESC-6762,ORD-5984,128363.47,Released,2025-08-22,2025-08-31
ESC-6763,ORD-6275,55169.37,Released,2025-06-19,2025-07-01
ESC-6764,ORD-5239,33184.03,In Inspection,2025-02-26,
ESC-6765,ORD-6356,121373.59,Disputed,2025-05-09,
ESC-6766,ORD-5828,55338.66,Disputed,2025-02-26,
ESC-6767,ORD-5442,135507.04,Released,2025-07-15,2025-07-27
ESC-6768,ORD-5837,87194.25,Released,2025-04-16,2025-04-22
ESC-6769,ORD-5202,81760.04,Disputed,2025-03-11,
ESC-6770,ORD-5788,104444.25,Released,2025-02-12,2025-02-18
ESC-6771,ORD-6496,102610.46,Funded,2025-06-09,
ESC-6772,ORD-7131,48947.89,Disputed,2025-01-15,
ESC-6773,ORD-6903,5868.61,Released,2025-05-09,2025-05-12
ESC-6774,ORD-6771,22945.65,Released,2025-01-08,2025-01-17
ESC-6775,ORD-6803,44012.52,Funded,2025-06-13,
ESC-6776,ORD-5506,112586.63,Released,2025-06-06,2025-06-17
ESC-6777,ORD-6956,66954.47,Funded,2025-08-04,
ESC-6778,ORD-6171,85466.84,Released,2025-05-11,2025-05-24
ESC-6779,ORD-5557,69341.97,In Inspection,2025-08-21,
ESC-6780,ORD-6021,10543.44,In Inspection,2025-05-25,
ESC-6781,ORD-5220,66925.38,Released,2025-09-02,2025-09-07
ESC-6782,ORD-6413,27240.0,Funded,2025-03-22,
ESC-6783,ORD-5938,111727.73,Released,2025-09-17,2025-09-29
ESC-6784,ORD-5845,69457.72,Funded,2025-03-24,
ESC-6785,ORD-6533,83064.2,In Inspection,2025-05-16,
ESC-6786,ORD-7174,147988.68,In Inspection,2025-02-13,
ESC-6787,ORD-7424,101309.8,Disputed,2025-06-03,
ESC-6788,ORD-7472,55339.88,Funded,2025-07-16,
ESC-6789,ORD-6368,94678.76,Funded,2025-10-26,
ESC-6790,ORD-6132,48751.18,Released,2025-05-31,2025-06-07
ESC-6791,ORD-6772,39584.63,Released,2025-03-15,2025-03-21
ESC-6792,ORD-7393,3370.99,Released,2025-02-07,2025-02-15
ESC-6793,ORD-5696,47215.95,Released,2025-09-27,2025-10-06
ESC-6794,ORD-7030,81905.88,Released,2025-05-11,2025-05-21
ESC-6795,ORD-5039,118650.79,In Inspection,2025-08-29,
ESC-6796,ORD-7000,90869.65,Released,2025-01-24,2025-01-28
ESC-6797,ORD-6234,57923.2,Funded,2025-04-27,
ESC-6798,ORD-6735,74788.65,Disputed,2025-06-25,
ESC-6799,ORD-5183,112078.3,In Inspection,2025-01-15,
ESC-6800,ORD-5235,120124.88,Released,2025-02-09,2025-02-19
