pricing_id,product_id,old_price_inr,new_price_inr,effective_date,change_reason
PRH-567,PRD-3121,839.51,743.3,2025-06-02,Competitive Matching
PRH-568,PRD-3107,2996.98,2885.85,2025-04-22,Competitive Matching
PRH-569,PRD-3333,1820.66,1676.13,2025-12-11,Competitive Matching
PRH-570,PRD-3116,448.67,450.39,2025-02-09,Cost Adjustment
PRH-571,PRD-3458,3999.98,3722.31,2025-04-11,Competitive Matching
PRH-572,PRD-3134,1895.71,1667.83,2025-07-03,Competitive Matching
PRH-573,PRD-3444,3966.0,3708.56,2025-11-24,Seasonal Sale
PRH-574,PRD-3166,1350.24,1376.8,2025-07-30,Seasonal Sale
PRH-575,PRD-3353,2761.36,2378.67,2025-10-04,Seasonal Sale
PRH-576,PRD-3292,3797.05,4014.07,2025-05-11,Competitive Matching
PRH-577,PRD-3396,2294.01,1983.27,2025-09-20,Competitive Matching
PRH-578,PRD-3178,1951.27,2119.08,2025-08-02,Cost Adjustment
PRH-579,PRD-3388,2343.92,2520.98,2025-02-13,Margin Optimization
PRH-580,PRD-3381,868.78,1024.73,2025-11-02,Seasonal Sale
PRH-581,PRD-3055,3697.07,3559.48,2025-08-03,Competitive Matching
PRH-582,PRD-3052,961.17,1126.71,2025-08-11,Cost Adjustment
PRH-583,PRD-3403,1047.54,1061.24,2025-05-29,Margin Optimization
PRH-584,PRD-3042,1838.09,1838.59,2025-01-06,Competitive Matching
PRH-585,PRD-3140,1115.83,1125.24,2025-01-11,Margin Optimization
PRH-586,PRD-3386,2739.13,2993.92,2025-05-02,Margin Optimization
PRH-587,PRD-3241,497.27,509.38,2025-05-13,Margin Optimization
PRH-588,PRD-3003,1786.9,1989.73,2025-07-11,Seasonal Sale
PRH-589,PRD-3412,496.8,441.06,2025-09-28,Competitive Matching
PRH-590,PRD-3439,201.55,219.81,2025-11-15,Margin Optimization
PRH-591,PRD-3072,3951.65,3948.35,2025-03-14,Cost Adjustment
PRH-592,PRD-3140,538.48,538.76,2025-11-10,Seasonal Sale
PRH-593,PRD-3034,2540.27,3028.53,2025-11-27,Margin Optimization
PRH-594,PRD-3456,1886.4,2214.57,2025-11-20,Margin Optimization
PRH-595,PRD-3161,3024.88,3562.1,2025-07-17,Competitive Matching
PRH-596,PRD-3252,3865.37,3304.88,2025-03-01,Seasonal Sale
PRH-597,PRD-3327,1581.76,1481.11,2025-03-03,Margin Optimization
PRH-598,PRD-3499,1472.52,1663.56,2025-05-14,Margin Optimization
PRH-599,PRD-3430,590.67,525.26,2025-04-30,Competitive Matching
PRH-600,PRD-3026,1061.44,1226.56,2025-03-06,Margin Optimization
PRH-601,PRD-3245,1477.94,1435.07,2025-08-03,Cost Adjustment
PRH-602,PRD-3298,1318.24,1239.54,2025-07-02,Cost Adjustment
PRH-603,PRD-3316,1540.01,1414.99,2025-12-13,Cost Adjustment
PRH-604,PRD-3112,2135.92,2298.71,2025-03-24,Seasonal Sale
PRH-605,PRD-3098,640.37,591.41,2025-11-13,Margin Optimization
PRH-606,PRD-3249,2144.62,2494.01,2025-06-08,Seasonal Sale
PRH-607,PRD-3478,1563.94,1712.12,2025-12-10,Competitive Matching
PRH-608,PRD-3317,2400.01,2772.03,2025-08-26,Margin Optimization
PRH-609,PRD-3210,1139.49,1112.93,2025-07-20,Seasonal Sale
PRH-610,PRD-3073,1469.6,1582.03,2025-05-19,Seasonal Sale
PRH-611,PRD-3250,2830.8,2600.52,2025-07-27,Seasonal Sale
PRH-612,PRD-3258,2089.83,1832.55,2025-03-01,Margin Optimization
PRH-613,PRD-3190,3472.61,4124.84,2025-06-25,Competitive Matching
PRH-614,PRD-3178,3913.47,4155.8,2025-07-09,Cost Adjustment
PRH-615,PRD-3218,2728.82,2817.45,2025-06-22,Seasonal Sale
PRH-616,PRD-3311,1201.94,1195.39,2025-02-01,Margin Optimization
PRH-617,PRD-3361,771.78,746.11,2025-11-18,Competitive Matching
PRH-618,PRD-3063,1897.36,1748.48,2025-11-12,Competitive Matching
PRH-619,PRD-3468,1033.49,991.41,2025-10-17,Cost Adjustment
PRH-620,PRD-3135,803.78,703.25,2025-05-10,Competitive Matching
PRH-621,PRD-3370,3518.13,4066.85,2025-10-24,Margin Optimization
PRH-622,PRD-3237,3402.01,3066.78,2025-03-15,Competitive Matching
PRH-623,PRD-3254,1194.47,1144.58,2025-07-09,Seasonal Sale
PRH-624,PRD-3382,2744.99,2799.09,2025-08-27,Cost Adjustment
PRH-625,PRD-3103,1599.09,1874.64,2025-08-09,Margin Optimization
PRH-626,PRD-3479,3291.32,3735.75,2025-01-26,Margin Optimization
PRH-627,PRD-3405,3865.43,4478.23,2025-10-20,Margin Optimization
PRH-628,PRD-3165,492.29,529.54,2025-10-26,Cost Adjustment
PRH-629,PRD-3203,2875.17,2799.76,2025-02-20,Competitive Matching
PRH-630,PRD-3012,2053.13,2339.13,2025-04-27,Competitive Matching
PRH-631,PRD-3487,3258.03,2886.26,2025-01-22,Competitive Matching
PRH-632,PRD-3061,2906.14,2533.84,2025-01-26,Seasonal Sale
PRH-633,PRD-3289,775.87,673.79,2025-03-15,Competitive Matching
PRH-634,PRD-3046,3076.84,2842.12,2025-01-15,Cost Adjustment
PRH-635,PRD-3092,2423.54,2361.89,2025-02-02,Cost Adjustment
PRH-636,PRD-3156,1876.58,2188.11,2025-08-17,Seasonal Sale
PRH-637,PRD-3316,2374.32,2606.77,2025-07-09,Competitive Matching
PRH-638,PRD-3065,1114.42,1143.85,2025-11-13,Cost Adjustment
PRH-639,PRD-3130,2530.15,2961.14,2025-06-26,Margin Optimization
PRH-640,PRD-3360,3125.95,2999.84,2025-10-06,Competitive Matching
PRH-641,PRD-3146,718.33,706.67,2025-04-11,Seasonal Sale
PRH-642,PRD-3422,3785.36,4246.77,2025-11-21,Competitive Matching
PRH-643,PRD-3453,2975.15,2960.37,2025-02-03,Cost Adjustment
PRH-644,PRD-3107,2909.19,3044.49,2025-01-28,Seasonal Sale
PRH-645,PRD-3151,538.94,465.86,2025-08-05,Cost Adjustment
PRH-646,PRD-3208,2714.94,3058.25,2025-12-05,Competitive Matching
PRH-647,PRD-3412,2410.29,2218.6,2025-11-24,Seasonal Sale
PRH-648,PRD-3448,3982.36,4677.45,2025-03-02,Margin Optimization
PRH-649,PRD-3350,2039.32,2364.46,2025-04-10,Seasonal Sale
PRH-650,PRD-3146,2929.51,3157.99,2025-11-19,Cost Adjustment
PRH-651,PRD-3491,3080.82,3518.26,2025-08-21,Cost Adjustment
PRH-652,PRD-3281,2934.9,2650.66,2025-02-21,Seasonal Sale
PRH-653,PRD-3048,3243.19,3517.85,2025-08-11,Seasonal Sale
PRH-654,PRD-3292,826.86,766.42,2025-09-28,Margin Optimization
PRH-655,PRD-3237,3967.33,4296.74,2025-02-28,Cost Adjustment
PRH-656,PRD-3339,3261.21,2803.16,2025-02-01,Seasonal Sale
PRH-657,PRD-3474,3506.42,4107.57,2025-10-13,Seasonal Sale
PRH-658,PRD-3455,1716.64,1805.93,2025-09-03,Cost Adjustment
PRH-659,PRD-3395,2767.84,3125.48,2025-12-10,Competitive Matching
PRH-660,PRD-3231,2510.97,2412.45,2025-07-03,Margin Optimization
PRH-661,PRD-3159,1227.64,1070.92,2025-02-05,Seasonal Sale
PRH-662,PRD-3179,1309.53,1470.73,2025-04-05,Margin Optimization
PRH-663,PRD-3128,2448.97,2566.39,2025-07-20,Seasonal Sale
PRH-664,PRD-3157,3267.56,3536.31,2025-04-29,Competitive Matching
PRH-665,PRD-3496,2567.43,2234.06,2025-02-06,Margin Optimization
PRH-666,PRD-3325,1511.02,1324.19,2025-06-14,Cost Adjustment
PRH-667,PRD-3311,368.69,396.32,2025-12-02,Seasonal Sale
PRH-668,PRD-3319,2764.56,3092.12,2025-03-12,Margin Optimization
PRH-669,PRD-3316,1117.81,1083.15,2025-10-23,Cost Adjustment
PRH-670,PRD-3013,1655.19,1822.82,2025-04-26,Seasonal Sale
PRH-671,PRD-3110,3694.77,3378.9,2025-07-16,Competitive Matching
PRH-672,PRD-3420,1022.32,1141.27,2025-10-04,Cost Adjustment
PRH-673,PRD-3440,876.42,836.97,2025-07-19,Margin Optimization
PRH-674,PRD-3267,2539.79,2784.91,2025-05-01,Competitive Matching
PRH-675,PRD-3281,1511.34,1459.83,2025-04-04,Cost Adjustment
PRH-676,PRD-3038,206.14,241.8,2025-11-21,Competitive Matching
PRH-677,PRD-3348,1378.39,1544.94,2025-10-09,Competitive Matching
PRH-678,PRD-3252,2459.61,2094.04,2025-05-19,Cost Adjustment
PRH-679,PRD-3188,598.42,661.1,2025-10-09,Margin Optimization
PRH-680,PRD-3008,3899.34,4240.47,2025-03-29,Cost Adjustment
PRH-681,PRD-3370,2676.53,2702.47,2025-11-12,Cost Adjustment
PRH-682,PRD-3069,1508.71,1415.02,2025-11-18,Seasonal Sale
PRH-683,PRD-3294,482.87,572.88,2025-04-17,Seasonal Sale
PRH-684,PRD-3004,2826.32,2507.06,2025-01-27,Seasonal Sale
PRH-685,PRD-3328,2049.78,2106.91,2025-02-04,Cost Adjustment
PRH-686,PRD-3077,3654.58,4233.71,2025-08-21,Seasonal Sale
PRH-687,PRD-3305,1497.95,1709.78,2025-06-17,Competitive Matching
PRH-688,PRD-3453,3882.42,3511.71,2025-04-20,Margin Optimization
PRH-689,PRD-3029,2645.65,2706.12,2025-11-07,Margin Optimization
PRH-690,PRD-3395,3722.44,4017.75,2025-04-19,Seasonal Sale
PRH-691,PRD-3360,287.77,262.8,2025-06-28,Cost Adjustment
PRH-692,PRD-3240,1671.08,1675.95,2025-09-30,Seasonal Sale
PRH-693,PRD-3061,3643.18,3720.36,2025-08-02,Seasonal Sale
PRH-694,PRD-3051,3442.47,3184.04,2025-07-06,Competitive Matching
PRH-695,PRD-3288,872.92,932.19,2025-07-08,Margin Optimization
PRH-696,PRD-3480,1531.74,1387.55,2025-10-24,Seasonal Sale
PRH-697,PRD-3307,3753.03,3618.52,2025-11-03,Cost Adjustment
PRH-698,PRD-3299,3605.48,3779.94,2025-06-02,Cost Adjustment
PRH-699,PRD-3385,1334.5,1304.56,2025-04-17,Margin Optimization
PRH-700,PRD-3219,3414.69,3805.16,2025-10-12,Seasonal Sale
