customer_id,customer_name,city,segment,lifetime_value_inr,total_orders,registration_date
CUST-4349,Customer_349,Kolkata,High Value Loyal,24412.63,38,2025-12-31
CUST-4350,Customer_350,Ahmedabad,At Risk,13547.01,21,2025-12-21
CUST-4351,Customer_351,Bengaluru,High Value Loyal,13670.93,29,2025-11-21
CUST-4352,Customer_352,Chennai,High Value Loyal,66667.62,25,2026-01-08
CUST-4353,Customer_353,Pune,New Registrant,118844.85,25,2025-10-09
CUST-4354,Customer_354,Hyderabad,High Value Loyal,96611.89,22,2025-10-17
CUST-4355,Customer_355,Bengaluru,Frequent Buyer,108930.27,12,2026-01-29
CUST-4356,Customer_356,Mumbai,At Risk,40237.62,29,2025-05-28
CUST-4357,Customer_357,Bengaluru,High Value Loyal,112571.38,13,2025-01-02
CUST-4358,Customer_358,Jaipur,Price Sensitive,3995.45,32,2025-09-13
CUST-4359,Customer_359,Pune,High Value Loyal,76978.03,32,2025-05-02
CUST-4360,Customer_360,Ahmedabad,New Registrant,83285.15,30,2025-07-29
CUST-4361,Customer_361,Kolkata,High Value Loyal,76149.03,1,2025-05-06
CUST-4362,Customer_362,Pune,Price Sensitive,78421.34,36,2025-04-17
CUST-4363,Customer_363,Mumbai,Frequent Buyer,20661.38,42,2025-06-28
CUST-4364,Customer_364,Mumbai,Frequent Buyer,107094.09,43,2025-10-23
CUST-4365,Customer_365,Jaipur,Price Sensitive,43061.11,6,2025-01-26
CUST-4366,Customer_366,Delhi,At Risk,124232.56,11,2025-12-11
CUST-4367,Customer_367,Surat,New Registrant,83463.26,45,2025-11-01
CUST-4368,Customer_368,Jaipur,New Registrant,24233.86,30,2026-01-19
CUST-4369,Customer_369,Jaipur,Price Sensitive,116606.28,6,2026-01-29
CUST-4370,Customer_370,Surat,Price Sensitive,47649.75,25,2025-02-04
CUST-4371,Customer_371,Hyderabad,New Registrant,10453.42,31,2025-03-10
CUST-4372,Customer_372,Delhi,Price Sensitive,42828.04,27,2025-09-26
CUST-4373,Customer_373,Ahmedabad,Frequent Buyer,77476.58,7,2025-10-20
CUST-4374,Customer_374,Pune,High Value Loyal,61748.72,45,2025-11-06
CUST-4375,Customer_375,Surat,At Risk,77083.46,21,2025-05-13
CUST-4376,Customer_376,Pune,New Registrant,124390.48,23,2025-03-08
CUST-4377,Customer_377,Jaipur,New Registrant,63308.62,41,2025-09-12
CUST-4378,Customer_378,Kolkata,Frequent Buyer,110748.8,15,2025-12-29
CUST-4379,Customer_379,Surat,Frequent Buyer,2693.66,2,2025-08-27
CUST-4380,Customer_380,Delhi,Frequent Buyer,100446.63,27,2025-07-31
CUST-4381,Customer_381,Mumbai,Price Sensitive,45332.13,41,2025-04-19
CUST-4382,Customer_382,Mumbai,Frequent Buyer,87027.09,17,2025-02-04
CUST-4383,Customer_383,Surat,Price Sensitive,64569.48,21,2026-01-28
CUST-4384,Customer_384,Mumbai,High Value Loyal,86514.88,22,2025-07-22
CUST-4385,Customer_385,Jaipur,New Registrant,120113.82,12,2025-04-10
CUST-4386,Customer_386,Chennai,Price Sensitive,115479.27,31,2025-08-31
CUST-4387,Customer_387,Mumbai,Frequent Buyer,61483.2,41,2025-08-24
CUST-4388,Customer_388,Pune,Price Sensitive,59152.58,27,2026-01-16
CUST-4389,Customer_389,Mumbai,New Registrant,39169.61,44,2025-06-11
CUST-4390,Customer_390,Pune,New Registrant,4793.01,37,2025-12-17
CUST-4391,Customer_391,Chennai,Price Sensitive,10611.1,10,2025-05-24
CUST-4392,Customer_392,Mumbai,Price Sensitive,122993.3,41,2025-10-01
CUST-4393,Customer_393,Bengaluru,New Registrant,76696.91,12,2025-11-01
CUST-4394,Customer_394,Delhi,Price Sensitive,88895.11,21,2025-12-30
CUST-4395,Customer_395,Mumbai,Price Sensitive,53199.02,32,2025-05-02
CUST-4396,Customer_396,Chennai,At Risk,104108.54,20,2025-04-21
CUST-4397,Customer_397,Pune,Price Sensitive,23939.06,24,2025-01-20
CUST-4398,Customer_398,Ahmedabad,High Value Loyal,56862.33,2,2025-09-05
CUST-4399,Customer_399,Pune,Frequent Buyer,25800.93,31,2026-01-11
CUST-4400,Customer_400,Pune,Price Sensitive,97502.82,10,2026-01-29
CUST-4401,Customer_401,Delhi,New Registrant,85397.87,9,2025-04-16
CUST-4402,Customer_402,Mumbai,At Risk,49979.56,34,2025-03-01
CUST-4403,Customer_403,Mumbai,Price Sensitive,116711.32,44,2025-11-01
CUST-4404,Customer_404,Delhi,Price Sensitive,59692.3,3,2025-02-22
CUST-4405,Customer_405,Pune,Price Sensitive,5253.83,20,2025-11-24
CUST-4406,Customer_406,Ahmedabad,Price Sensitive,27068.05,19,2025-05-22
CUST-4407,Customer_407,Pune,Price Sensitive,97166.42,43,2025-03-02
CUST-4408,Customer_408,Surat,Frequent Buyer,21793.26,8,2025-01-08
CUST-4409,Customer_409,Jaipur,New Registrant,65472.43,14,2025-10-05
CUST-4410,Customer_410,Chennai,New Registrant,41514.4,10,2025-12-27
CUST-4411,Customer_411,Surat,New Registrant,32491.07,5,2025-06-09
CUST-4412,Customer_412,Jaipur,Price Sensitive,68720.69,4,2025-03-08
CUST-4413,Customer_413,Mumbai,At Risk,113153.32,4,2025-02-24
CUST-4414,Customer_414,Hyderabad,High Value Loyal,13049.65,26,2025-04-02
CUST-4415,Customer_415,Jaipur,New Registrant,79610.16,45,2025-12-25
CUST-4416,Customer_416,Kolkata,New Registrant,46063.98,22,2025-04-12
CUST-4417,Customer_417,Pune,High Value Loyal,121776.03,30,2025-10-18
CUST-4418,Customer_418,Bengaluru,High Value Loyal,102074.25,45,2025-08-28
CUST-4419,Customer_419,Delhi,At Risk,40522.98,42,2025-12-30
CUST-4420,Customer_420,Kolkata,At Risk,30882.54,15,2025-03-15
CUST-4421,Customer_421,Jaipur,Price Sensitive,114325.55,26,2025-04-04
CUST-4422,Customer_422,Chennai,Price Sensitive,58027.18,2,2025-02-03
CUST-4423,Customer_423,Kolkata,High Value Loyal,45551.5,30,2025-03-29
CUST-4424,Customer_424,Surat,Price Sensitive,76543.93,9,2025-09-18
CUST-4425,Customer_425,Delhi,At Risk,102650.23,7,2025-06-16
CUST-4426,Customer_426,Pune,High Value Loyal,99572.79,35,2025-08-25
CUST-4427,Customer_427,Hyderabad,New Registrant,53146.63,40,2025-05-05
CUST-4428,Customer_428,Pune,Frequent Buyer,121801.74,25,2025-02-03
CUST-4429,Customer_429,Chennai,Frequent Buyer,102204.67,38,2025-08-09
CUST-4430,Customer_430,Hyderabad,New Registrant,98947.53,35,2025-12-22
CUST-4431,Customer_431,Ahmedabad,Frequent Buyer,83670.0,5,2026-01-14
CUST-4432,Customer_432,Jaipur,At Risk,16504.55,39,2025-08-26
CUST-4433,Customer_433,Chennai,New Registrant,14462.6,29,2025-04-01
CUST-4434,Customer_434,Surat,At Risk,11026.94,7,2025-12-17
CUST-4435,Customer_435,Jaipur,At Risk,42607.51,42,2025-12-05
CUST-4436,Customer_436,Mumbai,High Value Loyal,29157.44,9,2025-10-25
CUST-4437,Customer_437,Mumbai,Frequent Buyer,83457.97,29,2025-09-30
CUST-4438,Customer_438,Surat,At Risk,77907.59,29,2025-04-11
CUST-4439,Customer_439,Ahmedabad,Price Sensitive,39217.58,44,2025-06-05
CUST-4440,Customer_440,Hyderabad,Price Sensitive,123810.43,38,2025-01-05
CUST-4441,Customer_441,Jaipur,New Registrant,52014.18,9,2025-05-31
CUST-4442,Customer_442,Mumbai,Price Sensitive,112881.77,4,2025-01-01
CUST-4443,Customer_443,Pune,Price Sensitive,15938.04,19,2025-01-16
CUST-4444,Customer_444,Ahmedabad,At Risk,88522.18,26,2025-11-17
CUST-4445,Customer_445,Chennai,At Risk,52239.0,28,2025-10-07
CUST-4446,Customer_446,Ahmedabad,Frequent Buyer,60671.75,13,2025-10-12
CUST-4447,Customer_447,Hyderabad,Price Sensitive,105395.43,10,2025-05-28
CUST-4448,Customer_448,Bengaluru,Frequent Buyer,3921.34,42,2025-01-09
CUST-4449,Customer_449,Bengaluru,At Risk,83096.02,9,2025-02-13
CUST-4450,Customer_450,Bengaluru,At Risk,107868.71,45,2025-11-06
CUST-4451,Customer_451,Hyderabad,New Registrant,24525.18,33,2025-08-06
CUST-4452,Customer_452,Pune,At Risk,49627.55,15,2025-04-06
CUST-4453,Customer_453,Hyderabad,New Registrant,3410.17,32,2026-01-10
CUST-4454,Customer_454,Ahmedabad,New Registrant,35483.18,35,2025-10-23
CUST-4455,Customer_455,Chennai,High Value Loyal,122333.6,37,2025-09-05
CUST-4456,Customer_456,Chennai,High Value Loyal,73582.93,45,2025-02-10
CUST-4457,Customer_457,Bengaluru,New Registrant,122988.44,18,2025-08-27
CUST-4458,Customer_458,Pune,High Value Loyal,66611.21,40,2025-02-15
CUST-4459,Customer_459,Ahmedabad,At Risk,79756.2,43,2025-12-09
CUST-4460,Customer_460,Delhi,New Registrant,100267.03,20,2025-11-10
CUST-4461,Customer_461,Mumbai,Price Sensitive,68041.57,1,2025-08-29
CUST-4462,Customer_462,Kolkata,New Registrant,113491.75,37,2026-01-11
CUST-4463,Customer_463,Chennai,At Risk,45732.03,19,2025-05-29
CUST-4464,Customer_464,Bengaluru,High Value Loyal,87643.77,39,2026-01-19
CUST-4465,Customer_465,Surat,New Registrant,34404.28,41,2025-08-31
CUST-4466,Customer_466,Jaipur,Frequent Buyer,72675.35,43,2025-05-30
CUST-4467,Customer_467,Jaipur,High Value Loyal,37634.92,6,2025-03-06
CUST-4468,Customer_468,Pune,High Value Loyal,106802.04,18,2025-05-10
CUST-4469,Customer_469,Bengaluru,New Registrant,36919.06,17,2025-01-08
CUST-4470,Customer_470,Delhi,New Registrant,23890.2,38,2026-01-14
CUST-4471,Customer_471,Bengaluru,At Risk,47796.44,12,2025-05-14
CUST-4472,Customer_472,Ahmedabad,At Risk,24649.13,34,2025-01-17
CUST-4473,Customer_473,Chennai,High Value Loyal,120999.84,39,2025-03-20
CUST-4474,Customer_474,Kolkata,At Risk,96870.05,16,2025-12-05
CUST-4475,Customer_475,Kolkata,Frequent Buyer,28329.95,23,2025-01-28
CUST-4476,Customer_476,Surat,High Value Loyal,8934.09,30,2025-07-24
CUST-4477,Customer_477,Kolkata,Price Sensitive,60842.61,35,2025-04-30
CUST-4478,Customer_478,Hyderabad,At Risk,60637.22,10,2025-09-29
CUST-4479,Customer_479,Hyderabad,High Value Loyal,37877.05,29,2025-07-15
CUST-4480,Customer_480,Chennai,New Registrant,86152.35,3,2025-02-19
CUST-4481,Customer_481,Pune,Price Sensitive,119632.5,28,2025-11-09
CUST-4482,Customer_482,Surat,Price Sensitive,35614.95,7,2025-05-11
CUST-4483,Customer_483,Jaipur,At Risk,58985.8,44,2026-01-19
CUST-4484,Customer_484,Ahmedabad,New Registrant,96885.92,34,2025-06-22
CUST-4485,Customer_485,Bengaluru,Price Sensitive,69582.54,44,2025-01-05
CUST-4486,Customer_486,Delhi,High Value Loyal,52877.97,34,2025-02-23
CUST-4487,Customer_487,Kolkata,Price Sensitive,29378.5,19,2025-05-09
CUST-4488,Customer_488,Ahmedabad,High Value Loyal,5403.31,6,2025-01-30
CUST-4489,Customer_489,Jaipur,Frequent Buyer,118934.9,41,2025-03-04
CUST-4490,Customer_490,Delhi,High Value Loyal,107414.0,9,2025-07-12
CUST-4491,Customer_491,Jaipur,Frequent Buyer,112260.2,45,2025-04-05
CUST-4492,Customer_492,Surat,Price Sensitive,59702.06,5,2025-11-24
CUST-4493,Customer_493,Kolkata,Price Sensitive,96746.49,45,2025-12-08
CUST-4494,Customer_494,Chennai,Price Sensitive,22340.84,5,2025-05-22
CUST-4495,Customer_495,Mumbai,At Risk,50102.33,4,2025-05-13
CUST-4496,Customer_496,Surat,Frequent Buyer,56470.42,32,2025-04-13
CUST-4497,Customer_497,Jaipur,At Risk,24359.17,32,2025-02-25
CUST-4498,Customer_498,Bengaluru,New Registrant,96666.65,14,2025-11-11
CUST-4499,Customer_499,Delhi,At Risk,90136.54,7,2025-01-18
CUST-4500,Customer_500,Delhi,High Value Loyal,72489.71,17,2026-02-02
CUST-4501,Customer_501,Kolkata,High Value Loyal,112322.77,10,2025-12-01
CUST-4502,Customer_502,Mumbai,High Value Loyal,83914.21,18,2025-03-19
CUST-4503,Customer_503,Chennai,At Risk,72893.43,33,2025-12-29
CUST-4504,Customer_504,Kolkata,At Risk,55917.06,5,2025-10-04
CUST-4505,Customer_505,Ahmedabad,High Value Loyal,49591.92,45,2026-02-04
CUST-4506,Customer_506,Kolkata,High Value Loyal,71987.38,23,2025-06-20
CUST-4507,Customer_507,Surat,At Risk,9261.35,42,2025-02-16
CUST-4508,Customer_508,Chennai,New Registrant,107034.4,22,2025-02-11
CUST-4509,Customer_509,Kolkata,Price Sensitive,81854.59,12,2025-10-11
CUST-4510,Customer_510,Mumbai,At Risk,83439.93,20,2025-12-23
CUST-4511,Customer_511,Hyderabad,High Value Loyal,79750.59,23,2025-09-07
CUST-4512,Customer_512,Delhi,At Risk,92577.21,9,2025-01-19
CUST-4513,Customer_513,Ahmedabad,High Value Loyal,90668.03,38,2025-05-03
CUST-4514,Customer_514,Kolkata,At Risk,10216.6,35,2025-11-26
CUST-4515,Customer_515,Surat,At Risk,67907.66,29,2025-01-09
CUST-4516,Customer_516,Mumbai,Price Sensitive,9366.67,3,2025-07-27
CUST-4517,Customer_517,Delhi,Frequent Buyer,101370.2,43,2025-09-25
CUST-4518,Customer_518,Kolkata,New Registrant,20746.82,38,2025-04-30
CUST-4519,Customer_519,Delhi,High Value Loyal,92593.82,32,2025-12-01
CUST-4520,Customer_520,Mumbai,At Risk,113629.41,40,2025-01-24
CUST-4521,Customer_521,Ahmedabad,Frequent Buyer,4259.74,41,2025-01-26
CUST-4522,Customer_522,Surat,High Value Loyal,58382.61,11,2025-10-30
CUST-4523,Customer_523,Delhi,High Value Loyal,16487.01,39,2025-11-12
CUST-4524,Customer_524,Ahmedabad,High Value Loyal,101045.56,28,2025-06-22
CUST-4525,Customer_525,Hyderabad,Price Sensitive,17298.3,44,2025-10-22
CUST-4526,Customer_526,Pune,Frequent Buyer,41894.76,14,2026-01-27
CUST-4527,Customer_527,Mumbai,New Registrant,23747.34,5,2025-03-03
CUST-4528,Customer_528,Surat,Frequent Buyer,95299.89,11,2025-12-23
CUST-4529,Customer_529,Chennai,New Registrant,22713.25,16,2025-10-25
CUST-4530,Customer_530,Mumbai,Frequent Buyer,14746.06,41,2025-11-10
CUST-4531,Customer_531,Hyderabad,Frequent Buyer,4414.71,32,2025-02-11
CUST-4532,Customer_532,Mumbai,High Value Loyal,24478.07,6,2025-12-28
CUST-4533,Customer_533,Jaipur,Price Sensitive,53487.22,31,2025-12-21
CUST-4534,Customer_534,Bengaluru,Frequent Buyer,20028.26,18,2025-09-25
CUST-4535,Customer_535,Kolkata,At Risk,31808.59,12,2025-11-09
CUST-4536,Customer_536,Mumbai,New Registrant,24550.06,32,2025-11-10
CUST-4537,Customer_537,Delhi,Price Sensitive,45112.06,1,2025-10-13
CUST-4538,Customer_538,Ahmedabad,Frequent Buyer,16894.71,34,2025-02-18
CUST-4539,Customer_539,Jaipur,Price Sensitive,108184.55,35,2025-09-17
CUST-4540,Customer_540,Ahmedabad,At Risk,96865.58,43,2025-04-17
CUST-4541,Customer_541,Surat,High Value Loyal,26230.58,10,2025-12-17
CUST-4542,Customer_542,Kolkata,At Risk,24099.67,43,2025-01-23
CUST-4543,Customer_543,Mumbai,Price Sensitive,37420.4,28,2025-05-09
CUST-4544,Customer_544,Chennai,New Registrant,101131.33,30,2025-01-23
CUST-4545,Customer_545,Delhi,High Value Loyal,115795.51,12,2025-03-22
CUST-4546,Customer_546,Mumbai,At Risk,65575.71,5,2025-05-01
CUST-4547,Customer_547,Kolkata,New Registrant,73520.82,27,2025-04-12
CUST-4548,Customer_548,Chennai,Frequent Buyer,97924.47,21,2025-04-27
CUST-4549,Customer_549,Delhi,Frequent Buyer,92874.11,13,2025-07-12
CUST-4550,Customer_550,Ahmedabad,High Value Loyal,60196.31,32,2025-01-28
CUST-4551,Customer_551,Hyderabad,Frequent Buyer,28980.23,40,2025-08-21
CUST-4552,Customer_552,Bengaluru,At Risk,48251.92,30,2026-01-04
CUST-4553,Customer_553,Ahmedabad,Price Sensitive,122005.6,13,2025-06-21
CUST-4554,Customer_554,Bengaluru,High Value Loyal,87295.79,4,2025-05-24
CUST-4555,Customer_555,Bengaluru,High Value Loyal,106827.29,30,2025-08-03
CUST-4556,Customer_556,Bengaluru,Price Sensitive,29432.06,19,2025-11-06
CUST-4557,Customer_557,Bengaluru,New Registrant,113433.32,37,2025-10-11
CUST-4558,Customer_558,Ahmedabad,High Value Loyal,52932.78,34,2025-09-08
CUST-4559,Customer_559,Ahmedabad,New Registrant,60502.4,30,2025-05-23
CUST-4560,Customer_560,Mumbai,At Risk,92681.91,16,2025-05-07
CUST-4561,Customer_561,Chennai,At Risk,73484.71,38,2025-03-18
CUST-4562,Customer_562,Jaipur,High Value Loyal,53677.05,3,2025-01-21
CUST-4563,Customer_563,Kolkata,New Registrant,6618.52,34,2025-07-21
CUST-4564,Customer_564,Kolkata,High Value Loyal,57924.07,16,2025-02-12
CUST-4565,Customer_565,Pune,High Value Loyal,87412.08,27,2025-04-22
CUST-4566,Customer_566,Bengaluru,Price Sensitive,38734.33,42,2025-02-16
CUST-4567,Customer_567,Mumbai,At Risk,84456.86,11,2025-12-27
CUST-4568,Customer_568,Kolkata,New Registrant,94042.62,2,2025-08-21
CUST-4569,Customer_569,Kolkata,Frequent Buyer,109589.38,26,2025-04-05
CUST-4570,Customer_570,Chennai,At Risk,88728.0,1,2025-11-18
CUST-4571,Customer_571,Delhi,At Risk,111945.72,22,2025-09-29
CUST-4572,Customer_572,Mumbai,Price Sensitive,54673.03,18,2025-12-24
CUST-4573,Customer_573,Jaipur,New Registrant,72965.6,14,2025-12-17
CUST-4574,Customer_574,Delhi,New Registrant,110403.79,4,2025-09-21
CUST-4575,Customer_575,Chennai,High Value Loyal,16093.4,24,2025-08-27
CUST-4576,Customer_576,Jaipur,High Value Loyal,47282.47,12,2025-11-28
CUST-4577,Customer_577,Pune,High Value Loyal,71192.88,14,2025-03-12
CUST-4578,Customer_578,Chennai,Frequent Buyer,68605.14,42,2025-09-02
CUST-4579,Customer_579,Jaipur,Frequent Buyer,94763.75,15,2025-06-14
CUST-4580,Customer_580,Chennai,Price Sensitive,64186.83,28,2025-05-22
CUST-4581,Customer_581,Mumbai,High Value Loyal,48169.69,29,2025-09-06
CUST-4582,Customer_582,Pune,New Registrant,104121.08,31,2025-12-30
CUST-4583,Customer_583,Pune,New Registrant,112682.77,29,2025-11-14
CUST-4584,Customer_584,Chennai,High Value Loyal,25573.31,30,2025-02-14
CUST-4585,Customer_585,Delhi,At Risk,112498.37,19,2025-02-09
CUST-4586,Customer_586,Delhi,Frequent Buyer,36302.99,45,2025-03-17
CUST-4587,Customer_587,Kolkata,Frequent Buyer,109686.66,34,2025-11-18
CUST-4588,Customer_588,Mumbai,Price Sensitive,53525.74,44,2025-10-05
CUST-4589,Customer_589,Bengaluru,At Risk,44970.78,29,2026-01-13
CUST-4590,Customer_590,Mumbai,Price Sensitive,25659.93,2,2025-04-29
CUST-4591,Customer_591,Pune,Price Sensitive,52932.24,22,2025-12-02
CUST-4592,Customer_592,Chennai,At Risk,75186.26,45,2025-09-29
CUST-4593,Customer_593,Pune,At Risk,58605.87,37,2025-03-09
CUST-4594,Customer_594,Surat,Frequent Buyer,99185.29,15,2025-09-05
CUST-4595,Customer_595,Chennai,Price Sensitive,96794.34,4,2025-03-17
CUST-4596,Customer_596,Chennai,Price Sensitive,58351.0,11,2025-11-13
CUST-4597,Customer_597,Bengaluru,New Registrant,37442.71,12,2025-12-29
CUST-4598,Customer_598,Bengaluru,Frequent Buyer,31643.4,3,2025-06-12
CUST-4599,Customer_599,Jaipur,Frequent Buyer,56508.86,24,2025-04-05
CUST-4600,Customer_600,Ahmedabad,New Registrant,89123.96,43,2025-06-12
CUST-4601,Customer_601,Chennai,Frequent Buyer,48182.08,35,2025-03-25
CUST-4602,Customer_602,Pune,Price Sensitive,17382.53,2,2025-07-27
CUST-4603,Customer_603,Kolkata,Frequent Buyer,118604.16,21,2025-03-21
CUST-4604,Customer_604,Mumbai,New Registrant,122011.13,22,2025-11-28
CUST-4605,Customer_605,Surat,At Risk,112257.24,37,2025-12-08
CUST-4606,Customer_606,Bengaluru,New Registrant,91746.61,29,2025-06-23
CUST-4607,Customer_607,Delhi,At Risk,112771.37,9,2025-12-14
CUST-4608,Customer_608,Pune,High Value Loyal,40240.07,26,2025-11-13
CUST-4609,Customer_609,Ahmedabad,At Risk,46280.71,21,2025-01-29
CUST-4610,Customer_610,Jaipur,Frequent Buyer,73970.35,15,2026-02-05
CUST-4611,Customer_611,Surat,Frequent Buyer,5262.21,35,2025-08-17
CUST-4612,Customer_612,Delhi,New Registrant,50816.89,32,2025-06-12
CUST-4613,Customer_613,Jaipur,New Registrant,65165.59,4,2025-12-08
CUST-4614,Customer_614,Chennai,At Risk,20623.38,28,2025-07-09
CUST-4615,Customer_615,Hyderabad,Price Sensitive,3993.37,23,2025-06-29
CUST-4616,Customer_616,Surat,At Risk,109601.96,6,2025-04-21
CUST-4617,Customer_617,Kolkata,At Risk,100951.47,19,2025-03-25
CUST-4618,Customer_618,Hyderabad,At Risk,19597.04,38,2025-11-03
CUST-4619,Customer_619,Delhi,Frequent Buyer,27953.51,31,2025-09-26
CUST-4620,Customer_620,Chennai,High Value Loyal,116811.24,38,2026-01-23
CUST-4621,Customer_621,Hyderabad,High Value Loyal,3310.81,41,2025-05-20
CUST-4622,Customer_622,Hyderabad,Frequent Buyer,70587.2,37,2026-01-22
CUST-4623,Customer_623,Bengaluru,Frequent Buyer,25285.79,25,2025-05-29
CUST-4624,Customer_624,Pune,At Risk,7673.53,20,2025-10-27
CUST-4625,Customer_625,Surat,At Risk,71011.93,30,2025-04-25
CUST-4626,Customer_626,Mumbai,High Value Loyal,21367.94,20,2025-11-24
CUST-4627,Customer_627,Kolkata,High Value Loyal,82592.09,19,2025-08-02
CUST-4628,Customer_628,Bengaluru,At Risk,113582.17,42,2025-05-06
CUST-4629,Customer_629,Mumbai,High Value Loyal,96178.0,32,2025-02-04
CUST-4630,Customer_630,Jaipur,Price Sensitive,73680.56,37,2025-08-12
CUST-4631,Customer_631,Surat,At Risk,121846.7,8,2025-07-11
CUST-4632,Customer_632,Pune,New Registrant,4649.27,17,2025-03-25
CUST-4633,Customer_633,Jaipur,High Value Loyal,20401.8,30,2025-12-21
CUST-4634,Customer_634,Bengaluru,Price Sensitive,22505.33,18,2025-07-04
CUST-4635,Customer_635,Hyderabad,Price Sensitive,8467.58,19,2025-09-29
CUST-4636,Customer_636,Delhi,New Registrant,26242.32,41,2025-04-04
CUST-4637,Customer_637,Delhi,New Registrant,94696.99,35,2025-06-15
CUST-4638,Customer_638,Chennai,Price Sensitive,35753.72,45,2025-12-19
CUST-4639,Customer_639,Chennai,High Value Loyal,67966.49,23,2025-03-15
CUST-4640,Customer_640,Mumbai,Frequent Buyer,65975.92,24,2026-02-03
CUST-4641,Customer_641,Kolkata,At Risk,44188.35,11,2025-02-22
CUST-4642,Customer_642,Ahmedabad,Frequent Buyer,64164.4,13,2025-10-14
CUST-4643,Customer_643,Jaipur,New Registrant,106143.54,36,2025-12-26
CUST-4644,Customer_644,Delhi,At Risk,58910.19,5,2025-03-01
CUST-4645,Customer_645,Bengaluru,High Value Loyal,61240.98,20,2025-12-20
CUST-4646,Customer_646,Chennai,Frequent Buyer,102587.24,39,2025-09-25
CUST-4647,Customer_647,Chennai,Frequent Buyer,89462.12,2,2026-01-17
CUST-4648,Customer_648,Delhi,Frequent Buyer,18267.52,45,2025-03-14
CUST-4649,Customer_649,Ahmedabad,Price Sensitive,17854.66,9,2025-02-10
CUST-4650,Customer_650,Hyderabad,High Value Loyal,12022.57,31,2026-01-23
CUST-4651,Customer_651,Hyderabad,High Value Loyal,26553.0,3,2025-12-04
CUST-4652,Customer_652,Pune,New Registrant,9759.99,8,2025-05-10
CUST-4653,Customer_653,Mumbai,High Value Loyal,39451.61,1,2026-01-22
CUST-4654,Customer_654,Delhi,High Value Loyal,115212.01,14,2025-10-28
CUST-4655,Customer_655,Ahmedabad,Frequent Buyer,84648.58,2,2025-02-16
CUST-4656,Customer_656,Bengaluru,Price Sensitive,118726.97,23,2025-06-30
CUST-4657,Customer_657,Bengaluru,New Registrant,98148.26,40,2025-05-04
CUST-4658,Customer_658,Pune,New Registrant,10871.29,38,2026-01-26
CUST-4659,Customer_659,Mumbai,New Registrant,29082.26,13,2025-05-25
CUST-4660,Customer_660,Bengaluru,New Registrant,3030.29,7,2025-04-20
CUST-4661,Customer_661,Pune,At Risk,47391.72,38,2025-04-05
CUST-4662,Customer_662,Kolkata,High Value Loyal,24653.95,23,2025-07-14
CUST-4663,Customer_663,Hyderabad,Frequent Buyer,65495.75,27,2025-02-27
CUST-4664,Customer_664,Chennai,High Value Loyal,59572.96,34,2025-03-11
CUST-4665,Customer_665,Kolkata,Price Sensitive,88829.54,36,2026-01-05
CUST-4666,Customer_666,Mumbai,High Value Loyal,42694.14,8,2025-07-17
CUST-4667,Customer_667,Surat,At Risk,76047.71,20,2025-12-18
CUST-4668,Customer_668,Kolkata,Frequent Buyer,70354.7,19,2025-08-08
CUST-4669,Customer_669,Ahmedabad,High Value Loyal,112107.44,31,2025-12-14
CUST-4670,Customer_670,Chennai,Frequent Buyer,4066.27,44,2025-09-09
CUST-4671,Customer_671,Delhi,At Risk,56162.15,43,2025-12-13
CUST-4672,Customer_672,Delhi,High Value Loyal,20062.53,26,2025-12-22
CUST-4673,Customer_673,Jaipur,High Value Loyal,93325.44,11,2025-02-03
CUST-4674,Customer_674,Chennai,Frequent Buyer,43982.38,39,2025-07-26
CUST-4675,Customer_675,Delhi,Frequent Buyer,105168.37,32,2025-05-23
CUST-4676,Customer_676,Jaipur,New Registrant,35939.17,42,2025-07-24
CUST-4677,Customer_677,Chennai,At Risk,84167.93,26,2025-09-06
CUST-4678,Customer_678,Pune,Price Sensitive,20553.33,30,2025-02-25
CUST-4679,Customer_679,Delhi,Price Sensitive,62444.32,15,2025-11-18
CUST-4680,Customer_680,Bengaluru,High Value Loyal,14701.42,4,2025-02-04
CUST-4681,Customer_681,Kolkata,High Value Loyal,121578.89,25,2025-11-06
CUST-4682,Customer_682,Chennai,Frequent Buyer,39587.19,40,2025-02-19
CUST-4683,Customer_683,Delhi,New Registrant,96527.58,30,2025-04-14
CUST-4684,Customer_684,Surat,At Risk,62555.67,17,2025-10-05
CUST-4685,Customer_685,Chennai,New Registrant,69460.95,3,2025-08-09
CUST-4686,Customer_686,Delhi,At Risk,57639.15,25,2025-08-15
CUST-4687,Customer_687,Kolkata,High Value Loyal,6525.33,36,2025-12-04
CUST-4688,Customer_688,Surat,Frequent Buyer,62706.25,9,2025-06-09
CUST-4689,Customer_689,Hyderabad,At Risk,96091.36,37,2025-12-12
CUST-4690,Customer_690,Kolkata,New Registrant,86458.34,37,2025-08-29
CUST-4691,Customer_691,Kolkata,New Registrant,107158.06,33,2025-01-29
CUST-4692,Customer_692,Hyderabad,Price Sensitive,63099.66,25,2025-11-12
CUST-4693,Customer_693,Chennai,Price Sensitive,41759.14,2,2025-10-30
CUST-4694,Customer_694,Mumbai,Frequent Buyer,105024.43,23,2026-01-15
CUST-4695,Customer_695,Jaipur,High Value Loyal,96236.27,41,2025-06-24
CUST-4696,Customer_696,Hyderabad,High Value Loyal,54948.15,23,2025-07-30
CUST-4697,Customer_697,Chennai,High Value Loyal,83501.9,16,2025-05-01
