inventory_id,product_id,warehouse_location,quantity_on_hand,quantity_reserved,stock_age_days,last_restock_date
INV-6374,PRD-3374,WH-South-Bengaluru,369,35,101,2025-04-02
INV-6375,PRD-3375,WH-Central-Nagpur,387,17,47,2025-02-28
INV-6376,PRD-3376,WH-East-Kolkata,429,30,79,2025-03-08
INV-6377,PRD-3377,WH-North-Delhi,50,28,54,2025-03-31
INV-6378,PRD-3378,WH-West-Mumbai,196,25,51,2025-03-17
INV-6379,PRD-3379,WH-North-Delhi,336,5,100,2025-01-12
INV-6380,PRD-3380,WH-Central-Nagpur,472,5,124,2025-03-11
INV-6381,PRD-3381,WH-Central-Nagpur,76,18,42,2025-02-18
INV-6382,PRD-3382,WH-South-Bengaluru,420,21,149,2025-02-09
INV-6383,PRD-3383,WH-East-Kolkata,318,35,156,2025-01-03
INV-6384,PRD-3384,WH-East-Kolkata,475,9,65,2025-01-18
INV-6385,PRD-3385,WH-East-Kolkata,371,9,61,2025-03-25
INV-6386,PRD-3386,WH-East-Kolkata,60,28,164,2025-03-06
INV-6387,PRD-3387,WH-Central-Nagpur,13,2,48,2025-01-30
INV-6388,PRD-3388,WH-East-Kolkata,347,36,19,2025-01-05
INV-6389,PRD-3389,WH-East-Kolkata,161,17,143,2025-03-22
INV-6390,PRD-3390,WH-East-Kolkata,28,21,146,2025-02-05
INV-6391,PRD-3391,WH-East-Kolkata,228,37,87,2025-04-01
INV-6392,PRD-3392,WH-South-Bengaluru,36,28,112,2025-03-05
INV-6393,PRD-3393,WH-South-Bengaluru,160,12,156,2025-03-09
INV-6394,PRD-3394,WH-West-Mumbai,419,34,143,2025-03-21
INV-6395,PRD-3395,WH-West-Mumbai,431,28,58,2025-03-01
INV-6396,PRD-3396,WH-Central-Nagpur,33,22,154,2025-01-09
INV-6397,PRD-3397,WH-South-Bengaluru,252,38,19,2025-03-13
INV-6398,PRD-3398,WH-Central-Nagpur,154,23,135,2025-03-19
INV-6399,PRD-3399,WH-East-Kolkata,85,25,145,2025-01-27
INV-6400,PRD-3400,WH-Central-Nagpur,134,35,136,2025-02-26
INV-6401,PRD-3401,WH-East-Kolkata,105,33,10,2025-01-20
INV-6402,PRD-3402,WH-West-Mumbai,350,30,107,2025-01-11
INV-6403,PRD-3403,WH-North-Delhi,121,37,107,2025-03-29
INV-6404,PRD-3404,WH-West-Mumbai,92,7,166,2025-04-11
INV-6405,PRD-3405,WH-Central-Nagpur,14,10,90,2025-04-05
INV-6406,PRD-3406,WH-West-Mumbai,280,34,30,2025-01-20
INV-6407,PRD-3407,WH-Central-Nagpur,331,34,138,2025-03-24
INV-6408,PRD-3408,WH-East-Kolkata,433,6,135,2025-04-09
INV-6409,PRD-3409,WH-North-Delhi,417,1,171,2025-03-04
INV-6410,PRD-3410,WH-West-Mumbai,468,25,104,2025-04-02
INV-6411,PRD-3411,WH-Central-Nagpur,18,3,17,2025-02-28
INV-6412,PRD-3412,WH-Central-Nagpur,67,14,128,2025-04-10
INV-6413,PRD-3413,WH-North-Delhi,301,35,41,2025-02-19
INV-6414,PRD-3414,WH-Central-Nagpur,310,14,62,2025-02-05
INV-6415,PRD-3415,WH-Central-Nagpur,339,27,174,2025-02-08
INV-6416,PRD-3416,WH-Central-Nagpur,461,29,16,2025-02-01
INV-6417,PRD-3417,WH-South-Bengaluru,22,13,130,2025-02-11
INV-6418,PRD-3418,WH-East-Kolkata,261,39,110,2025-03-08
INV-6419,PRD-3419,WH-North-Delhi,498,12,91,2025-02-15
INV-6420,PRD-3420,WH-East-Kolkata,6,6,129,2025-02-26
INV-6421,PRD-3421,WH-North-Delhi,378,6,48,2025-03-26
INV-6422,PRD-3422,WH-North-Delhi,51,20,89,2025-02-13
INV-6423,PRD-3423,WH-West-Mumbai,348,20,117,2025-03-28
INV-6424,PRD-3424,WH-West-Mumbai,183,8,169,2025-01-12
INV-6425,PRD-3425,WH-Central-Nagpur,244,39,159,2025-03-28
INV-6426,PRD-3426,WH-North-Delhi,264,17,76,2025-02-03
INV-6427,PRD-3427,WH-West-Mumbai,159,23,135,2025-03-10
INV-6428,PRD-3428,WH-North-Delhi,53,4,84,2025-01-09
INV-6429,PRD-3429,WH-South-Bengaluru,454,30,18,2025-03-25
INV-6430,PRD-3430,WH-West-Mumbai,385,9,63,2025-03-24
INV-6431,PRD-3431,WH-South-Bengaluru,435,3,55,2025-02-21
INV-6432,PRD-3432,WH-Central-Nagpur,227,7,88,2025-03-22
INV-6433,PRD-3433,WH-East-Kolkata,419,34,159,2025-01-10
INV-6434,PRD-3434,WH-West-Mumbai,298,40,117,2025-02-27
INV-6435,PRD-3435,WH-Central-Nagpur,228,34,18,2025-01-19
INV-6436,PRD-3436,WH-North-Delhi,327,19,165,2025-02-04
INV-6437,PRD-3437,WH-South-Bengaluru,218,32,79,2025-02-03
INV-6438,PRD-3438,WH-East-Kolkata,499,30,152,2025-02-07
INV-6439,PRD-3439,WH-West-Mumbai,468,14,113,2025-04-03
INV-6440,PRD-3440,WH-East-Kolkata,488,19,10,2025-01-09
INV-6441,PRD-3441,WH-East-Kolkata,111,8,161,2025-02-10
INV-6442,PRD-3442,WH-East-Kolkata,111,31,134,2025-03-26
INV-6443,PRD-3443,WH-North-Delhi,444,7,95,2025-03-16
INV-6444,PRD-3444,WH-East-Kolkata,187,28,46,2025-03-18
INV-6445,PRD-3445,WH-North-Delhi,339,28,64,2025-01-14
INV-6446,PRD-3446,WH-Central-Nagpur,201,35,58,2025-04-01
INV-6447,PRD-3447,WH-West-Mumbai,69,36,27,2025-02-12
INV-6448,PRD-3448,WH-Central-Nagpur,188,19,169,2025-01-21
INV-6449,PRD-3449,WH-North-Delhi,116,11,81,2025-01-12
INV-6450,PRD-3450,WH-East-Kolkata,437,23,22,2025-03-12
INV-6451,PRD-3451,WH-South-Bengaluru,320,16,142,2025-02-01
INV-6452,PRD-3452,WH-Central-Nagpur,221,24,11,2025-03-01
INV-6453,PRD-3453,WH-North-Delhi,153,18,103,2025-03-02
INV-6454,PRD-3454,WH-South-Bengaluru,199,11,36,2025-02-14
INV-6455,PRD-3455,WH-Central-Nagpur,182,34,77,2025-03-25
INV-6456,PRD-3456,WH-West-Mumbai,471,40,129,2025-02-04
INV-6457,PRD-3457,WH-Central-Nagpur,58,27,21,2025-02-26
INV-6458,PRD-3458,WH-West-Mumbai,172,0,46,2025-01-22
INV-6459,PRD-3459,WH-West-Mumbai,262,6,108,2025-03-14
INV-6460,PRD-3460,WH-Central-Nagpur,36,18,30,2025-01-30
INV-6461,PRD-3461,WH-South-Bengaluru,428,17,175,2025-03-03
INV-6462,PRD-3462,WH-East-Kolkata,357,3,156,2025-02-02
INV-6463,PRD-3463,WH-Central-Nagpur,104,31,120,2025-02-06
INV-6464,PRD-3464,WH-West-Mumbai,376,8,156,2025-04-03
INV-6465,PRD-3465,WH-North-Delhi,274,25,78,2025-03-27
INV-6466,PRD-3466,WH-North-Delhi,497,12,12,2025-01-20
INV-6467,PRD-3467,WH-East-Kolkata,492,40,94,2025-04-06
INV-6468,PRD-3468,WH-West-Mumbai,294,37,103,2025-04-01
INV-6469,PRD-3469,WH-North-Delhi,59,35,53,2025-02-23
INV-6470,PRD-3470,WH-East-Kolkata,231,29,36,2025-03-18
INV-6471,PRD-3471,WH-East-Kolkata,212,26,116,2025-01-10
INV-6472,PRD-3472,WH-West-Mumbai,71,20,105,2025-01-31
INV-6473,PRD-3473,WH-South-Bengaluru,89,2,39,2025-01-17
INV-6474,PRD-3474,WH-North-Delhi,348,14,73,2025-03-20
INV-6475,PRD-3475,WH-Central-Nagpur,278,2,23,2025-01-27
INV-6476,PRD-3476,WH-East-Kolkata,497,27,146,2025-01-29
INV-6477,PRD-3477,WH-East-Kolkata,249,22,163,2025-04-05
INV-6478,PRD-3478,WH-West-Mumbai,48,30,120,2025-03-20
INV-6479,PRD-3479,WH-West-Mumbai,167,9,167,2025-02-08
INV-6480,PRD-3480,WH-South-Bengaluru,416,25,35,2025-02-05
INV-6481,PRD-3481,WH-South-Bengaluru,13,9,47,2025-01-28
INV-6482,PRD-3482,WH-North-Delhi,397,22,21,2025-02-28
INV-6483,PRD-3483,WH-South-Bengaluru,435,25,97,2025-02-25
INV-6484,PRD-3484,WH-South-Bengaluru,71,24,18,2025-01-15
INV-6485,PRD-3485,WH-Central-Nagpur,196,15,130,2025-04-07
INV-6486,PRD-3486,WH-North-Delhi,194,13,22,2025-03-14
INV-6487,PRD-3487,WH-Central-Nagpur,400,22,169,2025-02-18
INV-6488,PRD-3488,WH-Central-Nagpur,324,21,96,2025-03-16
INV-6489,PRD-3489,WH-North-Delhi,327,11,129,2025-03-29
INV-6490,PRD-3490,WH-East-Kolkata,192,16,28,2025-02-08
INV-6491,PRD-3491,WH-Central-Nagpur,23,0,60,2025-03-12
INV-6492,PRD-3492,WH-South-Bengaluru,1,0,90,2025-02-13
INV-6493,PRD-3493,WH-West-Mumbai,373,13,74,2025-04-10
INV-6494,PRD-3494,WH-South-Bengaluru,473,16,145,2025-02-21
INV-6495,PRD-3495,WH-East-Kolkata,72,11,141,2025-03-10
INV-6496,PRD-3496,WH-North-Delhi,293,0,81,2025-03-02
INV-6497,PRD-3497,WH-North-Delhi,489,14,21,2025-02-02
INV-6498,PRD-3498,WH-South-Bengaluru,141,24,26,2025-02-17
INV-6499,PRD-3499,WH-East-Kolkata,149,37,55,2025-01-20
INV-6500,PRD-3500,WH-South-Bengaluru,47,7,71,2025-03-31
INV-6501,PRD-3001,WH-Central-Nagpur,234,33,137,2025-03-01
INV-6502,PRD-3002,WH-Central-Nagpur,421,20,59,2025-01-09
INV-6503,PRD-3003,WH-North-Delhi,447,0,79,2025-01-02
INV-6504,PRD-3004,WH-Central-Nagpur,164,18,67,2025-02-26
INV-6505,PRD-3005,WH-East-Kolkata,333,27,113,2025-01-13
INV-6506,PRD-3006,WH-Central-Nagpur,99,3,140,2025-02-17
INV-6507,PRD-3007,WH-Central-Nagpur,26,1,30,2025-04-03
INV-6508,PRD-3008,WH-Central-Nagpur,245,15,26,2025-02-09
INV-6509,PRD-3009,WH-North-Delhi,298,5,88,2025-01-12
INV-6510,PRD-3010,WH-West-Mumbai,128,14,115,2025-03-03
INV-6511,PRD-3011,WH-Central-Nagpur,211,10,166,2025-01-14
INV-6512,PRD-3012,WH-West-Mumbai,248,35,24,2025-03-12
INV-6513,PRD-3013,WH-East-Kolkata,49,2,162,2025-03-27
INV-6514,PRD-3014,WH-East-Kolkata,323,33,86,2025-02-24
INV-6515,PRD-3015,WH-South-Bengaluru,65,21,121,2025-01-07
INV-6516,PRD-3016,WH-East-Kolkata,328,35,171,2025-01-01
INV-6517,PRD-3017,WH-North-Delhi,442,27,153,2025-03-26
INV-6518,PRD-3018,WH-North-Delhi,125,4,100,2025-02-03
INV-6519,PRD-3019,WH-North-Delhi,361,12,8,2025-02-21
INV-6520,PRD-3020,WH-West-Mumbai,27,5,54,2025-01-07
INV-6521,PRD-3021,WH-North-Delhi,490,32,115,2025-02-12
INV-6522,PRD-3022,WH-South-Bengaluru,465,1,177,2025-02-11
INV-6523,PRD-3023,WH-North-Delhi,86,18,29,2025-01-13
INV-6524,PRD-3024,WH-South-Bengaluru,403,9,11,2025-02-21
INV-6525,PRD-3025,WH-East-Kolkata,245,2,31,2025-02-10
INV-6526,PRD-3026,WH-West-Mumbai,131,20,155,2025-03-14
INV-6527,PRD-3027,WH-North-Delhi,9,1,107,2025-02-24
INV-6528,PRD-3028,WH-North-Delhi,105,33,41,2025-01-17
INV-6529,PRD-3029,WH-North-Delhi,436,8,76,2025-01-05
INV-6530,PRD-3030,WH-West-Mumbai,163,14,155,2025-01-17
INV-6531,PRD-3031,WH-North-Delhi,340,11,17,2025-02-17
INV-6532,PRD-3032,WH-East-Kolkata,71,1,29,2025-03-26
INV-6533,PRD-3033,WH-Central-Nagpur,387,2,24,2025-01-15
INV-6534,PRD-3034,WH-North-Delhi,131,34,83,2025-01-27
INV-6535,PRD-3035,WH-North-Delhi,294,6,54,2025-01-30
INV-6536,PRD-3036,WH-North-Delhi,186,11,137,2025-02-18
INV-6537,PRD-3037,WH-West-Mumbai,407,13,45,2025-02-01
INV-6538,PRD-3038,WH-Central-Nagpur,130,21,110,2025-03-28
INV-6539,PRD-3039,WH-South-Bengaluru,170,8,60,2025-02-08
INV-6540,PRD-3040,WH-North-Delhi,256,25,81,2025-04-09
INV-6541,PRD-3041,WH-South-Bengaluru,312,28,114,2025-01-01
INV-6542,PRD-3042,WH-North-Delhi,135,37,136,2025-02-25
INV-6543,PRD-3043,WH-East-Kolkata,98,17,49,2025-04-06
INV-6544,PRD-3044,WH-West-Mumbai,373,37,96,2025-02-01
INV-6545,PRD-3045,WH-East-Kolkata,384,29,167,2025-03-27
INV-6546,PRD-3046,WH-East-Kolkata,320,15,75,2025-03-26
INV-6547,PRD-3047,WH-Central-Nagpur,281,40,165,2025-02-16
INV-6548,PRD-3048,WH-North-Delhi,318,30,64,2025-02-15
INV-6549,PRD-3049,WH-East-Kolkata,427,5,90,2025-03-30
INV-6550,PRD-3050,WH-North-Delhi,196,25,99,2025-02-12
INV-6551,PRD-3051,WH-Central-Nagpur,433,4,73,2025-03-04
INV-6552,PRD-3052,WH-East-Kolkata,491,10,99,2025-04-11
INV-6553,PRD-3053,WH-North-Delhi,446,40,135,2025-01-08
INV-6554,PRD-3054,WH-Central-Nagpur,469,26,111,2025-02-08
INV-6555,PRD-3055,WH-West-Mumbai,136,30,99,2025-01-29
INV-6556,PRD-3056,WH-North-Delhi,207,37,99,2025-01-21
INV-6557,PRD-3057,WH-South-Bengaluru,449,28,74,2025-04-08
INV-6558,PRD-3058,WH-East-Kolkata,222,20,175,2025-01-30
INV-6559,PRD-3059,WH-South-Bengaluru,106,35,153,2025-03-31
INV-6560,PRD-3060,WH-East-Kolkata,65,40,152,2025-03-12
INV-6561,PRD-3061,WH-South-Bengaluru,382,15,44,2025-02-07
INV-6562,PRD-3062,WH-North-Delhi,449,24,131,2025-03-17
INV-6563,PRD-3063,WH-North-Delhi,152,6,91,2025-03-02
INV-6564,PRD-3064,WH-West-Mumbai,80,29,170,2025-03-31
INV-6565,PRD-3065,WH-East-Kolkata,486,12,165,2025-03-12
INV-6566,PRD-3066,WH-North-Delhi,165,17,59,2025-03-26
INV-6567,PRD-3067,WH-South-Bengaluru,210,35,89,2025-03-06
INV-6568,PRD-3068,WH-East-Kolkata,126,36,11,2025-02-22
INV-6569,PRD-3069,WH-West-Mumbai,201,34,42,2025-02-07
INV-6570,PRD-3070,WH-Central-Nagpur,240,37,168,2025-01-31
INV-6571,PRD-3071,WH-Central-Nagpur,311,34,173,2025-01-10
INV-6572,PRD-3072,WH-East-Kolkata,49,22,62,2025-03-28
INV-6573,PRD-3073,WH-Central-Nagpur,42,6,105,2025-04-11
INV-6574,PRD-3074,WH-Central-Nagpur,335,12,123,2025-01-12
INV-6575,PRD-3075,WH-West-Mumbai,125,1,132,2025-01-27
INV-6576,PRD-3076,WH-East-Kolkata,66,24,20,2025-03-02
INV-6577,PRD-3077,WH-North-Delhi,396,0,29,2025-02-05
INV-6578,PRD-3078,WH-Central-Nagpur,314,27,128,2025-03-12
INV-6579,PRD-3079,WH-West-Mumbai,284,8,103,2025-04-04
INV-6580,PRD-3080,WH-South-Bengaluru,293,13,35,2025-01-17
INV-6581,PRD-3081,WH-West-Mumbai,146,25,55,2025-03-17
INV-6582,PRD-3082,WH-South-Bengaluru,400,28,106,2025-01-24
INV-6583,PRD-3083,WH-South-Bengaluru,328,17,41,2025-04-06
INV-6584,PRD-3084,WH-Central-Nagpur,425,40,47,2025-02-19
INV-6585,PRD-3085,WH-South-Bengaluru,176,25,57,2025-01-25
INV-6586,PRD-3086,WH-Central-Nagpur,55,29,40,2025-04-06
INV-6587,PRD-3087,WH-Central-Nagpur,440,37,166,2025-02-08
INV-6588,PRD-3088,WH-West-Mumbai,110,25,151,2025-02-03
INV-6589,PRD-3089,WH-Central-Nagpur,433,5,175,2025-01-15
INV-6590,PRD-3090,WH-North-Delhi,328,26,103,2025-04-02
INV-6591,PRD-3091,WH-South-Bengaluru,290,29,27,2025-03-21
INV-6592,PRD-3092,WH-East-Kolkata,231,1,110,2025-03-29
INV-6593,PRD-3093,WH-Central-Nagpur,114,13,89,2025-01-29
INV-6594,PRD-3094,WH-Central-Nagpur,56,2,31,2025-02-19
INV-6595,PRD-3095,WH-West-Mumbai,86,22,151,2025-01-04
INV-6596,PRD-3096,WH-West-Mumbai,205,15,150,2025-03-19
INV-6597,PRD-3097,WH-South-Bengaluru,374,37,13,2025-04-08
INV-6598,PRD-3098,WH-West-Mumbai,99,14,64,2025-02-04
INV-6599,PRD-3099,WH-South-Bengaluru,110,30,175,2025-02-23
INV-6600,PRD-3100,WH-East-Kolkata,336,13,180,2025-02-05
INV-6601,PRD-3101,WH-Central-Nagpur,406,6,77,2025-01-06
INV-6602,PRD-3102,WH-Central-Nagpur,279,16,27,2025-04-04
INV-6603,PRD-3103,WH-West-Mumbai,488,4,116,2025-03-05
INV-6604,PRD-3104,WH-Central-Nagpur,110,2,23,2025-02-02
INV-6605,PRD-3105,WH-Central-Nagpur,46,6,107,2025-01-02
INV-6606,PRD-3106,WH-South-Bengaluru,296,37,174,2025-03-26
INV-6607,PRD-3107,WH-West-Mumbai,395,1,17,2025-02-09
INV-6608,PRD-3108,WH-North-Delhi,457,2,43,2025-03-09
INV-6609,PRD-3109,WH-Central-Nagpur,425,26,111,2025-01-16
INV-6610,PRD-3110,WH-East-Kolkata,468,34,13,2025-04-06
INV-6611,PRD-3111,WH-West-Mumbai,448,39,159,2025-01-06
INV-6612,PRD-3112,WH-North-Delhi,149,9,36,2025-04-09
INV-6613,PRD-3113,WH-North-Delhi,132,32,89,2025-02-08
INV-6614,PRD-3114,WH-Central-Nagpur,133,9,20,2025-01-27
INV-6615,PRD-3115,WH-South-Bengaluru,101,4,113,2025-01-08
INV-6616,PRD-3116,WH-East-Kolkata,289,6,129,2025-03-17
INV-6617,PRD-3117,WH-West-Mumbai,105,34,102,2025-01-08
INV-6618,PRD-3118,WH-West-Mumbai,165,30,30,2025-03-31
INV-6619,PRD-3119,WH-West-Mumbai,404,31,34,2025-01-27
INV-6620,PRD-3120,WH-North-Delhi,400,6,154,2025-03-29
INV-6621,PRD-3121,WH-South-Bengaluru,474,1,39,2025-02-08
INV-6622,PRD-3122,WH-East-Kolkata,342,0,46,2025-03-08
INV-6623,PRD-3123,WH-Central-Nagpur,411,5,79,2025-01-12
INV-6624,PRD-3124,WH-West-Mumbai,67,34,122,2025-03-22
INV-6625,PRD-3125,WH-South-Bengaluru,162,8,129,2025-03-31
INV-6626,PRD-3126,WH-West-Mumbai,395,38,59,2025-02-25
INV-6627,PRD-3127,WH-East-Kolkata,434,32,99,2025-03-04
INV-6628,PRD-3128,WH-East-Kolkata,150,27,53,2025-03-19
INV-6629,PRD-3129,WH-West-Mumbai,122,35,25,2025-01-05
INV-6630,PRD-3130,WH-East-Kolkata,154,39,33,2025-03-26
INV-6631,PRD-3131,WH-East-Kolkata,62,36,78,2025-01-22
INV-6632,PRD-3132,WH-North-Delhi,328,9,35,2025-02-14
INV-6633,PRD-3133,WH-South-Bengaluru,449,3,24,2025-04-01
INV-6634,PRD-3134,WH-North-Delhi,42,21,60,2025-02-12
INV-6635,PRD-3135,WH-West-Mumbai,210,38,174,2025-02-25
INV-6636,PRD-3136,WH-North-Delhi,198,4,109,2025-03-12
INV-6637,PRD-3137,WH-South-Bengaluru,416,22,91,2025-01-22
INV-6638,PRD-3138,WH-South-Bengaluru,89,31,84,2025-01-10
INV-6639,PRD-3139,WH-West-Mumbai,71,40,98,2025-02-06
INV-6640,PRD-3140,WH-East-Kolkata,368,4,124,2025-03-16
INV-6641,PRD-3141,WH-Central-Nagpur,305,39,75,2025-03-08
INV-6642,PRD-3142,WH-Central-Nagpur,468,22,114,2025-02-19
INV-6643,PRD-3143,WH-Central-Nagpur,144,32,150,2025-03-18
INV-6644,PRD-3144,WH-North-Delhi,29,0,99,2025-01-14
INV-6645,PRD-3145,WH-Central-Nagpur,321,21,115,2025-02-27
INV-6646,PRD-3146,WH-South-Bengaluru,480,25,58,2025-02-16
INV-6647,PRD-3147,WH-South-Bengaluru,398,32,80,2025-01-19
INV-6648,PRD-3148,WH-North-Delhi,229,40,27,2025-02-28
INV-6649,PRD-3149,WH-North-Delhi,199,25,39,2025-04-08
INV-6650,PRD-3150,WH-South-Bengaluru,207,23,11,2025-02-03
INV-6651,PRD-3151,WH-East-Kolkata,447,0,126,2025-01-03
INV-6652,PRD-3152,WH-West-Mumbai,42,18,172,2025-02-05
INV-6653,PRD-3153,WH-West-Mumbai,429,14,6,2025-02-18
INV-6654,PRD-3154,WH-Central-Nagpur,331,26,51,2025-02-03
INV-6655,PRD-3155,WH-West-Mumbai,403,32,118,2025-04-10
INV-6656,PRD-3156,WH-West-Mumbai,448,0,5,2025-03-23
INV-6657,PRD-3157,WH-East-Kolkata,209,34,158,2025-01-08
INV-6658,PRD-3158,WH-South-Bengaluru,497,6,129,2025-01-18
INV-6659,PRD-3159,WH-Central-Nagpur,72,0,125,2025-02-22
INV-6660,PRD-3160,WH-North-Delhi,98,32,33,2025-01-16
INV-6661,PRD-3161,WH-South-Bengaluru,445,10,40,2025-01-30
INV-6662,PRD-3162,WH-North-Delhi,282,9,51,2025-01-23
INV-6663,PRD-3163,WH-Central-Nagpur,79,18,8,2025-03-10
INV-6664,PRD-3164,WH-South-Bengaluru,241,20,44,2025-03-09
INV-6665,PRD-3165,WH-North-Delhi,183,38,156,2025-03-18
INV-6666,PRD-3166,WH-South-Bengaluru,16,0,74,2025-01-12
INV-6667,PRD-3167,WH-West-Mumbai,371,35,73,2025-02-27
INV-6668,PRD-3168,WH-Central-Nagpur,410,7,63,2025-02-17
INV-6669,PRD-3169,WH-West-Mumbai,360,7,68,2025-02-14
INV-6670,PRD-3170,WH-West-Mumbai,422,20,54,2025-02-10
INV-6671,PRD-3171,WH-East-Kolkata,474,9,47,2025-04-09
INV-6672,PRD-3172,WH-Central-Nagpur,303,8,6,2025-02-25
INV-6673,PRD-3173,WH-South-Bengaluru,60,40,175,2025-02-16
INV-6674,PRD-3174,WH-East-Kolkata,284,2,158,2025-04-08
INV-6675,PRD-3175,WH-East-Kolkata,268,15,12,2025-01-17
INV-6676,PRD-3176,WH-Central-Nagpur,8,1,11,2025-02-08
INV-6677,PRD-3177,WH-West-Mumbai,318,18,89,2025-02-01
INV-6678,PRD-3178,WH-South-Bengaluru,39,39,90,2025-04-08
INV-6679,PRD-3179,WH-North-Delhi,402,32,29,2025-03-25
INV-6680,PRD-3180,WH-South-Bengaluru,147,30,147,2025-02-22
INV-6681,PRD-3181,WH-East-Kolkata,147,40,37,2025-03-12
INV-6682,PRD-3182,WH-West-Mumbai,89,5,169,2025-03-07
INV-6683,PRD-3183,WH-Central-Nagpur,474,39,62,2025-01-03
INV-6684,PRD-3184,WH-East-Kolkata,113,22,132,2025-03-13
INV-6685,PRD-3185,WH-West-Mumbai,344,14,123,2025-03-13
INV-6686,PRD-3186,WH-Central-Nagpur,395,7,175,2025-01-19
INV-6687,PRD-3187,WH-West-Mumbai,113,39,118,2025-02-02
INV-6688,PRD-3188,WH-North-Delhi,420,25,157,2025-03-15
INV-6689,PRD-3189,WH-West-Mumbai,163,21,146,2025-02-11
INV-6690,PRD-3190,WH-South-Bengaluru,468,31,100,2025-03-17
INV-6691,PRD-3191,WH-Central-Nagpur,156,1,144,2025-04-08
INV-6692,PRD-3192,WH-South-Bengaluru,95,36,5,2025-02-23
INV-6693,PRD-3193,WH-Central-Nagpur,493,27,150,2025-03-23
INV-6694,PRD-3194,WH-West-Mumbai,353,19,96,2025-01-20
INV-6695,PRD-3195,WH-Central-Nagpur,311,34,114,2025-01-02
INV-6696,PRD-3196,WH-East-Kolkata,34,3,104,2025-02-12
INV-6697,PRD-3197,WH-East-Kolkata,235,15,64,2025-02-27
INV-6698,PRD-3198,WH-South-Bengaluru,190,28,16,2025-01-11
INV-6699,PRD-3199,WH-East-Kolkata,162,9,118,2025-02-23
INV-6700,PRD-3200,WH-West-Mumbai,474,14,112,2025-03-26
INV-6701,PRD-3201,WH-Central-Nagpur,35,19,155,2025-03-12
INV-6702,PRD-3202,WH-West-Mumbai,71,22,61,2025-03-23
INV-6703,PRD-3203,WH-West-Mumbai,262,17,54,2025-03-03
INV-6704,PRD-3204,WH-East-Kolkata,315,39,46,2025-03-23
INV-6705,PRD-3205,WH-Central-Nagpur,434,25,80,2025-02-04
INV-6706,PRD-3206,WH-South-Bengaluru,235,31,51,2025-02-11
INV-6707,PRD-3207,WH-West-Mumbai,272,18,177,2025-01-24
INV-6708,PRD-3208,WH-North-Delhi,380,9,69,2025-01-23
INV-6709,PRD-3209,WH-North-Delhi,154,32,6,2025-04-09
INV-6710,PRD-3210,WH-West-Mumbai,140,5,121,2025-04-01
INV-6711,PRD-3211,WH-North-Delhi,157,7,89,2025-02-13
INV-6712,PRD-3212,WH-North-Delhi,482,25,158,2025-01-14
INV-6713,PRD-3213,WH-South-Bengaluru,273,21,85,2025-02-28
INV-6714,PRD-3214,WH-South-Bengaluru,433,37,12,2025-02-19
INV-6715,PRD-3215,WH-North-Delhi,427,31,149,2025-02-18
INV-6716,PRD-3216,WH-West-Mumbai,83,17,47,2025-02-17
INV-6717,PRD-3217,WH-East-Kolkata,31,15,59,2025-01-29
INV-6718,PRD-3218,WH-North-Delhi,317,21,177,2025-03-18
INV-6719,PRD-3219,WH-South-Bengaluru,183,11,61,2025-01-11
INV-6720,PRD-3220,WH-South-Bengaluru,327,34,40,2025-03-09
INV-6721,PRD-3221,WH-East-Kolkata,115,2,76,2025-01-03
INV-6722,PRD-3222,WH-North-Delhi,309,27,105,2025-01-24
INV-6723,PRD-3223,WH-Central-Nagpur,307,5,118,2025-01-21
INV-6724,PRD-3224,WH-West-Mumbai,248,18,45,2025-03-18
INV-6725,PRD-3225,WH-North-Delhi,424,8,11,2025-02-08
INV-6726,PRD-3226,WH-West-Mumbai,208,29,143,2025-04-09
INV-6727,PRD-3227,WH-North-Delhi,463,7,96,2025-03-29
INV-6728,PRD-3228,WH-North-Delhi,302,11,108,2025-02-18
INV-6729,PRD-3229,WH-Central-Nagpur,107,30,6,2025-02-20
INV-6730,PRD-3230,WH-North-Delhi,64,22,13,2025-01-28
INV-6731,PRD-3231,WH-West-Mumbai,429,14,155,2025-01-21
INV-6732,PRD-3232,WH-Central-Nagpur,23,9,141,2025-04-10
INV-6733,PRD-3233,WH-South-Bengaluru,3,1,43,2025-01-06
INV-6734,PRD-3234,WH-East-Kolkata,48,37,17,2025-01-14
INV-6735,PRD-3235,WH-Central-Nagpur,122,15,59,2025-02-17
INV-6736,PRD-3236,WH-Central-Nagpur,115,31,159,2025-03-04
INV-6737,PRD-3237,WH-West-Mumbai,309,3,5,2025-01-08
INV-6738,PRD-3238,WH-West-Mumbai,94,37,170,2025-02-13
INV-6739,PRD-3239,WH-East-Kolkata,50,24,42,2025-01-24
INV-6740,PRD-3240,WH-South-Bengaluru,192,17,131,2025-01-09
INV-6741,PRD-3241,WH-Central-Nagpur,378,23,95,2025-03-18
INV-6742,PRD-3242,WH-South-Bengaluru,1,1,153,2025-03-21
INV-6743,PRD-3243,WH-North-Delhi,116,0,78,2025-04-10
INV-6744,PRD-3244,WH-South-Bengaluru,372,13,39,2025-04-06
INV-6745,PRD-3245,WH-North-Delhi,42,24,171,2025-03-22
INV-6746,PRD-3246,WH-East-Kolkata,238,34,24,2025-02-06
INV-6747,PRD-3247,WH-South-Bengaluru,192,18,117,2025-04-04
INV-6748,PRD-3248,WH-South-Bengaluru,428,15,118,2025-01-02
