product_id,product_name,vendor_id,category,cogs_inr,msrp_inr,reorder_level,safety_stock
PRD-3336,Product SKU-336,VND-1034,Apparel,2257.86,3802.61,17,36
PRD-3337,Product SKU-337,VND-1073,FMCG,1686.21,2473.41,23,41
PRD-3338,Product SKU-338,VND-1087,Apparel,1066.4,1794.22,15,5
PRD-3339,Product SKU-339,VND-1032,Electronics,2149.35,3386.37,29,16
PRD-3340,Product SKU-340,VND-1005,Beauty & Personal Care,1049.09,1532.75,50,22
PRD-3341,Product SKU-341,VND-1010,Footwear,581.33,1059.37,16,16
PRD-3342,Product SKU-342,VND-1029,Electronics,4295.65,5621.23,69,23
PRD-3343,Product SKU-343,VND-1100,Industrial Hardware,1506.49,2591.36,11,28
PRD-3344,Product SKU-344,VND-1026,Industrial Hardware,2558.94,3859.71,89,20
PRD-3345,Product SKU-345,VND-1060,Footwear,2683.02,4478.92,35,39
PRD-3346,Product SKU-346,VND-1098,Home & Kitchen,720.02,1470.67,13,19
PRD-3347,Product SKU-347,VND-1070,Footwear,2879.94,5297.48,11,26
PRD-3348,Product SKU-348,VND-1001,Beauty & Personal Care,3828.08,7151.36,23,18
PRD-3349,Product SKU-349,VND-1068,Home & Kitchen,1918.18,3964.89,28,50
PRD-3350,Product SKU-350,VND-1036,Apparel,245.36,354.97,76,31
PRD-3351,Product SKU-351,VND-1090,Footwear,2090.14,3941.41,84,11
PRD-3352,Product SKU-352,VND-1065,FMCG,2885.61,4574.26,85,41
PRD-3353,Product SKU-353,VND-1008,Beauty & Personal Care,2997.88,4080.42,47,21
PRD-3354,Product SKU-354,VND-1041,Beauty & Personal Care,3168.23,5940.59,50,33
PRD-3355,Product SKU-355,VND-1035,Home & Kitchen,382.36,543.83,84,11
PRD-3356,Product SKU-356,VND-1020,Apparel,781.47,1286.41,62,12
PRD-3357,Product SKU-357,VND-1069,Footwear,4342.62,6194.71,49,34
PRD-3358,Product SKU-358,VND-1034,Apparel,452.37,876.0,48,50
PRD-3359,Product SKU-359,VND-1090,Electronics,1006.84,1991.62,28,10
PRD-3360,Product SKU-360,VND-1092,Home & Kitchen,4359.38,6917.5,16,48
PRD-3361,Product SKU-361,VND-1039,Industrial Hardware,3699.4,5170.98,61,33
PRD-3362,Product SKU-362,VND-1072,Home & Kitchen,471.53,630.26,27,12
PRD-3363,Product SKU-363,VND-1002,Electronics,3745.16,7809.34,26,17
PRD-3364,Product SKU-364,VND-1052,Footwear,3103.97,6353.64,20,42
PRD-3365,Product SKU-365,VND-1076,Industrial Hardware,4132.56,5429.11,18,17
PRD-3366,Product SKU-366,VND-1083,Stationery,3651.38,4849.7,52,12
PRD-3367,Product SKU-367,VND-1006,Stationery,275.34,560.46,65,30
PRD-3368,Product SKU-368,VND-1064,Electronics,1753.15,2827.24,55,18
PRD-3369,Product SKU-369,VND-1024,Industrial Hardware,1295.35,2591.88,14,44
PRD-3370,Product SKU-370,VND-1080,Home & Kitchen,2930.39,4905.64,80,35
PRD-3371,Product SKU-371,VND-1008,Apparel,1295.0,1769.81,35,46
PRD-3372,Product SKU-372,VND-1068,Home & Kitchen,2856.86,5519.0,12,29
PRD-3373,Product SKU-373,VND-1092,Footwear,2184.6,4181.8,54,41
PRD-3374,Product SKU-374,VND-1065,Footwear,1778.3,2494.68,50,43
PRD-3375,Product SKU-375,VND-1029,Electronics,4036.15,7716.14,17,35
PRD-3376,Product SKU-376,VND-1068,Footwear,3462.45,7269.98,30,11
PRD-3377,Product SKU-377,VND-1032,Home & Kitchen,1236.05,2402.69,17,19
PRD-3378,Product SKU-378,VND-1074,Beauty & Personal Care,1628.88,3198.04,32,16
PRD-3379,Product SKU-379,VND-1031,Footwear,3637.64,6704.11,85,6
PRD-3380,Product SKU-380,VND-1091,Footwear,4266.64,7377.3,82,17
PRD-3381,Product SKU-381,VND-1064,Industrial Hardware,831.23,1065.86,17,19
PRD-3382,Product SKU-382,VND-1078,Home & Kitchen,138.68,229.69,52,44
PRD-3383,Product SKU-383,VND-1026,FMCG,1566.38,2194.25,51,8
PRD-3384,Product SKU-384,VND-1003,FMCG,2660.41,5399.68,24,38
PRD-3385,Product SKU-385,VND-1047,Apparel,1712.48,3511.67,60,42
PRD-3386,Product SKU-386,VND-1013,Footwear,1392.85,1902.61,30,32
PRD-3387,Product SKU-387,VND-1082,Stationery,2938.85,4108.72,81,49
PRD-3388,Product SKU-388,VND-1079,Footwear,1043.41,1826.6,32,29
PRD-3389,Product SKU-389,VND-1040,Industrial Hardware,616.7,1152.92,99,41
PRD-3390,Product SKU-390,VND-1051,Electronics,860.26,1308.01,88,19
PRD-3391,Product SKU-391,VND-1082,Apparel,4218.26,5777.1,19,20
PRD-3392,Product SKU-392,VND-1045,Footwear,797.1,1596.21,21,50
PRD-3393,Product SKU-393,VND-1086,Footwear,2037.5,3006.19,41,49
PRD-3394,Product SKU-394,VND-1009,Footwear,1192.13,1599.64,10,8
PRD-3395,Product SKU-395,VND-1050,Stationery,3310.0,6864.07,62,36
PRD-3396,Product SKU-396,VND-1049,Footwear,2479.81,3313.56,71,41
PRD-3397,Product SKU-397,VND-1084,Home & Kitchen,773.82,1015.76,14,23
PRD-3398,Product SKU-398,VND-1003,Footwear,1212.02,1622.91,53,15
PRD-3399,Product SKU-399,VND-1049,FMCG,3307.33,5672.04,21,26
PRD-3400,Product SKU-400,VND-1077,Stationery,3185.05,5149.03,93,15
PRD-3401,Product SKU-401,VND-1078,Beauty & Personal Care,749.11,1000.86,36,17
PRD-3402,Product SKU-402,VND-1053,Industrial Hardware,2989.66,4492.83,22,8
PRD-3403,Product SKU-403,VND-1051,Stationery,733.48,1141.81,64,10
PRD-3404,Product SKU-404,VND-1038,Stationery,938.55,1193.72,31,45
PRD-3405,Product SKU-405,VND-1038,Apparel,2157.39,2908.56,60,35
PRD-3406,Product SKU-406,VND-1063,Industrial Hardware,455.56,780.15,33,28
PRD-3407,Product SKU-407,VND-1049,Footwear,880.29,1133.75,66,34
PRD-3408,Product SKU-408,VND-1034,Home & Kitchen,3775.0,6529.28,29,49
PRD-3409,Product SKU-409,VND-1086,Apparel,431.4,665.31,79,31
PRD-3410,Product SKU-410,VND-1097,Home & Kitchen,2513.53,4938.28,76,31
PRD-3411,Product SKU-411,VND-1069,Stationery,2598.58,3768.71,48,10
PRD-3412,Product SKU-412,VND-1051,Electronics,2284.35,4603.85,83,48
PRD-3413,Product SKU-413,VND-1080,FMCG,585.25,1108.24,32,15
PRD-3414,Product SKU-414,VND-1028,Home & Kitchen,611.53,984.48,97,32
PRD-3415,Product SKU-415,VND-1026,FMCG,3761.78,5526.82,18,10
PRD-3416,Product SKU-416,VND-1050,Beauty & Personal Care,2506.64,4958.46,76,34
PRD-3417,Product SKU-417,VND-1002,Beauty & Personal Care,550.71,758.44,82,42
PRD-3418,Product SKU-418,VND-1075,Apparel,4165.93,7199.9,22,23
PRD-3419,Product SKU-419,VND-1069,Footwear,3956.63,5834.11,93,36
PRD-3420,Product SKU-420,VND-1074,Stationery,216.72,321.63,28,44
PRD-3421,Product SKU-421,VND-1078,Beauty & Personal Care,222.58,446.53,52,49
PRD-3422,Product SKU-422,VND-1031,Electronics,3368.59,6847.37,57,6
PRD-3423,Product SKU-423,VND-1044,Industrial Hardware,1433.72,2819.3,99,48
PRD-3424,Product SKU-424,VND-1013,Home & Kitchen,648.02,1346.64,66,25
PRD-3425,Product SKU-425,VND-1035,Beauty & Personal Care,2742.16,3635.81,66,18
PRD-3426,Product SKU-426,VND-1053,Stationery,3429.75,6815.29,17,37
PRD-3427,Product SKU-427,VND-1021,Apparel,1434.5,2411.07,27,38
PRD-3428,Product SKU-428,VND-1073,Electronics,823.13,1641.24,35,8
PRD-3429,Product SKU-429,VND-1032,Electronics,2081.2,4225.52,100,17
PRD-3430,Product SKU-430,VND-1036,Footwear,3714.6,6238.14,91,12
PRD-3431,Product SKU-431,VND-1088,Electronics,1126.62,1876.35,67,16
PRD-3432,Product SKU-432,VND-1061,Footwear,1581.91,3103.72,43,49
PRD-3433,Product SKU-433,VND-1012,Industrial Hardware,172.15,222.45,83,18
PRD-3434,Product SKU-434,VND-1029,Home & Kitchen,3065.74,4533.37,62,37
PRD-3435,Product SKU-435,VND-1003,Electronics,2159.73,2942.56,32,43
PRD-3436,Product SKU-436,VND-1002,Home & Kitchen,1173.14,2269.23,49,50
PRD-3437,Product SKU-437,VND-1091,Industrial Hardware,1935.94,3039.43,54,34
PRD-3438,Product SKU-438,VND-1033,Home & Kitchen,2126.81,3882.74,89,30
PRD-3439,Product SKU-439,VND-1075,Apparel,82.7,173.63,57,40
PRD-3440,Product SKU-440,VND-1083,Industrial Hardware,1378.22,1849.42,18,26
PRD-3441,Product SKU-441,VND-1036,Footwear,3883.64,5716.62,93,24
PRD-3442,Product SKU-442,VND-1025,FMCG,2351.96,3420.35,17,43
PRD-3443,Product SKU-443,VND-1052,Footwear,3079.36,5737.13,93,36
PRD-3444,Product SKU-444,VND-1038,Industrial Hardware,4085.76,6512.33,14,42
PRD-3445,Product SKU-445,VND-1091,Home & Kitchen,1577.09,2927.65,97,39
PRD-3446,Product SKU-446,VND-1082,Stationery,4084.04,7437.4,74,24
PRD-3447,Product SKU-447,VND-1022,FMCG,1357.34,2239.83,43,40
PRD-3448,Product SKU-448,VND-1098,FMCG,4263.81,8590.1,93,10
PRD-3449,Product SKU-449,VND-1029,Footwear,1043.81,2077.93,63,26
PRD-3450,Product SKU-450,VND-1048,Industrial Hardware,2655.79,4366.64,25,35
PRD-3451,Product SKU-451,VND-1007,Apparel,2151.38,3044.98,25,48
PRD-3452,Product SKU-452,VND-1049,Industrial Hardware,1888.33,3758.2,29,13
PRD-3453,Product SKU-453,VND-1026,Footwear,1870.9,3244.13,68,14
PRD-3454,Product SKU-454,VND-1041,FMCG,3516.29,5852.67,90,16
PRD-3455,Product SKU-455,VND-1041,Electronics,70.98,105.23,31,41
PRD-3456,Product SKU-456,VND-1098,FMCG,2228.62,4232.22,21,13
PRD-3457,Product SKU-457,VND-1079,Beauty & Personal Care,2869.02,4570.02,71,29
PRD-3458,Product SKU-458,VND-1001,Electronics,2425.33,4537.94,11,25
PRD-3459,Product SKU-459,VND-1097,Home & Kitchen,129.73,162.62,41,19
PRD-3460,Product SKU-460,VND-1089,Footwear,1438.81,1924.12,74,42
PRD-3461,Product SKU-461,VND-1040,FMCG,340.53,438.9,47,34
PRD-3462,Product SKU-462,VND-1094,Footwear,1979.81,3630.5,27,26
PRD-3463,Product SKU-463,VND-1063,Footwear,3388.01,4709.85,61,6
PRD-3464,Product SKU-464,VND-1030,Home & Kitchen,3285.9,4473.83,12,42
PRD-3465,Product SKU-465,VND-1065,FMCG,598.07,1109.09,14,29
PRD-3466,Product SKU-466,VND-1082,Industrial Hardware,3482.06,6196.9,86,8
PRD-3467,Product SKU-467,VND-1085,Apparel,2958.38,3747.62,98,12
PRD-3468,Product SKU-468,VND-1054,Stationery,1742.13,2988.08,70,49
PRD-3469,Product SKU-469,VND-1020,Home & Kitchen,3143.6,5613.73,48,31
PRD-3470,Product SKU-470,VND-1085,Apparel,2998.05,4435.56,87,49
PRD-3471,Product SKU-471,VND-1018,Beauty & Personal Care,3746.4,5017.09,89,12
PRD-3472,Product SKU-472,VND-1037,Apparel,3542.18,5926.34,87,17
PRD-3473,Product SKU-473,VND-1100,Industrial Hardware,3750.17,7789.67,55,50
PRD-3474,Product SKU-474,VND-1053,Industrial Hardware,763.66,1310.38,36,49
PRD-3475,Product SKU-475,VND-1062,Footwear,1093.55,1378.79,21,12
PRD-3476,Product SKU-476,VND-1074,Stationery,713.69,946.76,75,9
PRD-3477,Product SKU-477,VND-1093,Apparel,4076.27,7327.85,68,23
PRD-3478,Product SKU-478,VND-1034,Stationery,272.86,529.68,15,23
PRD-3479,Product SKU-479,VND-1047,Footwear,1945.68,2623.78,15,5
PRD-3480,Product SKU-480,VND-1018,FMCG,1512.54,3040.73,89,22
PRD-3481,Product SKU-481,VND-1094,Apparel,1708.17,2632.83,24,30
PRD-3482,Product SKU-482,VND-1052,Stationery,1259.66,1987.56,71,31
PRD-3483,Product SKU-483,VND-1084,FMCG,553.1,1018.67,17,15
PRD-3484,Product SKU-484,VND-1014,Beauty & Personal Care,4104.96,6815.36,82,48
PRD-3485,Product SKU-485,VND-1057,FMCG,2770.39,5297.79,88,6
PRD-3486,Product SKU-486,VND-1088,FMCG,2199.7,3662.29,62,33
PRD-3487,Product SKU-487,VND-1006,Apparel,1214.18,1842.04,100,48
PRD-3488,Product SKU-488,VND-1068,Home & Kitchen,4401.64,8008.2,53,38
PRD-3489,Product SKU-489,VND-1067,Apparel,1976.17,3690.8,71,27
PRD-3490,Product SKU-490,VND-1085,Beauty & Personal Care,711.51,1389.2,88,8
PRD-3491,Product SKU-491,VND-1002,FMCG,2299.78,3792.1,73,15
PRD-3492,Product SKU-492,VND-1010,Stationery,1476.82,2261.4,45,8
PRD-3493,Product SKU-493,VND-1065,Home & Kitchen,2499.71,3929.15,40,10
PRD-3494,Product SKU-494,VND-1059,Stationery,3615.61,5896.64,73,33
PRD-3495,Product SKU-495,VND-1041,Apparel,4413.98,8313.52,12,11
PRD-3496,Product SKU-496,VND-1052,Beauty & Personal Care,209.45,359.57,21,43
PRD-3497,Product SKU-497,VND-1080,Industrial Hardware,4010.99,6930.92,93,47
PRD-3498,Product SKU-498,VND-1059,Footwear,1666.87,2160.49,38,34
PRD-3499,Product SKU-499,VND-1043,Stationery,3239.13,5049.16,67,12
PRD-3500,Product SKU-500,VND-1013,Home & Kitchen,59.78,92.77,91,23
